exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses
membench,1,dram,pgn,2500,9941.256836,9.160035146,0.000661,13622115,81178135
membench,1,dram,rnd,2500,9591.599609,9.206239395,0.000662,12969530,80543697
membench,1,dram,seq_prefetch,2500,39984.324219,8.403646028,0.000661,13112533,80507732
membench,1,dram,pgn_prefetch,2500,46761.968750,8.367248141,0.000661,13478563,81170444
membench,1,dram,rnd_prefetch,2500,31689.091797,8.469142712,0.000661,12856151,80479480
membench,1,pmem,seq,2500,42958.460938,9.802372259,0.000661,12996750,80538835
membench,1,pmem,pgn,2500,2060.292725,14.429354961,0.000661,13561440,81367647
membench,1,pmem,rnd,2500,2046.221680,14.453073158,0.000661,12939334,80724063
membench,1,pmem,seq_prefetch,2500,39731.414062,9.827451754,0.000661,13039703,80545590
membench,1,pmem,pgn_prefetch,2500,24815.988281,9.976016867,0.000661,13436676,81205114
membench,1,pmem,rnd_prefetch,2500,19936.443359,10.069191079,0.000661,12799648,80587055
membench,1,dram,seq,3000,43078.011719,9.672168918,0.000789,13042992,80554870
membench,1,dram,pgn,3000,9904.245117,10.449042905,0.000790,13615207,81178362
membench,1,dram,rnd,3000,9573.317383,10.487293563,0.000790,12993806,80605764
membench,1,dram,seq_prefetch,3000,40007.683594,9.689848574,0.000790,13222015,80557949
membench,1,dram,pgn_prefetch,3000,46576.402344,9.654970314,0.000789,13483908,81225277
membench,1,dram,rnd_prefetch,3000,31709.490234,9.756747707,0.000790,12849499,80595957
membench,1,pmem,seq,3000,42961.046875,11.088021714,0.000789,12996174,80594556
membench,1,pmem,pgn,3000,2072.050049,15.687355968,0.000789,13562428,81418319
membench,1,pmem,rnd,3000,2057.113525,15.715270844,0.000790,12927506,80725575
membench,1,pmem,seq_prefetch,3000,39850.796875,11.111623014,0.000789,13048855,80543526
membench,1,pmem,pgn_prefetch,3000,30545.636719,11.188278838,0.000790,13439896,81260144
membench,1,pmem,rnd_prefetch,3000,23484.431641,11.278900589,0.000790,12802492,80621735
membench,1,dram,seq,3500,43046.859375,10.957746211,0.000918,13081414,80607845
membench,1,dram,pgn,3500,9920.949219,11.728380092,0.000918,13608966,81285879
membench,1,dram,rnd,3500,9595.685547,11.771324306,0.000918,13017330,80616593
membench,1,dram,seq_prefetch,3500,39959.242188,10.975527648,0.000918,13232255,80625056
membench,1,dram,pgn_prefetch,3500,46677.496094,10.940641122,0.000918,13510292,81267515
membench,1,dram,rnd_prefetch,3500,31732.332031,11.044573877,0.000918,12849414,80597354
membench,1,pmem,seq,3500,42928.218750,12.374307543,0.000918,12999059,80641607
membench,1,pmem,pgn,3500,2085.952881,16.945190226,0.000918,13564452,81474339
membench,1,pmem,rnd,3500,2070.937012,16.966493842,0.000919,12937085,80831689
membench,1,pmem,seq_prefetch,3500,39513.355469,12.401400145,0.000918,13224498,80635565
membench,1,pmem,pgn_prefetch,3500,36649.500000,12.418033846,0.000918,13432188,81304819
membench,1,pmem,rnd_prefetch,3500,26916.232422,12.511239457,0.000918,12804862,80679546
membench,1,dram,seq,4000,43191.320312,12.245690573,0.001047,13077247,80683598
membench,1,dram,pgn,4000,9894.054688,13.022796636,0.001047,13634375,81337311
membench,1,dram,rnd,4000,9534.024414,13.066231753,0.001047,13000531,80716212
membench,1,dram,seq_prefetch,4000,40024.496094,12.261025051,0.001047,13134841,80675239
membench,1,dram,pgn_prefetch,4000,46643.531250,12.225739513,0.001047,13498653,81336520
membench,1,dram,rnd_prefetch,4000,31493.880859,12.331593485,0.001047,12884656,80718068
membench,1,pmem,seq,4000,42961.785156,13.659209973,0.001047,12993366,80694820
membench,1,pmem,pgn,4000,2095.809082,18.207895034,0.001047,13561472,81518099
membench,1,pmem,rnd,4000,2080.334229,18.235405719,0.001047,12927556,80825685
membench,1,pmem,seq_prefetch,4000,39851.117188,13.686975093,0.001047,13222572,80702893
membench,1,pmem,pgn_prefetch,4000,43076.894531,13.668648477,0.001047,13434151,81356248
membench,1,pmem,rnd_prefetch,4000,30019.031250,13.760604885,0.001047,12805270,80730379
membench,1,dram,seq,4500,42935.039062,13.544982051,0.001177,13087439,80736415
membench,1,dram,pgn,4500,9873.540039,14.327644819,0.001177,13634744,81492631
membench,1,dram,rnd,4500,9532.825195,14.362682729,0.001177,13012458,80823866
membench,1,dram,seq_prefetch,4500,39986.402344,13.564068501,0.001177,13129305,80673520
membench,1,dram,pgn_prefetch,4500,46557.105469,13.528272937,0.001177,13495812,81384621
membench,1,dram,rnd_prefetch,4500,31629.654297,13.629541936,0.001177,12874031,80756860
membench,1,pmem,seq,4500,42893.785156,14.960156077,0.001177,12993206,80740355
membench,1,pmem,pgn,4500,2106.282471,19.481843790,0.001177,13558308,81578376
membench,1,pmem,rnd,4500,2089.231445,19.503687530,0.001176,12936342,80944054
membench,1,pmem,seq_prefetch,4500,39821.917969,14.986212442,0.001177,13217950,80696468
membench,1,pmem,pgn_prefetch,4500,45902.511719,14.948191833,0.001177,13438352,81415113
membench,1,pmem,rnd_prefetch,4500,31312.037109,15.042357675,0.001176,12799083,80729702
membench,1,dram,seq,5000,42908.140625,14.847366734,0.001307,13114921,80800169
membench,1,dram,pgn,5000,9892.332031,15.618091820,0.001307,13638102,81459140
membench,1,dram,rnd,5000,9560.174805,15.661284812,0.001307,13031597,80768360
membench,1,dram,seq_prefetch,5000,39850.480469,14.864470349,0.001307,13307954,80787727
membench,1,dram,pgn_prefetch,5000,46566.640625,14.827790681,0.001307,13537257,81456889
membench,1,dram,rnd_prefetch,5000,31182.082031,14.966053017,0.001310,12865349,80828762
membench,1,pmem,seq,5000,42825.453125,16.262518370,0.001307,12999323,80798727
membench,1,pmem,pgn,5000,2111.169189,20.773122496,0.001307,13556720,81616554
membench,1,pmem,rnd,5000,2094.963379,20.796238511,0.001307,12922411,80945309
membench,1,pmem,seq_prefetch,5000,39758.902344,16.287811845,0.001307,13205493,80813338
membench,1,pmem,pgn_prefetch,5000,46387.570312,16.247303298,0.001307,13444429,81468257
membench,1,pmem,rnd_prefetch,5000,31485.056641,16.342541457,0.001307,12806308,80839092
membench,1,dram,seq,10000,42092.500000,27.803335740,0.002602,13176397,81356952
membench,1,dram,pgn,10000,9949.090820,28.572622757,0.002602,13731309,82036732
membench,1,dram,rnd,10000,9594.341797,28.610303286,0.002602,13065745,81344520
membench,1,dram,seq_prefetch,10000,39446.019531,27.818460427,0.002602,13276226,81356790
membench,1,dram,pgn_prefetch,10000,46445.308594,27.778903091,0.002602,13594283,82013779
membench,1,dram,rnd_prefetch,10000,31514.326172,27.878444130,0.002602,12984041,81386953
membench,1,pmem,seq,10000,41672.917969,29.220231451,0.002602,13006990,81300488
membench,1,pmem,pgn,10000,2115.469971,33.716702998,0.002602,13566431,82085930
membench,1,pmem,rnd,10000,2098.713379,33.734525234,0.002602,12935383,81500797
membench,1,pmem,seq_prefetch,10000,38942.929688,29.247232871,0.002602,13193787,81335534
membench,1,pmem,pgn_prefetch,10000,45663.769531,29.198516931,0.002602,13444354,81987710
membench,1,pmem,rnd_prefetch,10000,31526.845703,29.292400336,0.002602,12812255,81353201
membench,1,dram,seq,15000,42384.015625,40.667490593,0.003888,13270258,81952307
membench,1,dram,pgn,15000,9921.756836,41.444201113,0.003889,13783230,82590017
membench,1,dram,rnd,15000,9593.200195,41.474666628,0.003889,13157481,81967221
membench,1,dram,seq_prefetch,15000,39438.242188,40.675127552,0.003888,13368042,81846940
membench,1,dram,pgn_prefetch,15000,46187.031250,40.650102490,0.003889,13675644,82614950
membench,1,dram,rnd_prefetch,15000,31611.957031,40.750119291,0.003889,13039618,81952096
membench,1,pmem,seq,15000,42319.441406,42.076196708,0.003888,13020255,81855253
membench,1,pmem,pgn,15000,2117.309082,46.570749895,0.003888,13572074,82685856
membench,1,pmem,rnd,15000,2100.570801,46.596012729,0.003888,12929256,82031306
membench,1,pmem,seq_prefetch,15000,39438.863281,42.104564415,0.003888,13142325,81845100
membench,1,pmem,pgn_prefetch,15000,45496.113281,42.064203096,0.003888,13454406,82437852
membench,1,pmem,rnd_prefetch,15000,31120.460938,42.157913931,0.003888,12825326,81869327
membench,1,dram,seq,20000,37912.250000,53.563070234,0.005175,13444768,82596683
membench,1,dram,pgn,20000,9697.082031,54.337714428,0.005176,13850646,83136991
membench,1,dram,rnd,20000,9362.367188,54.373298470,0.005176,13252524,82498587
membench,1,dram,seq_prefetch,20000,35756.300781,53.577414810,0.005175,13568788,82496685
membench,1,dram,pgn_prefetch,20000,40793.015625,53.542911087,0.005175,13779905,83144220
membench,1,dram,rnd_prefetch,20000,28760.093750,53.646256321,0.005175,13157241,82588850
membench,1,pmem,seq,20000,37707.675781,54.972658945,0.005175,13038728,82278538
membench,1,pmem,pgn,20000,2105.833740,59.463939119,0.005175,13569334,83163938
membench,1,pmem,rnd,20000,2089.511230,59.484555796,0.005175,12941510,82469486
membench,1,pmem,seq_prefetch,20000,35414.152344,54.996603976,0.005175,13121694,82360192
membench,1,pmem,pgn_prefetch,20000,40322.093750,54.957187125,0.005175,13467978,82982318
membench,1,pmem,rnd_prefetch,20000,28527.904297,55.054163155,0.005175,12827771,82300952
membench_base,2,dram,,,,0.000563786,,461,9198
membench_data_init,2,dram,,,,0.961156004,,2177386,51158699
membench_pregen_init,2,dram,,,,1.568250812,,2963682,70205522
membench_base,2,pmem,,,,0.000569551,,584,9815
membench_data_init,2,pmem,,,,1.993005011,,2170298,51202480
membench_pregen_init,2,pmem,,,,2.984898840,,2970072,70267134
membench,2,dram,seq,0,42198.011719,1.940764005,0.000016,13020214,80223462
membench,2,dram,pgn,0,9929.352539,2.710800677,0.000016,13584465,80831571
membench,2,dram,rnd,0,9589.473633,2.745586672,0.000016,12973190,80262883
membench,2,dram,seq_prefetch,0,38705.082031,1.961210152,0.000016,13071823,80227176
membench,2,dram,pgn_prefetch,0,20547.044922,2.191114370,0.000016,13457020,80834898
membench,2,dram,rnd_prefetch,0,17914.437500,2.257939028,0.000016,12816411,80265003
membench,2,pmem,seq,0,25376.654297,3.514118293,0.000016,12988064,80287379
membench,2,pmem,pgn,0,1976.104614,8.184993951,0.000016,13564203,81110470
membench,2,pmem,rnd,0,1965.166992,8.203771192,0.000016,12935684,80475873
membench,2,pmem,seq_prefetch,0,22024.685547,3.581613352,0.000016,13014578,80305724
membench,2,pmem,pgn_prefetch,0,3602.319824,5.899768738,0.000016,13427015,81045793
membench,2,pmem,rnd_prefetch,0,3530.594727,5.947334345,0.000016,12792543,80351082
membench,2,dram,seq,500,42941.304688,3.241414246,0.000146,12997645,80231204
membench,2,dram,pgn,500,9917.703125,4.015813321,0.000146,13599646,80948339
membench,2,dram,rnd,500,9558.474609,4.052927378,0.000146,12962522,80327856
membench,2,dram,seq_prefetch,500,39760.324219,3.258618313,0.000146,13186557,80281853
membench,2,dram,pgn_prefetch,500,38672.753906,3.263909667,0.000146,13437215,80936873
membench,2,dram,rnd_prefetch,500,27993.953125,3.366790353,0.000146,12825954,80310961
membench,2,pmem,seq,500,40816.992188,4.671332338,0.000146,12991259,80274204
membench,2,pmem,pgn,500,1972.425537,9.500139362,0.000146,13556134,81112293
membench,2,pmem,rnd,500,1959.896606,9.527557996,0.000147,12931456,80534198
membench,2,pmem,seq_prefetch,500,34175.531250,4.721384075,0.000146,13024099,80347490
membench,2,pmem,pgn_prefetch,500,4741.534180,6.537256077,0.000146,13435626,81068509
membench,2,pmem,rnd_prefetch,500,4628.853516,6.588053801,0.000147,12800007,80439529
membench,2,dram,seq,1000,43013.343750,4.526975644,0.000275,13017779,80275332
membench,2,dram,pgn,1000,9849.217773,5.306954389,0.000275,13585284,81019110
membench,2,dram,rnd,1000,9522.232422,5.347349626,0.000275,12959222,80374838
membench,2,dram,seq_prefetch,1000,39975.214844,4.544243891,0.000275,13050929,80334929
membench,2,dram,pgn_prefetch,1000,43649.441406,4.520471279,0.000275,13466709,81000527
membench,2,dram,rnd_prefetch,1000,30468.388672,4.622368579,0.000275,12808638,80309403
membench,2,pmem,seq,1000,42592.156250,5.947142724,0.000275,12983675,80327387
membench,2,pmem,pgn,1000,2000.076416,10.718155750,0.000275,13561687,81214947
membench,2,pmem,rnd,1000,1987.856201,10.744455595,0.000276,12935719,80584158
membench,2,pmem,seq_prefetch,1000,34810.699219,6.004882560,0.000275,13222354,80331623
membench,2,pmem,pgn_prefetch,1000,7114.035156,7.120503548,0.000275,13424579,81027665
membench,2,pmem,rnd_prefetch,1000,6842.940918,7.169679440,0.000275,12801135,80459302
membench,2,dram,seq,1500,43027.039062,5.812906069,0.000403,13056803,80402141
membench,2,dram,pgn,1500,9895.424805,6.590606870,0.000404,13593599,81067306
membench,2,dram,rnd,1500,9533.107422,6.631342435,0.000404,12982156,80367673
membench,2,dram,seq_prefetch,1500,39946.312500,5.832261260,0.000404,13067112,80339363
membench,2,dram,pgn_prefetch,1500,46602.449219,5.790914712,0.000403,13479648,80994597
membench,2,dram,rnd_prefetch,1500,31610.359375,5.897903000,0.000404,12840406,80429139
membench,2,pmem,seq,1500,42839.945312,7.229948431,0.000404,12997393,80439490
membench,2,pmem,pgn,1500,2031.263550,11.928323495,0.000404,13568531,81207654
membench,2,pmem,rnd,1500,2016.868652,11.953554806,0.000404,12929338,80579577
membench,2,pmem,seq_prefetch,1500,39373.800781,7.257605445,0.000404,13201251,80440445
membench,2,pmem,pgn_prefetch,1500,13036.347656,7.769241356,0.000403,13433378,81119776
membench,2,pmem,rnd_prefetch,1500,12070.938477,7.824491427,0.000404,12798551,80488415
membench,2,dram,seq,2000,43074.484375,7.099531723,0.000532,13040089,80412964
membench,2,dram,pgn,2000,9831.904297,7.881077766,0.000532,13627016,81119243
membench,2,dram,rnd,2000,9515.752930,7.922289391,0.000533,12979914,80435964
membench,2,dram,seq_prefetch,2000,39944.394531,7.116039984,0.000532,13128279,80455438
membench,2,dram,pgn_prefetch,2000,46646.359375,7.080731529,0.000532,13468586,81121702
membench,2,dram,rnd_prefetch,2000,31721.560547,7.175124254,0.000532,12846412,80483115
membench,2,pmem,seq,2000,42977.296875,8.516457799,0.000532,12989111,80488611
membench,2,pmem,pgn,2000,2043.377686,13.173315582,0.000531,13556189,81310180
membench,2,pmem,rnd,2000,2030.978149,13.203391851,0.000532,12928441,80688315
membench,2,pmem,seq_prefetch,2000,38758.785156,8.547732740,0.000532,13206675,80487494
membench,2,pmem,pgn_prefetch,2000,21108.312500,8.762011961,0.000532,13423524,81167444
membench,2,pmem,rnd_prefetch,2000,17617.328125,8.846012578,0.000532,12796043,80463972
membench,2,dram,seq,2500,43104.191406,8.386054384,0.000661,13062682,80449152
membench,2,dram,pgn,2500,9908.780273,9.165066962,0.000661,13599320,81179000
membench,2,dram,rnd,2500,9579.296875,9.198318740,0.000661,12981588,80536302
membench,2,dram,seq_prefetch,2500,39965.468750,8.400071027,0.000661,13092461,80510736
membench,2,dram,pgn_prefetch,2500,46522.878906,8.365755510,0.000661,13471034,81155507
membench,2,dram,rnd_prefetch,2500,31738.675781,8.470214799,0.000661,12839909,80482716
membench,2,pmem,seq,2500,42959.199219,9.803612582,0.000661,12998123,80541230
membench,2,pmem,pgn,2500,2060.201172,14.431152655,0.000661,13560070,81308506
membench,2,pmem,rnd,2500,2046.027832,14.452380691,0.000661,12926930,80727699
membench,2,pmem,seq_prefetch,2500,39823.503906,9.827537140,0.000661,13033054,80547883
membench,2,pmem,pgn_prefetch,2500,24741.083984,9.980180891,0.000661,13438251,81147567
membench,2,pmem,rnd_prefetch,2500,20005.361328,10.066634905,0.000661,12795604,80587562
membench,2,dram,seq,3000,43040.371094,9.678419396,0.000789,13079161,80582975
membench,2,dram,pgn,3000,9899.882812,10.447301848,0.000789,13613191,81224610
membench,2,dram,rnd,3000,9568.919922,10.487458252,0.000790,13002459,80595008
membench,2,dram,seq_prefetch,3000,39968.183594,9.688174173,0.000789,13100894,80569721
membench,2,dram,pgn_prefetch,3000,46477.472656,9.654216663,0.000789,13503972,81161612
membench,2,dram,rnd_prefetch,3000,31676.244141,9.749823823,0.000790,12853953,80590760
membench,2,pmem,seq,3000,42920.664062,11.089529087,0.000789,12985496,80594453
membench,2,pmem,pgn,3000,2072.331543,15.686615330,0.000789,13557527,81415121
membench,2,pmem,rnd,3000,2058.272217,15.711776812,0.000790,12925108,80785687
membench,2,pmem,seq_prefetch,3000,39884.496094,11.110709854,0.000789,13035987,80594725
membench,2,pmem,pgn_prefetch,3000,30608.560547,11.186618691,0.000790,13432259,81256796
membench,2,pmem,rnd_prefetch,3000,23444.570312,11.279266722,0.000789,12803249,80566851
membench,2,dram,seq,3500,43040.925781,10.958988249,0.000918,13061763,80628936
membench,2,dram,pgn,3500,9942.551758,11.732470653,0.000918,13637962,81289459
membench,2,dram,rnd,3500,9608.085938,11.769676897,0.000919,12988517,80664657
membench,2,dram,seq_prefetch,3500,40015.207031,10.970713265,0.000918,13193556,80613782
membench,2,dram,pgn_prefetch,3500,46613.742188,10.938379356,0.000918,13496327,81287763
membench,2,dram,rnd_prefetch,3500,31696.224609,11.040340395,0.000918,12886367,80658005
membench,2,pmem,seq,3500,42905.195312,12.375178493,0.000918,12997386,80636776
membench,2,pmem,pgn,3500,2085.378418,16.951077453,0.000918,13560904,81478119
membench,2,pmem,rnd,3500,2071.093506,16.968283380,0.000918,12930462,80773920
membench,2,pmem,seq_prefetch,3500,39861.757812,12.396837438,0.000918,13113800,80647144
membench,2,pmem,pgn_prefetch,3500,36875.601562,12.418475644,0.000918,13438203,81313999
membench,2,pmem,rnd_prefetch,3500,26897.337891,12.510416577,0.000918,12803966,80619777
membench,2,dram,seq,4000,42985.238281,12.245124164,0.001047,13083254,80678939
membench,2,dram,pgn,4000,9887.157227,13.022139133,0.001047,13632730,81365301
membench,2,dram,rnd,4000,9544.424805,13.066055587,0.001047,13000144,80727367
membench,2,dram,seq_prefetch,4000,40015.687500,12.264829441,0.001047,13258079,80683573
membench,2,dram,pgn_prefetch,4000,46572.933594,12.222040684,0.001047,13489463,81332849
membench,2,dram,rnd_prefetch,4000,31691.101562,12.330837591,0.001047,12859971,80701385
membench,2,pmem,seq,4000,42945.917969,13.661842070,0.001047,12991150,80698937
membench,2,pmem,pgn,4000,2096.158447,18.205991957,0.001047,13565218,81460772
membench,2,pmem,rnd,4000,2080.335449,18.234343696,0.001047,12928134,80812830
membench,2,pmem,seq_prefetch,4000,39957.964844,13.686032767,0.001047,13224090,80635877
membench,2,pmem,pgn_prefetch,4000,42740.886719,13.666026169,0.001047,13431556,81297168
membench,2,pmem,rnd_prefetch,4000,30124.292969,13.757489073,0.001047,12804469,80722230
membench,2,dram,seq,4500,42960.863281,13.545400413,0.001177,13110095,80735498
membench,2,dram,pgn,4500,9880.153320,14.323505795,0.001177,13643127,81400204
membench,2,dram,rnd,4500,9530.671875,14.361422639,0.001177,13025162,80782112
membench,2,dram,seq_prefetch,4500,39938.335938,13.563615733,0.001177,13126978,80678821
membench,2,dram,pgn_prefetch,4500,46546.914062,13.524936424,0.001177,13532092,81396527
membench,2,dram,rnd_prefetch,4500,31646.669922,13.627476439,0.001177,12868821,80747912
membench,2,pmem,seq,4500,42921.035156,14.963414984,0.001177,12999615,80754486
membench,2,pmem,pgn,4500,2105.189697,19.484317794,0.001177,13557843,81561973
membench,2,pmem,rnd,4500,2089.277344,19.507093912,0.001177,12936111,80949591
membench,2,pmem,seq_prefetch,4500,39783.421875,14.985333976,0.001177,13216280,80762367
membench,2,pmem,pgn_prefetch,4500,45849.265625,14.950486245,0.001177,13432551,81418294
membench,2,pmem,rnd_prefetch,4500,31291.949219,15.042873783,0.001176,12798607,80734951
membench,2,dram,seq,5000,42889.003906,14.847115343,0.001307,13087515,80732601
membench,2,dram,pgn,5000,9889.181641,15.624708706,0.001307,13668990,81472851
membench,2,dram,rnd,5000,9521.098633,15.664119974,0.001307,13013875,80935017
membench,2,dram,seq_prefetch,5000,39940.570312,14.862894959,0.001307,13194104,80795362
membench,2,dram,pgn_prefetch,5000,46426.117188,14.827863747,0.001307,13517382,81443379
membench,2,dram,rnd_prefetch,5000,31657.792969,14.929672919,0.001307,12895833,80808868
membench,2,pmem,seq,5000,42844.351562,16.262699703,0.001307,12999061,80799496
membench,2,pmem,pgn,5000,2110.366943,20.767708171,0.001307,13561521,81608504
membench,2,pmem,rnd,5000,2096.078857,20.795181386,0.001307,12924051,81004941
membench,2,pmem,seq_prefetch,5000,39878.925781,16.287381495,0.001307,13041559,80741545
membench,2,pmem,pgn_prefetch,5000,46367.996094,16.249607605,0.001307,13431897,81471680
membench,2,pmem,rnd_prefetch,5000,31469.699219,16.340344729,0.001307,12809889,80837289
membench,2,dram,seq,10000,41872.539062,27.808100942,0.002602,13195123,81363318
membench,2,dram,pgn,10000,9949.447266,28.573158820,0.002602,13707905,81994165
membench,2,dram,rnd,10000,9567.683594,28.611187234,0.002602,13077493,81349645
membench,2,dram,seq_prefetch,10000,39378.449219,27.815698507,0.002602,13298694,81383433
membench,2,dram,pgn_prefetch,10000,45648.343750,27.777379167,0.002602,13591106,81992907
membench,2,dram,rnd_prefetch,10000,31621.853516,27.881817081,0.002602,12955519,81318109
membench,2,pmem,seq,10000,42477.093750,29.216016310,0.002602,13004409,81316786
membench,2,pmem,pgn,10000,2114.036133,33.718845543,0.002602,13570070,82130549
membench,2,pmem,rnd,10000,2098.603516,33.736409055,0.002602,12935092,81490001
membench,2,pmem,seq_prefetch,10000,39475.136719,29.236411618,0.002602,13081172,81319564
membench,2,pmem,pgn_prefetch,10000,45977.222656,29.201090597,0.002602,13446793,81979093
membench,2,pmem,rnd_prefetch,10000,31430.925781,29.292458580,0.002602,12812081,81345496
membench,2,dram,seq,15000,42429.875000,40.665792336,0.003889,13338756,81864741
membench,2,dram,pgn,15000,9925.508789,41.440378648,0.003889,13774739,82501994
membench,2,dram,rnd,15000,9557.524414,41.475824069,0.003888,13164480,81906149
membench,2,dram,seq_prefetch,15000,39474.984375,40.684491805,0.003889,13430703,81931752
membench,2,dram,pgn_prefetch,15000,45708.433594,40.651221868,0.003889,13686364,82548686
