run,node_kind,access_pattern,spinloop_iterations,throughput,cache_misses
2,dram,seq,250,2923,1111688
2,dram,rnd,250,2552,98654167
2,dram,pgn,250,5239,49895033
2,dram,seq_prefetch,250,2939,322111
2,dram,rnd_prefetch,250,2927,323970
2,dram,pgn_prefetch,250,5830,6083762
2,pmem,seq,250,2916,343778
2,pmem,rnd,250,1448,424120
2,pmem,pgn,250,2920,323839
2,pmem,seq_prefetch,250,2936,339491
2,pmem,rnd_prefetch,250,2745,338178
2,pmem,pgn_prefetch,250,5647,298869
2,dram,seq,300,2466,705546
2,dram,rnd,300,2195,98572415
2,dram,pgn,300,4467,49870133
2,dram,seq_prefetch,300,2469,257450
2,dram,rnd_prefetch,300,2468,261266
2,dram,pgn_prefetch,300,4910,6122500
2,pmem,seq,300,2460,353288
2,pmem,rnd,300,1323,442009
2,pmem,pgn,300,2672,337603
2,pmem,seq_prefetch,300,2468,357925
2,pmem,rnd_prefetch,300,2445,347159
2,pmem,pgn_prefetch,300,4937,303351
2,dram,seq,350,2129,687159
2,dram,rnd,350,1917,98586559
2,dram,pgn,350,3914,49877585
2,dram,seq_prefetch,350,2130,254022
2,dram,rnd_prefetch,350,2130,250241
2,dram,pgn_prefetch,350,4222,6153820
2,pmem,seq,350,2126,362248
2,pmem,rnd,350,1219,454357
2,pmem,pgn,350,2465,354757
2,pmem,seq_prefetch,350,2138,367746
2,pmem,rnd_prefetch,350,2121,360029
2,pmem,pgn_prefetch,350,4277,301011
2,dram,seq,400,1867,1366887
2,dram,rnd,400,1705,98625816
2,dram,pgn,400,3470,49866701
2,dram,seq_prefetch,400,1874,261729
2,dram,rnd_prefetch,400,1874,250462
2,dram,pgn_prefetch,400,3730,6166590
2,pmem,seq,400,1869,392167
2,pmem,rnd,400,1132,478545
2,pmem,pgn,400,2280,346829
2,pmem,seq_prefetch,400,1872,371547
2,pmem,rnd_prefetch,400,1871,384284
2,pmem,pgn_prefetch,400,3669,318174
2,dram,seq,450,1670,781491
2,dram,rnd,450,1538,98741966
2,dram,pgn,450,3117,49887546
2,dram,seq_prefetch,450,1674,245127
2,dram,rnd_prefetch,450,1673,251484
2,dram,pgn_prefetch,450,3334,5052861
2,pmem,seq,450,1667,404165
2,pmem,rnd,450,1054,465223
2,pmem,pgn,450,2123,366585
2,pmem,seq_prefetch,450,1673,394583
2,pmem,rnd_prefetch,450,1672,386719
2,pmem,pgn_prefetch,450,3306,321905
2,dram,seq,500,1507,1076508
2,dram,rnd,500,1400,98761676
2,dram,pgn,500,2829,49901856
2,dram,seq_prefetch,500,1510,250483
2,dram,rnd_prefetch,500,1510,248393
2,dram,pgn_prefetch,500,3026,2791342
2,pmem,seq,500,1507,418358
2,pmem,rnd,500,988,504742
2,pmem,pgn,500,1988,358349
2,pmem,seq_prefetch,500,1509,378466
2,pmem,rnd_prefetch,500,1510,413101
2,pmem,pgn_prefetch,500,3000,327524
