run,node_kind,access_pattern,spinloop_iterations,throughput,cache_misses
1,pmem,seq,450,30525,361626
1,pmem,rnd,450,2450,477841
1,pmem,pgn,450,2475,499243
1,pmem,seq_prefetch,450,34340,356724
1,pmem,rnd_prefetch,450,29886,341817
1,pmem,pgn_prefetch,450,27739,389376
1,dram,seq,500,37271,502932
1,dram,rnd,500,9508,98534133
1,dram,pgn,500,9610,104628752
1,dram,seq_prefetch,500,34059,252047
1,dram,rnd_prefetch,500,30030,242279
1,dram,pgn_prefetch,500,33003,6272309
1,pmem,seq,500,36954,369703
1,pmem,rnd,500,2448,488586
1,pmem,pgn,500,2470,500856
1,pmem,seq_prefetch,500,34002,375627
1,pmem,rnd_prefetch,500,29994,409747
1,pmem,pgn_prefetch,500,27716,399179
2,dram,seq,0,37467,278742
2,dram,rnd,0,9385,98400601
2,dram,pgn,0,9619,104481270
2,dram,seq_prefetch,0,35137,228215
2,dram,rnd_prefetch,0,17590,256851
2,dram,pgn_prefetch,0,18037,6230755
2,pmem,seq,0,36818,233989
2,pmem,rnd,0,2460,330006
2,pmem,pgn,0,2464,336123
2,pmem,seq_prefetch,0,34626,235459
2,pmem,rnd_prefetch,0,4815,287846
2,pmem,pgn_prefetch,0,4747,310499
2,dram,seq,50,37537,546887
2,dram,rnd,50,9484,98405171
2,dram,pgn,50,9700,104504578
2,dram,seq_prefetch,50,35360,227440
2,dram,rnd_prefetch,50,25031,232617
2,dram,pgn_prefetch,50,27894,6217910
2,pmem,seq,50,36832,255797
2,pmem,rnd,50,2453,343182
2,pmem,pgn,50,2471,357131
2,pmem,seq_prefetch,50,35001,251887
2,pmem,rnd_prefetch,50,5699,310603
2,pmem,pgn_prefetch,50,5584,292068
2,dram,seq,100,35893,1837083
2,dram,rnd,100,9553,98419465
2,dram,pgn,100,9582,104502282
2,dram,seq_prefetch,100,33829,234423
2,dram,rnd_prefetch,100,26838,229350
2,dram,pgn_prefetch,100,29137,6227890
2,pmem,seq,100,33806,284966
2,pmem,rnd,100,2454,364704
2,pmem,pgn,100,2466,377533
2,pmem,seq_prefetch,100,33422,273618
2,pmem,rnd_prefetch,100,7102,298062
2,pmem,pgn_prefetch,100,6901,301764
2,dram,seq,150,35625,2353278
2,dram,rnd,150,9620,98460306
2,dram,pgn,150,9794,104537276
2,dram,seq_prefetch,150,33715,250291
2,dram,rnd_prefetch,150,27932,231738
2,dram,pgn_prefetch,150,31036,6225934
2,pmem,seq,150,33112,296968
2,pmem,rnd,150,2451,383186
2,pmem,pgn,150,2469,380636
2,pmem,seq_prefetch,150,33760,273374
2,pmem,rnd_prefetch,150,9170,315165
2,pmem,pgn_prefetch,150,8784,317855
2,dram,seq,200,37341,545941
2,dram,rnd,200,9474,98487819
2,dram,pgn,200,9559,104546475
2,dram,seq_prefetch,200,34071,224307
2,dram,rnd_prefetch,200,29112,235884
2,dram,pgn_prefetch,200,31665,6220125
2,pmem,seq,200,37050,299811
2,pmem,rnd,200,2457,403926
2,pmem,pgn,200,2464,400077
2,pmem,seq_prefetch,200,34059,288857
2,pmem,rnd_prefetch,200,12838,331703
2,pmem,pgn_prefetch,200,12161,318267
2,dram,seq,250,37383,483624
2,dram,rnd,250,9491,98469811
2,dram,pgn,250,9686,104557073
2,dram,seq_prefetch,250,34083,240195
2,dram,rnd_prefetch,250,29841,244150
2,dram,pgn_prefetch,250,32776,6232643
2,pmem,seq,250,37188,308207
2,pmem,rnd,250,2450,414114
2,pmem,pgn,250,2459,414979
2,pmem,seq_prefetch,250,34118,304099
2,pmem,rnd_prefetch,250,20964,323011
2,pmem,pgn_prefetch,250,18989,332342
2,dram,seq,300,37327,422105
2,dram,rnd,300,9551,98500047
2,dram,pgn,300,9650,104627727
2,dram,seq_prefetch,300,33955,243133
2,dram,rnd_prefetch,300,30039,242933
2,dram,pgn_prefetch,300,33003,6232544
2,pmem,seq,300,37160,314812
2,pmem,rnd,300,2460,429205
2,pmem,pgn,300,2469,435526
2,pmem,seq_prefetch,300,33955,315541
2,pmem,rnd_prefetch,300,27570,336408
2,pmem,pgn_prefetch,300,25713,343798
2,dram,seq,350,37397,448648
2,dram,rnd,350,9400,98497201
2,dram,pgn,350,9562,104562512
2,dram,seq_prefetch,350,33967,242396
2,dram,rnd_prefetch,350,30129,236956
2,dram,pgn_prefetch,350,33200,6249394
2,pmem,seq,350,37174,340565
2,pmem,rnd,350,2449,447277
2,pmem,pgn,350,2469,439444
2,pmem,seq_prefetch,350,34036,345255
2,pmem,rnd_prefetch,350,28776,357392
2,pmem,pgn_prefetch,350,26816,352851
2,dram,seq,400,37523,464563
2,dram,rnd,400,9498,98495924
2,dram,pgn,400,9645,104618220
2,dram,seq_prefetch,400,33967,255024
2,dram,rnd_prefetch,400,30102,248877
2,dram,pgn_prefetch,400,32851,6248777
2,pmem,seq,400,37271,338493
2,pmem,rnd,400,2453,469879
2,pmem,pgn,400,2461,466458
2,pmem,seq_prefetch,400,34048,350567
2,pmem,rnd_prefetch,400,29524,384115
2,pmem,pgn_prefetch,400,27285,371184
2,dram,seq,450,37243,599991
2,dram,rnd,450,9460,98536873
2,dram,pgn,450,9665,104638998
2,dram,seq_prefetch,450,34234,244794
2,dram,rnd_prefetch,450,30075,253469
2,dram,pgn_prefetch,450,33178,6251378
2,pmem,seq,450,36630,366207
2,pmem,rnd,450,2451,474752
2,pmem,pgn,450,2465,475620
2,pmem,seq_prefetch,450,34176,350787
2,pmem,rnd_prefetch,450,29922,380461
2,pmem,pgn_prefetch,450,27754,389837
2,dram,seq,500,37188,585297
2,dram,rnd,500,9428,98532114
2,dram,pgn,500,9600,104595447
2,dram,seq_prefetch,500,34411,244287
2,dram,rnd_prefetch,500,29922,257842
2,dram,pgn_prefetch,500,33057,6249922
2,pmem,seq,500,36350,374036
2,pmem,rnd,500,2452,487077
2,pmem,pgn,500,2470,494411
2,pmem,seq_prefetch,500,33990,376219
2,pmem,rnd_prefetch,500,29994,387207
2,pmem,pgn_prefetch,500,27716,396878
