exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses,L1-dcache-loads,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d.replacement,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,context-switches,cpu-cycles,instructions,mem_load_retired.l3_miss,mem_load_l3_miss_retired.local_dram,mem_load_retired.local_pmm
membench,1,dram,pgn,500,0.000000,1.539419960,0.000000,2609237,68510470,2027584943,140642,271840,1880930,2643088,65078997,17699398,70291659,148060217,0,6054,10218,0,26881,1408544741,2,5969780483,11459421501,139175,137009,0
membench,1,dram,rnd,500,0.000000,1.542727977,0.000000,2609960,69333480,2019652962,139205,269828,1957882,2709046,65057771,17854687,70124878,149296576,0,6004,10469,0,19503,1413090273,0,5988770263,11448979104,138088,136838,0
membench,1,dram,seq_prefetch,500,0.000000,1.537875513,0.000000,2609469,70653255,2011911309,132801,274397,2042833,2808338,61296641,16885908,69154797,145536711,0,5361,5316,0,22803,1406241636,3,5967757281,11417509417,137326,133128,0
membench,1,dram,pgn_prefetch,500,0.000000,1.537852381,0.000000,2565479,68810672,2007494054,141766,272599,1883649,2745719,65510263,17739907,70375228,143515734,0,5751,10571,0,31697,1424610670,3,5968887002,11450451192,140966,138275,0
membench,1,dram,rnd_prefetch,500,0.000000,1.542984593,0.000000,2587152,69460384,2018985986,137750,276673,1905293,2715148,65883099,17875541,69985845,150496013,0,6515,10132,0,19246,1409623717,2,5983933015,11417203582,136495,138148,0
membench,1,pmem,seq,500,0.000000,1.762518886,0.000000,4226393,71128755,2014908189,911005,290181,15427,2787127,64289987,18634603,70957943,150086360,0,5561,0,0,31533,1422556630,2,6841155961,11516221620,135847,133753,400
membench,1,pmem,pgn,500,0.000000,1.761018964,0.000000,4263333,71315967,2013370543,916139,290149,16337,2858048,66941270,18264998,70695963,144676631,0,9043,0,0,37041,1421526998,1,6836634755,11475182106,137755,133885,4
membench,1,pmem,rnd,500,0.000000,1.767334816,0.000000,2596962,70662053,2019346683,921932,1081283,15291,2824773,65525577,18736244,70600488,151979118,0,1396,0,0,31671,1428300008,2,6859242669,11487163353,136132,136297,0
membench,1,pmem,seq_prefetch,500,0.000000,1.761952996,0.000000,4251628,71708438,2004615160,832087,288797,16663,2828574,64711231,18042165,70880567,146738558,0,11185,0,0,38987,1415929247,3,6839131072,11493172373,137487,131573,334
membench,1,pmem,pgn_prefetch,500,0.000000,1.760175680,0.000000,4238348,71132585,2012317214,374535,287980,16879,2806348,65459063,18088771,70971080,146769637,0,5564,0,0,22126,1421819818,3,6831403775,11527235419,134856,135216,409
membench,1,pmem,rnd_prefetch,500,0.000000,1.767083713,0.000000,2621230,70343506,2013577687,838627,988890,16392,2822926,68166104,19144972,70841317,153025238,0,1435,0,0,32955,1420631559,2,6857650223,11517940862,132269,132980,4
membench,1,dram,seq,1000,0.000000,1.534319998,0.000000,2591006,69428912,2012274823,136879,270000,1952957,2769268,64194013,17229151,71295341,143349078,0,4012,1422,0,25828,1418916318,1,5957878423,11442874567,134244,134504,0
membench,1,dram,pgn,1000,0.000000,1.541533549,0.000000,2559608,69300628,2022760420,142966,279582,1923470,2692825,65643424,18141840,69844500,150648104,0,3598,7645,0,21385,1407493844,2,5983055203,11430660721,138672,139004,0
membench,1,dram,rnd,1000,0.000000,1.542227397,0.000000,2602662,69786131,2018695609,137321,277694,1953183,2737477,66390170,18177074,70299673,149027166,0,6410,10126,0,19020,1409131618,1,5989190284,11444488541,138233,137916,0
membench,1,dram,seq_prefetch,1000,0.000000,1.543466717,0.000000,2577876,69637585,2022052833,138620,272874,1942637,2707508,65651579,17716620,69757192,148726795,0,6775,10127,0,22125,1413228143,3,5988998227,11439604687,139475,136215,0
membench,1,dram,pgn_prefetch,1000,0.000000,1.542140463,0.000000,2597560,69358812,2015901815,139548,275939,1919413,2719175,65867522,17589204,69933977,149045697,0,3600,7353,0,17358,1410244426,1,5987739638,11422013933,140460,138674,0
membench,1,dram,rnd_prefetch,1000,0.000000,1.541966067,0.000000,2582805,69858383,2016167724,134726,269208,1971965,2747752,64960517,17859661,69589924,148599171,0,6051,10531,0,19941,1409327464,3,5980767875,11424453307,136558,134991,0
membench,1,pmem,seq,1000,0.000000,1.760984053,0.000000,4229744,71519986,2005529133,945363,289770,16655,2824191,64441083,18156447,71183668,148036994,0,8373,0,0,35565,1415846833,2,6832753132,11465565647,136780,133416,0
membench,1,pmem,pgn,1000,0.000000,1.759963010,0.000000,4238129,71097220,2012867456,827392,289037,14380,2804424,64740056,17916256,70635487,147213201,0,9587,0,0,45016,1425709511,3,6831276937,11480983463,132933,131744,365
membench,1,pmem,rnd,1000,0.000000,1.763024916,0.000000,4236907,71491101,2011248785,900816,290380,14875,2847814,67447546,18388445,70710653,145984831,0,9106,0,0,42523,1421385433,4,6842289192,11466228315,137133,131914,4
membench,1,pmem,seq_prefetch,1000,0.000000,1.767161034,0.000000,2617610,70728205,2015627431,842727,1001047,16083,2831944,67232174,18944948,71007701,153052608,0,1402,0,0,35308,1420206375,1,6854563766,11506421150,134028,131534,0
membench,1,pmem,pgn_prefetch,1000,0.000000,1.761372030,0.000000,4251548,71429912,2008999208,784598,289198,15956,2844258,66274734,18732453,70568236,146094713,0,5557,0,0,29070,1422839926,4,6837322940,11492928249,136658,135457,360
membench,1,pmem,rnd_prefetch,1000,0.000000,1.760443411,0.000000,4247601,71842807,2006932271,889034,287850,15960,2832508,64070358,18125984,70919396,147853753,0,10415,0,0,40420,1414221916,3,6832272583,11482557165,132268,134043,8
membench,1,dram,seq,1500,0.000000,1.535962994,0.000000,2623018,68855870,2031204790,148053,279467,1870404,2675778,64007558,17533493,72311852,148472562,0,2394,0,0,28454,1402996629,2,5962755441,11519353059,137512,137083,0
membench,1,dram,pgn,1500,0.000000,1.537105230,0.000000,2602196,69832700,2033765423,138086,277672,2010207,2688406,61354881,17071196,68868410,147026356,0,1551,7798,0,18884,1402110249,1,5961015351,11410407930,136254,136903,0
membench,1,dram,rnd,1500,0.000000,1.543717469,0.000000,2566350,69286988,2025135155,145319,280286,1953538,2693398,64285996,17385843,70060790,149367389,0,1534,7340,0,17903,1409323579,2,5988675767,11449177093,142326,143009,0
membench,1,dram,seq_prefetch,1500,0.000000,1.537057891,0.000000,2629708,70786209,2011188202,131314,274436,2094987,2836337,61740529,17194901,69144373,145978690,0,4822,3576,0,34640,1404305287,2,5958562425,11417355840,138530,132200,0
membench,1,dram,pgn_prefetch,1500,0.000000,1.542550645,0.000000,2589802,69055534,2020049128,141307,277376,1925577,2692604,66038245,17852025,70277302,148281420,0,5357,7322,0,17927,1408809977,0,5987500789,11420519539,137635,137156,0
membench,1,dram,rnd_prefetch,1500,0.000000,1.543372357,0.000000,2549352,69030572,2025033882,141308,276565,1914851,2686369,65192200,17921278,69736023,150014587,0,2500,7284,0,21346,1410748711,4,5989178337,11415937057,135203,136694,0
membench,1,pmem,seq,1500,0.000000,1.780374602,0.000000,2665338,69176533,2019953821,141460,711311,25415,2851952,203639397,41895803,70553929,147414452,0,1401,0,0,29118,1417216817,1,6911311897,11403608227,133390,132009,8
membench,1,pmem,pgn,1500,0.000000,1.763887605,0.000000,3929618,71398580,2014967340,843885,410543,17388,2826179,66637572,18636966,70828222,153099497,0,4584,0,0,31920,1421986960,2,6847169039,11489413669,136350,130399,0
membench,1,pmem,rnd,1500,0.000000,1.784590641,0.000000,2700327,69640002,2023464938,140212,280326,24332,2804244,395260727,80280748,71697269,149670452,0,1404,0,0,19824,1414172242,2,6927818668,11437101915,135666,133970,8
membench,1,pmem,seq_prefetch,1500,0.000000,1.764794125,0.000000,4117872,71192367,2011529992,876646,336134,16680,2790793,66599215,18485921,70864332,154309744,0,5573,0,0,29505,1425067309,3,6850602414,11484810357,130583,131399,4
membench,1,pmem,pgn_prefetch,1500,0.000000,1.786566734,0.000000,2685833,69266555,2017269692,140591,287187,17208,2797073,392262367,79457604,72418347,147866723,0,1395,0,0,19054,1417588413,2,6934542798,11423394653,134865,130948,17
membench,1,pmem,rnd_prefetch,1500,0.000000,1.764443567,0.000000,3615985,70902505,2020774021,866993,560674,17735,2803589,67674672,19058110,70583208,152483667,0,5445,0,0,31113,1424855898,4,6847175072,11504523735,129171,130696,0
membench,1,dram,seq,2000,0.000000,1.534433490,0.000000,2615526,69575740,2028699619,141302,277134,1984038,2715897,64780913,17878914,70793500,147933209,0,2457,0,0,37838,1413058924,1,5957247115,11438260516,135178,136391,0
membench,1,dram,pgn,2000,0.000000,1.539680546,0.000000,2624417,69729501,2025295478,141147,278261,2020175,2734086,63805794,17337865,69088929,147111332,0,3002,7423,0,26611,1411458609,2,5975695525,11452834494,144291,139705,0
membench,1,dram,rnd,2000,0.000000,1.540129132,0.000000,2593927,69303466,2010953130,140066,270423,1909647,2719702,66376790,17925214,70288699,146235850,0,2212,7776,0,23800,1417588544,1,5980336135,11424020778,136644,138048,0
membench,1,dram,seq_prefetch,2000,0.000000,1.538816205,0.000000,2610397,69402612,2022132040,145702,278755,1964840,2738577,65529972,17842115,69650024,148886129,0,4318,5317,0,25613,1409580586,2,5971493788,11465374098,137279,135142,0
membench,1,dram,pgn_prefetch,2000,0.000000,1.544332908,0.000000,2630729,69138960,2021859440,140164,272549,1954971,2717445,65452217,17939131,69733547,151248273,0,3303,7585,0,32335,1407108694,3,5986028823,11392431765,134934,136126,0
membench,1,dram,rnd_prefetch,2000,0.000000,1.542981985,0.000000,2595967,69207518,2024783452,140287,273354,1968394,2728475,65437569,18040212,69927585,149137542,0,2200,7307,0,17816,1410946272,1,5989420962,11455441192,135897,132911,0
membench,1,pmem,seq,2000,0.000000,1.765974629,0.000000,2612696,70695864,2017580802,862522,1023594,17176,2823234,69013842,19367567,70731225,152170951,0,2957,0,0,44613,1426066913,2,6855827856,11483040715,132269,130239,0
membench,1,pmem,pgn,2000,0.000000,1.762012066,0.000000,4246809,71013860,2018718976,666904,292850,16465,2816649,66787984,18493999,70385544,145177800,0,5548,0,0,21648,1425070831,2,6839670731,11502902327,136076,132258,356
membench,1,pmem,rnd,2000,0.000000,1.760375306,0.000000,4266570,71539493,2008369194,145645,292013,13328,2823160,64768669,18265498,71224689,146890781,0,5554,0,0,22386,1413679145,3,6833017265,11497898746,139000,138783,365
membench,1,pmem,seq_prefetch,2000,0.000000,1.764821951,0.000000,2974936,70561382,2019035655,858777,850740,17914,2778587,67878387,19565302,70798195,154898586,0,1708,0,0,31672,1422578581,1,6850865067,11512499096,128803,129745,132
membench,1,pmem,pgn_prefetch,2000,0.000000,1.760657740,0.000000,4239891,71732784,2004592779,654677,285467,15947,2811125,63857430,18055853,71166503,147949441,0,5576,0,0,30870,1418840020,4,6834675726,11460352084,133422,131810,343
membench,1,pmem,rnd_prefetch,2000,0.000000,1.781257556,0.000000,2699121,68834294,2026499727,142826,612420,23054,2835104,248704621,48056027,70748847,148966204,0,1435,0,0,27723,1411430713,1,6914329163,11478681504,136833,129000,0
membench,1,dram,seq,2500,0.000000,1.536586499,0.000000,2614703,68569161,2029426703,146892,279768,1893472,2660112,65618326,18011321,70835567,148730605,0,4247,3198,0,27410,1410282300,3,5968164626,11468143167,140804,139277,0
membench,1,dram,pgn,2500,0.000000,1.544169110,0.000000,2566954,69361412,2016255394,138905,277480,1935329,2711948,65018150,17859971,69705743,150603593,0,3709,7282,0,25541,1411152488,1,5994709903,11417789071,139012,139394,0
membench,1,dram,rnd,2500,0.000000,1.542713818,0.000000,2590184,69737844,2016998590,140454,273664,1933157,2723780,65849761,18056381,70018025,148641480,0,3455,7317,0,16893,1411070375,2,5990538214,11427278300,139898,137358,0
membench,1,dram,seq_prefetch,2500,0.000000,1.542215696,0.000000,2584640,69265804,2018142428,141922,274824,1895597,2738776,66066000,17657611,70262289,147435570,0,6166,10410,0,21602,1415481538,2,5984427950,11421443272,140683,140514,0
membench,1,dram,pgn_prefetch,2500,0.000000,1.543552640,0.000000,2581316,69628614,2019385898,141229,276342,1914544,2731388,65965741,17908389,70245926,150544238,0,5177,7667,0,17595,1407711375,3,5994118796,11432445159,135304,137122,0
membench,1,dram,rnd_prefetch,2500,0.000000,1.542038249,0.000000,2581002,69640136,2020538567,140703,275552,1981176,2734002,64981267,17671286,69356387,147860408,0,3938,7729,0,23915,1412480034,2,5984193034,11460639446,135618,132367,0
membench,1,pmem,seq,2500,0.000000,1.760768745,0.000000,4226868,71416966,2004315968,960697,284821,15695,2824860,64942597,18155460,71009261,147535781,0,8513,0,0,42613,1420176186,3,6833315222,11430854507,133030,132557,83
membench,1,pmem,pgn,2500,0.000000,1.781295016,0.000000,2705952,69651262,2031740168,141418,481536,23002,2809883,292572093,56967200,71008329,150302951,0,1435,0,0,30772,1404341842,2,6912819059,11502515542,138041,133004,0
membench,1,pmem,rnd,2500,0.000000,1.783458410,0.000000,2679706,69443133,2030774423,137424,285526,25093,2780072,399197138,80348665,71982283,148843379,0,1403,0,0,20502,1413935341,1,6922989081,11436239842,132878,127909,4
membench,1,pmem,seq_prefetch,2500,0.000000,1.767513105,0.000000,2646553,70888420,2022309385,859560,1014603,16285,2832499,67490914,18562101,70689519,152442623,0,2815,0,0,29770,1418585959,4,6852192984,11531703179,131691,131996,13
membench,1,pmem,pgn_prefetch,2500,0.000000,1.784038809,0.000000,2686286,68987911,2023723418,137699,281923,24793,2776993,387946350,78257336,71896786,149607232,0,1426,0,0,20520,1409068266,3,6921846655,11444676580,134916,129573,4
membench,1,pmem,rnd_prefetch,2500,0.000000,1.780809934,0.000000,2672002,69151281,2019914284,138430,288108,24667,2812900,393913151,77946037,70525564,148014907,0,1412,0,0,22034,1417116267,3,6912297319,11428854960,134227,132391,4
membench,1,dram,seq,3000,0.000000,1.531882319,0.000000,2591607,69619094,2016459806,139735,271896,1956474,2731038,62606430,72990675,71761592,146238593,0,1463,0,0,26819,1416266153,2,5946238049,11462245931,138633,134251,0
membench,1,dram,pgn,3000,0.000000,1.543127477,0.000000,2605563,69608550,2021675229,140273,274784,1949477,2717817,65433691,17935249,69891527,147632220,0,4116,7679,0,16912,1409511078,1,5987424001,11419269672,138091,136272,0
membench,1,dram,rnd,3000,0.000000,1.542705079,0.000000,2595498,70138230,2023340071,138619,270977,1967036,2737217,65711444,18062304,69746684,147875004,0,6848,10198,0,18167,1407009847,2,5977256295,11425190845,138557,136122,0
membench,1,dram,seq_prefetch,3000,0.000000,1.544311274,0.000000,2574734,69375657,2020560323,139072,272332,1927373,2688819,65183952,17755552,69744771,150729810,0,4446,7297,0,20028,1408905575,2,5993975628,11421238028,139163,133477,0
membench,1,dram,pgn_prefetch,3000,0.000000,1.534470988,0.000000,2625497,68913778,2022938246,141209,276133,1954912,2751224,64242805,17359892,70696495,143410606,0,3461,1421,0,26051,1417943111,1,5950385373,11459808555,134076,133070,0
membench,1,dram,rnd_prefetch,3000,0.000000,1.545110336,0.000000,2588731,69466214,2023517624,138728,275154,1949690,2700840,64603731,18272528,69637791,150578974,0,5036,7277,0,23522,1408214192,1,5996878826,11427566683,135636,135255,0
membench,1,pmem,seq,3000,0.000000,1.768541190,0.000000,2639706,68916151,2017003476,898276,1049042,16361,2830019,68025156,18703613,70910174,152388836,0,1414,0,0,30557,1421672700,1,6865151283,11496134859,130383,130765,4
membench,1,pmem,pgn,3000,0.000000,1.783821394,0.000000,2668662,68650814,2026450932,139919,286049,23855,2766486,386958916,77481866,71668591,150302007,0,1409,0,0,20846,1412663155,2,6920566560,11406908601,137576,136013,53
membench,1,pmem,rnd,3000,0.000000,1.770260725,0.000000,2622808,69260700,2014212258,862710,1019803,16853,2829994,68191091,18959938,70534359,153971454,0,1426,0,0,40722,1420360309,3,6871917735,11480353245,133054,132122,4
membench,1,pmem,seq_prefetch,3000,0.000000,1.789195910,0.000000,2673427,69153008,2022389499,143086,290354,16563,2794850,379417963,76991699,72116508,148516820,0,1408,0,0,21194,1408912768,5,6943038302,11412882266,138220,136200,58
membench,1,pmem,pgn_prefetch,3000,0.000000,1.778613577,0.000000,2676493,69346884,2009951356,170563,1078997,15466,2898249,67149922,18452554,70808070,145727778,0,1411,0,0,26875,1418842805,2,6904663465,11417843817,132399,135316,0
membench,1,pmem,rnd_prefetch,3000,0.000000,1.784326723,0.000000,2689921,68890658,2024173916,136169,287231,23603,2798466,400686797,79042855,71307916,147472379,0,1404,0,0,21383,1422323132,3,6924113234,11418765270,134096,134559,0
membench,1,dram,seq,3500,0.000000,1.543780016,0.000000,2579601,69501192,2016466373,140445,274199,1911286,2706870,65208227,17561416,70036702,149310087,0,6216,10413,0,22518,1409753127,1,5992046383,11402783901,136956,135999,0
membench,1,dram,pgn,3500,0.000000,1.543488320,0.000000,2585142,69745634,2020666710,138551,270995,1961862,2715202,65907932,18077332,69793386,148808722,0,6783,10150,0,22151,1413084906,2,5992525299,11456859059,139533,138016,0
membench,1,dram,rnd,3500,0.000000,1.539898273,0.000000,2596519,69271096,2025434806,140916,283619,2008358,2712343,63556920,17553663,69259898,149162696,0,1950,7320,0,17673,1407266023,1,5981233200,11424749772,135317,135128,0
membench,1,dram,seq_prefetch,3500,0.000000,1.544281399,0.000000,2580463,69435624,2022087353,139049,272658,1957440,2733171,65314475,17971395,69797256,149415198,0,4134,7645,0,25222,1410118024,3,5994674561,11443908903,132065,133250,0
membench,1,dram,pgn_prefetch,3500,0.000000,1.543958783,0.000000,2609552,69375392,2022474991,139265,270550,1928820,2686016,66555939,18073687,69878985,148523515,0,6800,10399,0,22243,1410291790,2,5985946259,11398054282,136257,135642,0
membench,1,dram,rnd_prefetch,3500,0.000000,1.545269311,0.000000,2574425,69849605,2025128841,138220,275451,1985417,2732941,65535802,17904926,69466003,149661534,0,6496,10026,0,32119,1410898044,4,5993920259,11435069027,134358,135821,0
membench,1,pmem,seq,3500,0.000000,1.786204982,0.000000,2694785,69124200,2030993305,139005,282274,24344,2755318,387947441,77052455,71670810,150073045,0,1456,0,0,19837,1404990967,2,6932016025,11442534193,134796,131581,8
membench,1,pmem,pgn,3500,0.000000,1.763781836,0.000000,4220470,71153722,2021553888,941082,286807,16868,2799235,67960782,18497002,70461772,152845592,0,5587,0,0,31300,1422572478,1,6846358932,11505166904,133175,131410,0
membench,1,pmem,rnd,3500,0.000000,1.771736086,0.000000,2669494,69496146,2018869763,923956,1079572,17722,2854513,66396179,18373638,70491781,147982659,0,1439,0,0,46539,1419930869,2,6877682005,11490447588,134676,131350,8
membench,1,pmem,seq_prefetch,3500,0.000000,1.766882629,0.000000,2617136,70720595,2020047347,881139,1039879,18620,2833647,68966420,18892208,70741622,150126895,0,3068,0,0,43090,1423263921,2,6855277586,11497046493,130778,128422,0
membench,1,pmem,pgn_prefetch,3500,0.000000,1.774702706,0.000000,2657566,68567477,2019535528,800259,998897,15970,2865074,65643240,18519555,71270151,148828558,0,1386,0,0,40200,1418247972,2,6888205585,11467429590,129014,131156,4
membench,1,pmem,rnd_prefetch,3500,0.000000,1.765262956,0.000000,2610864,70468633,2015964497,851453,1003393,16772,2799048,67952891,18976344,70661989,152263068,0,1406,0,0,28316,1422520384,2,6852798948,11505212754,133212,130943,0
membench,1,dram,seq,4000,0.000000,1.536151290,0.000000,2625471,69782544,2012304710,134849,266985,1977213,2784400,66132576,18173164,70386729,144841983,0,4413,3201,0,34460,1419520178,2,5963109001,11446463950,130645,131211,0
membench,1,dram,pgn,4000,0.000000,1.547456116,0.000000,2605654,69745102,2022118025,142298,274671,1957993,2708349,67237168,19030854,69833565,151182829,0,5087,7218,0,43967,1409314975,10,6004835977,11415789701,139082,137082,0
membench,1,dram,rnd,4000,0.000000,1.547251538,0.000000,2597738,69602607,2021751331,143178,276236,1936841,2719262,67321922,18886114,69969390,151524506,0,6679,10324,0,38847,1411002349,9,6004027178,11417950664,138256,137502,0
membench,1,dram,seq_prefetch,4000,0.000000,1.542695994,0.000000,2621565,68862663,2021495555,138856,272108,1922119,2709353,66209318,18035237,69903073,151247521,0,1727,7622,0,24258,1412066672,2,5987917072,11399368559,138229,134231,0
membench,1,dram,pgn_prefetch,4000,0.000000,1.546372128,0.000000,2609029,69556020,2021167010,144468,276418,1960200,2714646,67416188,19392199,69959460,151671424,0,3756,7571,0,40978,1407366555,11,6002414442,11425779592,138039,133991,0
membench,1,dram,rnd_prefetch,4000,0.000000,1.537878752,0.000000,2602159,69847808,2012198079,141222,268170,1948021,2739475,65805127,17439319,70429127,146305475,0,4960,3205,0,24644,1420588719,1,5969215280,11429439714,137268,137919,0
membench,1,pmem,seq,4000,0.000000,1.761894716,0.000000,4250479,70947242,2011915334,621425,289708,17412,2799685,65909349,17996812,70858310,147500836,0,11183,0,0,33786,1433226262,2,6840403342,11515595707,136848,135212,374
membench,1,pmem,pgn,4000,0.000000,1.764275044,0.000000,3767494,70671350,2019775153,849237,491065,34715,2800928,67612939,18622303,70379418,151911101,0,5566,0,0,29502,1428744245,3,6849007997,11538985284,131407,130097,4
membench,1,pmem,rnd,4000,0.000000,1.775413875,0.000000,2646597,69384847,2035290321,322273,1073508,16604,2842379,66956109,18527079,70280239,149263286,0,1453,0,0,29600,1413696047,1,6887019459,11503671839,135869,130428,8
membench,1,pmem,seq_prefetch,4000,0.000000,1.767233949,0.000000,2615891,69085564,2014460660,844778,1001767,15333,2809386,67711832,18855928,70990796,152942121,0,1424,0,0,31390,1415098706,3,6859031319,11467324704,133547,132066,8
membench,1,pmem,pgn_prefetch,4000,0.000000,1.783207130,0.000000,2673538,69478572,2027434166,139240,278851,25158,2785793,402241588,78403534,70482700,152232022,0,1448,0,0,20511,1408259998,2,6922048182,11470840089,135548,131513,17
membench,1,pmem,rnd_prefetch,4000,0.000000,1.767961263,0.000000,2664931,69391463,2027147542,874970,1028830,16257,2868881,66074851,17931734,70541381,147030176,0,1424,0,0,31587,1423154764,2,6854283625,11538511965,137503,132804,0
membench,1,dram,seq,4500,0.000000,1.541478876,0.000000,2614165,69463187,2021846272,141279,272583,1942379,2722761,65563615,17840144,69914874,148999523,0,2553,7721,0,16235,1408318918,3,5985380861,11437447026,134235,133622,0
membench,1,dram,pgn,4500,0.000000,1.537912463,0.000000,2588286,68534800,2031185072,143366,279440,1844716,2631755,64326611,17551420,70566098,148053105,0,6904,10256,0,25936,1406440946,1,5959480734,11471284347,139549,137624,0
membench,1,dram,rnd,4500,0.000000,1.543040187,0.000000,2580842,69664336,2026052626,136892,270186,1925579,2668399,65073626,17798295,69947635,149867496,0,5836,10419,0,23616,1411285774,1,5989776656,11426938861,136139,135266,0
membench,1,dram,seq_prefetch,4500,0.000000,1.536099739,0.000000,2583732,70206112,2015817396,139448,273322,2002096,2782199,64190797,17553910,69007546,142298464,0,6292,5673,0,34447,1418552846,3,5964803440,11431706880,139167,134937,0
membench,1,dram,pgn_prefetch,4500,0.000000,1.536974531,0.000000,2576781,70290207,2005914154,136447,268513,1998796,2859536,64630657,18141324,69149256,140551917,0,5970,5335,0,31184,1414990257,3,5967553654,11433733928,137030,128534,0
