exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses,L1-dcache-loads,mem_load_retired.l1_miss,dTLB-load-misses,dTLB-store-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d.replacement,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,context-switches,cpu-cycles,instructions,mem_load_retired.l3_miss,mem_load_l3_miss_retired.local_dram,mem_load_retired.local_pmm
membench,1,dram,rnd_prefetch,2000,46228.984375,56.646909428,0.000532,100641162,174629559,5146841765,2360305,16440,61055,162345,445236,2058789,2967715,171501694,370364281,106720054,144070157,99990219,1369,0,0,100223444,204571572921,43,220098892808,425685485215,149841,141318,0
membench,1,pmem,seq,2000,51478.011719,56.667493532,0.000532,102922606,172586391,4640109416,2536960,4678,60789,249982,463357,97337,3115812,174509705,177184719,74941386,149470157,0,1367,8070,0,100330225,204120243847,45,220246745920,423179253657,196859,132440,3374
membench,1,pmem,pgn,2000,2455.565430,95.436314357,0.000532,107685656,180068712,5045867147,103651095,23877,110125,375202,100635028,159209,3224304,187386048,152903686587,152495527569,153289937,0,3720,100,0,100468434,204455013701,91,370928806535,423069180770,98691324,139971,98452826
membench,1,pmem,rnd,2000,2451.306396,95.517219846,0.000532,101383718,175484748,5060528481,102980974,12603,108797,1218665,100850476,166894,3193091,176003364,152138656229,152050805774,144321892,0,1400,0,0,100472271,204632536840,86,371252189564,425623564686,97053722,133626,96813594
membench,1,pmem,seq_prefetch,2000,50856.007812,56.681946460,0.000531,103639720,171934747,4735164100,2293407,6235,60648,240925,481124,100211,3167422,174408792,227272622,133544966,151878263,99939974,5723,0,0,100364427,204209342310,52,220300836868,423222814572,803519,744000,60
membench,1,pmem,pgn_prefetch,2000,29920.509766,58.051869457,0.000532,107290471,178744021,5133694509,2459120,30493,62353,301731,604801,109052,3140234,182267922,5650642506,5554096172,150641144,99961693,6676,7129,0,100362440,204509197855,86,225626489085,423311756141,328752,146434,117121
membench,1,pmem,rnd_prefetch,2000,28091.822266,58.302742963,0.000532,102835498,174946184,5150138713,3996194,12813,62258,283952,454787,101723,3135746,174852207,5737703881,5626906095,151810375,99944640,5575,0,0,100300856,204757325704,77,226612984146,425813674122,198928,134017,4690
membench,1,dram,seq,2500,51505.613281,69.310586008,0.000661,102516173,175409404,4675011461,4890811,4228,89583,157590,536628,2091932,3177698,172053919,118547118,50887670,143999504,0,1400,0,0,100336068,254101783567,54,269314344357,523111271553,146840,139608,0
membench,1,dram,pgn,2500,10499.613281,76.854099394,0.000660,107192923,182786440,5058350672,101570838,12579,94529,98575676,100639527,2054977,3016404,179354511,31391619556,31304075531,142875761,0,1525,3595,0,100349811,254370864298,86,298642937545,523106725676,97011721,96997802,0
membench,1,dram,rnd,2500,10408.584961,76.975624735,0.000661,100949992,176044232,5058271537,103046977,13489,114900,98417827,100542684,2058329,3027517,174348143,30907068374,30831187062,144053277,0,1380,0,0,100812547,254517971108,85,299113253989,525478485793,99021037,98692141,0
membench,1,dram,seq_prefetch,2500,51211.722656,69.284786859,0.000660,105074391,175297003,4758494037,2859328,4980,99370,153463,547107,2063323,2979348,173613832,116896114,47982342,142522532,100018766,1399,0,0,100335555,254088807327,83,269225029168,523125900026,794712,790211,0
membench,1,dram,pgn_prefetch,2500,50860.664062,69.306657768,0.000660,106996641,184751676,5172278088,4753955,23537,91788,288034,617514,2084409,2979748,179503864,154073035,87052182,142015538,100002899,1450,31,0,100401379,254395599581,104,269303578567,523222989099,265071,259913,0
membench,1,dram,rnd_prefetch,2500,46221.441406,69.520840509,0.000660,100701305,175497613,5154557906,2991293,26350,88100,1009102,1325331,2054699,2965371,175003254,116465494,49678374,143193221,100037113,1406,0,0,100271731,254558350996,106,270126739928,525670072257,145962,145409,0
membench,1,pmem,seq,2500,51471.597656,69.539831769,0.000661,102962200,173157023,4647902093,2921355,1648,73604,285953,556495,129254,3194260,179257610,468098880,158799565,147762955,0,1388,0,0,100422260,254183361758,95,270275727277,523184621346,208869,128660,4407
membench,1,pmem,pgn,2500,2475.677246,107.947301064,0.000660,107607352,181916216,5058982184,102403076,14374,69703,417974,100694425,175554,3178522,182436851,151560062932,151383766290,145359984,0,1394,0,0,100505583,254433920556,99,419573334628,523194698464,97074677,136957,96822104
membench,1,pmem,rnd,2500,2459.523438,108.250008421,0.000660,101297407,177012385,5066666957,104091896,15267,124616,411491,100606061,182605,3209006,177075502,151747876509,151577172028,148083460,0,1369,0,0,100444683,254597286948,104,420754725609,525551099628,98462619,133475,98223571
membench,1,pmem,seq_prefetch,2500,51039.367188,69.514177121,0.000660,103618097,173784095,4758873851,4554288,3366,73508,853251,549783,118080,3052164,173797419,209903322,114703689,145636578,100061713,1412,0,0,100362482,254143084485,63,270148583646,523257937490,206697,135469,10
membench,1,pmem,pgn_prefetch,2500,36187.800781,70.327228794,0.000660,107259152,180754831,5154433484,2928134,17500,74066,1115235,1432352,123189,3109739,181262311,3384322299,3283756740,147558652,100040980,1419,31,0,100381277,254483331941,64,273350753253,523345222474,335348,135939,121318
membench,1,pmem,rnd_prefetch,2500,33771.324219,70.547218794,0.000660,100926699,173742879,5148351654,2727093,20952,74505,334637,496952,128382,3153418,175010208,3455205827,3281143521,144529576,100033929,1394,0,0,100339961,254634014934,62,274161472279,525760744192,216836,137589,5148
membench,1,dram,seq,3000,51517.789062,82.180536280,0.000789,102607276,176900189,4667445557,3613242,4111,132260,166907,583876,2061405,3034579,174348910,132147466,57406283,147364523,0,1368,0,0,100449055,304030221652,112,319311151836,622977179650,783876,777848,0
membench,1,dram,pgn,3000,10489.157227,89.737042081,0.000789,107259989,182898565,5063121768,103681926,13328,123269,98625721,100703674,2067805,3051176,185032517,31666377923,31363376686,143340875,0,1400,0,0,100409455,304343567439,79,348636817057,623009012358,98560239,98547039,0
membench,1,dram,rnd,3000,10371.277344,89.924754653,0.000790,101371584,176849334,5064051439,103509866,23598,137540,99634137,101451518,2082733,3073079,175899465,31033118713,30963644569,143230746,0,1381,50,0,100530566,304608892968,134,349286163134,625710228033,98817191,98814440,0
membench,1,dram,seq_prefetch,3000,51363.574219,82.154602454,0.000789,103244185,176018062,4761234527,3344995,3054,89749,153581,582417,2086799,3014246,173916671,123007484,66005973,142947370,99975339,1443,5952,0,100401443,304069469817,67,319218886808,623304447640,143829,139220,0
membench,1,dram,pgn_prefetch,3000,50844.398438,82.184539469,0.000789,106959072,182886485,5161752034,3464834,22289,108352,297224,646901,2063553,2973958,179954528,169190523,93463579,146673308,100036574,1355,0,0,100349021,304369222030,92,319344892917,623246523946,906586,894132,0
membench,1,dram,rnd_prefetch,3000,46243.566406,82.394296985,0.000789,102565887,179394475,5162465544,3400600,22754,102086,169823,507986,2092767,3049835,174218283,124648164,51495780,141996574,100013823,1387,0,0,100322049,304576228643,113,320172604255,625782313318,163374,791416,0
membench,1,pmem,seq,3000,51535.847656,82.413472788,0.000789,103140955,174192821,4644285431,5253676,4434,86688,1156681,589433,137263,3147414,176513418,211024125,98258985,149616300,0,6944,0,0,100469715,304225914522,73,320314295063,623225542148,228033,135219,4820
membench,1,pmem,pgn,3000,2480.403320,120.765394529,0.000789,107643121,183325992,5063385813,104580272,17038,136267,435747,100669699,191932,3282826,185366869,151171938875,150995724698,148890433,0,1437,6311,0,102101744,304364437558,106,469381523356,623101445520,98616363,134394,98352178
membench,1,pmem,rnd,3000,2466.384766,121.029740862,0.000789,101402412,175457630,5053016047,102833769,33061,151685,464194,101450671,196457,3239715,178531406,151152170908,151019466437,152266063,0,7001,25,0,100551915,304636024805,108,470423111632,625488676327,96957226,131345,96695661
membench,1,pmem,seq_prefetch,3000,51219.039062,82.384004150,0.000789,104161941,174246671,4752955197,3236604,2549,86264,318397,601182,151323,3151668,175658401,229481958,116844990,148702275,100044139,1374,0,0,100451458,304179245699,69,320203727040,623282219182,842006,762356,325
membench,1,pmem,pgn_prefetch,3000,41124.222656,82.893752473,0.000789,109287596,181492068,5144284668,3263804,22316,86849,360837,679895,151028,3174207,182589520,2100485834,1971830884,153491286,99963921,6686,0,0,100452264,304564309391,66,322195784525,623355889665,581205,730727,121858
membench,1,pmem,rnd_prefetch,3000,37964.914062,83.094264068,0.000789,102798393,175778492,5153606806,3194402,15786,87180,353157,529492,144207,3224322,176717994,2063655064,1939042798,149406313,100066656,1399,0,0,100390781,304687126960,78,322981435504,625823740273,230731,399462,7460
membench,1,dram,seq,3500,51516.117188,95.058666087,0.000918,102566444,176041255,4653406746,4131830,2823,119934,176240,619584,2039332,2979196,175685020,144139342,66174991,146991255,6,1487,8706,0,100447092,354091203840,80,369358683710,723113121883,141916,144216,0
membench,1,dram,pgn,3500,10462.601562,102.618264765,0.000917,107242777,184148454,5069070508,102514547,26041,158822,99472778,101601624,2079038,3076834,180778891,31481913626,31379607955,143087957,0,1375,12,0,100465464,354427670708,141,398804079488,723171278644,97047415,97035942,0
membench,1,dram,rnd,3500,10266.676758,102.844165912,0.000918,101034837,177639501,5066330892,103915968,14498,146881,98483618,100568541,2077609,3128294,174734607,31699986941,31415082579,145382098,0,1388,0,0,100448225,354517284339,190,399560039086,725455354542,98421639,98433338,0
membench,1,dram,seq_prefetch,3500,51409.785156,95.033321999,0.000918,103269089,177359107,4767734676,3894555,3791,119964,167424,1089871,2067457,2998917,177151598,251587976,60431345,146074755,100023746,1394,0,0,100385299,354111780001,135,369298013501,723231770941,145951,145099,0
membench,1,dram,pgn_prefetch,3500,50849.644531,95.050671283,0.000918,107155955,182956075,5164389599,3835957,22206,116675,295915,695533,2076918,3053955,183053425,176611103,158250181,144257591,99986023,1450,787,0,100468622,354373322479,129,369297412818,723203617660,273023,273660,0
membench,1,dram,rnd_prefetch,3500,46216.019531,95.261684868,0.000918,100756682,177719237,5162390533,3762237,33948,124154,175145,542282,2102827,3037763,176758504,136836665,60038021,143772734,100009044,1437,8718,0,100404380,354580478442,129,370189320692,725775770350,154464,149659,0
membench,1,pmem,seq,3500,51487.921875,95.277768246,0.000918,103163483,173817295,4645322628,3960765,2368,99507,328456,656757,178035,3196932,177668449,235377076,111512210,149800133,0,1393,0,0,100454318,354068023169,87,370258244879,723023442088,858452,749125,4853
membench,1,pmem,pgn,3500,2493.124756,133.431392128,0.000918,107706351,182916647,5066105940,103382591,17515,151184,497073,101689799,251642,3315046,186749203,150365367809,150191001308,146667417,0,1381,0,0,100612049,354413214165,116,518544493239,723083494204,97100524,141270,96826024
membench,1,pmem,rnd,3500,2480.712402,133.658374499,0.000918,101427528,177216967,5063215721,103021370,31621,165984,463701,100716256,208247,3245052,179917602,150266660241,150134976337,147747322,6,3181,5963,0,100633084,354667838832,118,519494985260,725626554847,96969492,135791,96681364
membench,1,pmem,seq_prefetch,3500,51277.687500,95.253040622,0.000918,104038549,175185423,4758667703,3634439,2180,99343,354438,631961,158148,3162719,176754016,239469310,147565565,145340045,100028029,1450,443,0,100460799,354176555725,128,370229666934,723297362753,252983,139275,5
membench,1,pmem,pgn_prefetch,3500,45936.332031,95.501609634,0.000918,109259731,182878760,5163981193,5458865,25106,99619,409737,708183,171340,3244667,184065714,1180745412,1030198658,147550007,99991415,5450,12,0,100502577,354529141154,81,371199987637,723346684480,349029,141590,122454
membench,1,pmem,rnd_prefetch,3500,42133.789062,95.710320448,0.000918,101052480,174663169,5157865387,5283338,45327,100006,815738,568548,169309,3209556,176988215,1080648185,949658487,144789206,100053834,1400,50,0,100433402,354682230961,131,372003437940,725819534616,250275,138317,7110
membench,1,dram,seq,4000,51545.542969,107.942907271,0.001047,102608211,178227418,4675341701,4548419,9082,148063,167989,640033,2082249,3078562,179265613,420984121,132273033,144119296,0,1400,0,0,100592887,404066235087,72,419344725916,823010798842,143250,142603,0
membench,1,dram,pgn,4000,10484.353516,115.497240850,0.001046,109217248,187335911,5074671125,104496928,29955,145188,98644166,100784028,2090182,3140876,183843535,31475589591,31364404120,143965421,0,1399,0,0,100571600,404350252240,196,448742451469,823119120176,98602367,98905015,0
membench,1,dram,rnd,4000,10224.606445,116.276338711,0.001052,100999075,178901652,5077960101,104394162,34192,140957,98510522,100657098,2066291,3075240,175323214,31601027666,31522442729,144867073,0,1412,49,0,100511433,404531196939,123,451820367854,825567399655,99125120,98527456,0
