exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses,L1-dcache-loads,mem_load_retired.l1_miss,dTLB-load-misses,dTLB-store-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d.replacement,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,context-switches,cpu-cycles,instructions,mem_load_retired.l3_miss,mem_load_l3_miss_retired.local_dram,mem_load_retired.local_pmm
membench,1,dram,seq,1000,51512.324219,30.716252749,0.000274,102694588,172581434,4633264736,1870002,3709,85137,1055133,1238247,2099607,2917860,170842755,129082094,56326888,147999614,0,1500,168,0,100226314,104128783680,208,119328413703,223139217696,181717,150751,0
membench,1,dram,pgn,1000,10416.922852,38.342163113,0.000274,107378776,179352790,5038812856,101610976,18004,68239,98461943,100402365,2105915,2934465,180671992,31925143547,31622016214,149315637,0,1401,62,0,100257678,104401501495,258,148965690093,223056541273,98577692,98546966,0
membench,1,dram,rnd,1000,10203.766602,38.571350229,0.000274,101057204,172942082,5039745547,99958211,13083,75936,98368553,100339257,2109938,2930419,171069224,31646023886,31571192314,148514863,0,1442,31,0,100461973,104549827460,256,149852795588,225535881850,97237160,96886526,0
membench,1,dram,seq_prefetch,1000,51205.558594,30.702594489,0.000274,104893063,175177956,4748947443,3164817,3449,85113,228964,482416,2100883,2922426,170636260,123788858,54544298,148674037,100072747,1525,87,0,100239025,104119447086,205,119265646432,223199816773,171688,142188,0
membench,1,dram,pgn_prefetch,1000,47575.503906,30.845542109,0.000274,107156550,179673737,5139966951,1531350,27712,56960,377651,534136,2080977,2912285,177404431,1000398606,726542176,149164663,100050745,1439,68,0,100229474,104420693938,207,119834919642,223199702413,291092,265379,0
membench,1,dram,rnd_prefetch,1000,43247.187500,31.079890756,0.000274,100862781,172731475,5135480820,1393671,20267,57679,237558,393793,2094488,2927246,171048323,749177114,680148020,148828179,100075040,1423,87,0,100236019,104596070400,207,120758007275,225657881143,825787,792087,0
membench,1,pmem,seq,1000,50445.636719,32.183739140,0.000275,103947212,171191737,4627658264,1779045,2130,34882,163863,522832,15991,2994244,172483326,318164512,217063708,869558980,12,6090,0,0,100336618,104201032507,77,125049209839,223220551756,783509,9424,0
membench,1,pmem,pgn,1000,2041.357544,79.155009319,0.000274,107270351,179751605,5037506331,103153998,29233,111602,170004,100453254,18400,3038201,182270173,184649766573,184508618431,884616250,0,7849,6326,0,100485880,104400967888,148,307671996198,223140255266,98588472,5684,0
membench,1,pmem,rnd,1000,2033.753174,79.238835648,0.000274,100970505,174556203,5047911829,103038309,25030,102196,161880,100345937,31061,2912221,177399427,185039084731,184605433953,804869910,0,6109,31,0,100463898,104605370664,143,307977283678,225693337420,98437375,4222,0
membench,1,pmem,seq_prefetch,1000,45141.304688,32.395866246,0.000274,105086495,174088887,4735773318,1520727,2087,34831,161393,491947,17346,3015704,172974493,1192782949,1101812195,890972153,99980234,16578,0,0,100330374,104183409600,62,125855592881,223425714576,145037,9588,0
membench,1,pmem,pgn_prefetch,1000,7219.038574,44.047113632,0.000274,107128838,178664630,5129012867,2106204,30200,46793,185959,503663,15705,2978845,180011878,48966179681,48520403306,882370593,99940588,18049,0,0,100385441,104490423911,84,171204883801,223397622653,265220,11887,0
membench,1,pmem,rnd_prefetch,1000,7090.028320,44.184839511,0.000274,100868414,173035170,5135707966,1911569,27208,47026,170626,383039,20853,2929964,172023248,48934874494,48863804512,808168690,100071390,12501,0,0,100452970,104637648773,84,171722690603,225733252380,817364,13583,0
membench,1,dram,seq,1500,51529.207031,43.622412261,0.000404,102832916,173791786,4641783318,2087881,3549,98050,1070867,1290670,2122493,2925890,171779231,127478804,53286085,148820880,6015,1388,31,0,106733237,154092860750,308,169445455756,323077430729,183221,142493,0
membench,1,dram,pgn,1500,10473.796875,51.622201472,0.000408,107374091,180920143,5048861400,102027110,30982,75902,99352494,101313182,2102387,2931050,178316982,31457676652,31371611999,148660708,0,1413,43,0,100274874,154407851743,372,200584088998,323123588974,98505013,98452974,0
membench,1,dram,rnd,1500,10277.291016,51.373536680,0.000403,101176601,174214967,5044315612,102020236,18427,122941,98468376,100419170,2140907,2980458,173098515,31381115951,31297355598,149719684,0,1486,99,0,100664980,154537606800,375,199580203091,325481543038,99027557,98397874,0
membench,1,dram,seq_prefetch,1500,51270.113281,43.571516021,0.000403,103439205,173787479,4743900406,1915397,3360,68852,244871,463136,2106151,2920649,170669240,126595603,51436342,148486671,100065738,1380,62,0,100246499,154060720186,336,169264088597,323105423463,180066,140302,0
membench,1,dram,pgn_prefetch,1500,50758.691406,43.586042166,0.000403,108865202,180535601,5146476190,1977725,27941,67394,413168,586235,2124891,2951193,178232715,193762421,113346077,149087062,100062479,1436,68,0,100243251,154414919225,330,169361259024,323102166006,922710,883629,0
membench,1,dram,rnd_prefetch,1500,46141.507812,43.807628879,0.000403,100899809,176969362,5161448766,3594408,26759,64619,281375,424464,2105158,2950941,172201669,153353458,75626230,149311517,100044206,1387,12,0,100236595,154593333340,360,170197042492,325641061926,182076,142878,0
membench,1,pmem,seq,1500,51499.777344,45.017769592,0.000403,102614551,171913267,4622832742,2318022,3924,47797,1024079,1278561,18356,3003061,173592092,136489645,61487540,864230846,12,5289,12,0,100354437,154202533311,89,174967901048,323315115722,150279,7057,0
membench,1,pmem,pgn,1500,2073.964600,91.267738992,0.000403,107274810,180329530,5038701556,103622092,28589,116582,176906,100514979,29275,2992579,182554613,181763332176,181611533787,888014614,0,6585,5922,0,100682091,154417378051,162,354772578569,323180253296,98576129,6885,0
membench,1,pmem,rnd,1500,2066.190186,91.348145072,0.000403,100981278,174833087,5047754984,101926185,29913,117308,169896,100397613,28744,2932858,174841743,182012719206,181713246165,804420058,0,6115,12,0,100739768,154618073142,147,355073632905,325723229331,96896137,4632,0
membench,1,pmem,seq_prefetch,1500,50414.074219,45.036971068,0.000403,103318797,172187264,4728034962,1978361,2764,47500,153124,428241,29182,3014545,177766445,687280693,235257358,893015460,99969826,14936,25,0,100382427,154222399062,88,175025648665,323397425778,139977,6885,0
membench,1,pmem,pgn_prefetch,1500,13394.138672,50.511940513,0.000403,107072209,178637313,5143397161,3793293,31392,53225,318956,517507,20190,3032022,180610292,23467895215,23379278987,873554097,100064983,6138,31,0,100377288,154492308602,73,196346420601,323476435722,269976,8121,0
membench,1,pmem,rnd_prefetch,1500,12995.500000,50.655255670,0.000403,100769969,173144575,5137263132,2093098,37678,53589,169959,386190,20480,2929743,172641229,23704248131,23643972782,812042110,100007917,12569,9473,0,100550663,154657396081,69,196888743196,325915784346,150636,7663,0
membench,1,dram,seq,2000,51515.960938,56.466566557,0.000532,102868748,174756681,4654146552,2635259,3916,77757,282674,509557,2125013,2978513,172281382,146431239,63941349,149328857,0,1530,8871,0,100336420,204097020857,453,219408228035,423118501354,189890,145066,0
membench,1,dram,pgn,2000,10450.752930,64.070060118,0.000532,107507936,181132760,5050840198,102647734,24027,105892,98679032,100627557,2172913,3018227,178980633,31612956330,31495681401,148428155,0,2561,4797,0,100337859,204367180354,542,248941286255,423087953911,98644397,98577590,0
membench,1,dram,rnd,2000,10221.671875,64.301909515,0.000532,102767052,176803358,5061308860,102400231,20999,98533,98463456,100472308,2160423,2986846,172597085,31588283016,31494655152,148205317,0,1506,149,0,100341664,204622760987,521,249866042607,425664076600,96930514,96864678,0
membench,1,dram,seq_prefetch,2000,51306.179688,56.457342571,0.000532,103661707,174443889,4750008703,2358744,3959,80735,279067,500672,2123606,2954073,173229436,147579465,61255113,149428651,100007918,1574,8821,0,100305986,204075728983,448,219283180247,423216612443,185431,140062,0
membench,1,dram,pgn_prefetch,2000,50810.144531,56.461780466,0.000532,107305440,180365042,5146022533,2360239,33722,77781,440198,616525,2128744,2953264,179479864,195198077,107818953,148865608,100049665,1623,8885,0,100281609,204417327098,459,219396091302,423241885690,318024,267388,0
membench,1,dram,rnd_prefetch,2000,46187.453125,56.681375216,0.000532,100993252,175312423,5153454359,2210101,28476,77667,314164,458465,2149621,2963003,171541894,153522376,68135595,148223850,100035999,1461,137,0,100358288,204592951680,456,220255718879,425661736120,862824,795126,0
membench,1,pmem,seq,2000,51510.042969,57.893409687,0.000532,104422018,174983570,4631476382,2691864,4980,60636,164091,445384,20058,3030196,174976707,147746657,61346178,873103932,12,7817,31,0,100407902,204238679607,72,225037519645,423420887004,170295,10554,0
membench,1,pmem,pgn,2000,2090.640625,103.760433496,0.000532,107281819,181973534,5050699165,104131227,42733,139394,180346,100521238,30149,3028636,183653890,180290136679,180150980003,879987968,6,8667,5925,0,100825600,204423932664,178,403305425084,423204251510,98560783,7099,0
membench,1,pmem,rnd,2000,2083.691650,103.847173303,0.000532,100930896,175929418,5058544361,102349599,29016,129894,164301,100409404,23636,2987891,175778356,180562825142,180175136044,804339648,0,12511,12,0,100577936,204597411582,239,403677593933,425636600852,96855733,3266,0
membench,1,pmem,seq_prefetch,2000,50971.699219,57.885355303,0.000532,105075729,172329102,4736647856,2442981,2480,60721,161118,438041,16469,3003999,174366051,205520550,124585423,883505511,100015831,8604,0,0,100393626,204220125472,134,224982634079,423368851715,762773,12075,0
membench,1,pmem,pgn_prefetch,2000,21938.744141,60.480571083,0.000532,107103068,179019766,5127317238,2628124,39718,63416,180655,521273,19442,2972197,181196661,10431289773,10328411680,889385217,99996928,7660,0,0,100419474,204473368078,140,235093317949,423268899394,935629,23913,0
membench,1,pmem,rnd_prefetch,2000,21276.064453,60.530570972,0.000532,100768948,173427127,5141085448,2513102,38905,63438,477991,1200580,22299,2930628,173432544,10183548090,10093751596,805823662,100061151,6109,12,0,100446496,204647650719,142,235270542798,425890898882,153941,8119,0
membench,1,dram,seq,2500,51508.320312,69.340516722,0.000661,102929445,175744864,4656249003,3005746,3040,96936,303208,531079,2156317,3006979,175098184,439775261,138555022,148039619,0,1400,37,0,100372943,254120411858,489,269438337435,523130672916,213685,136561,0
membench,1,dram,pgn,2500,10512.211914,76.885526706,0.000660,108925080,182144863,5055645697,103030224,22301,124621,98711619,100652308,2191556,3055722,180862591,31413366659,31284026191,149179495,0,1374,0,0,100402504,254428648570,586,298760116924,523067027500,99218670,99151090,0
membench,1,dram,rnd,2500,10297.315430,77.113688865,0.000661,101259081,175439750,5055108948,104547710,22558,117633,99400417,100529798,2204280,3016165,174795242,31372547410,31268009174,148541963,0,1450,93,0,100371831,254608499773,625,299643501721,525678060339,98474812,98402151,0
membench,1,dram,seq_prefetch,2500,51298.625000,69.316475889,0.000660,103657933,174612792,4747296361,2814419,6561,95932,1124099,1395918,2156721,2984898,172843685,163443286,68801364,147935913,100044818,1412,37,0,100391559,254118019659,553,269320461787,523246802968,209788,141164,0
membench,1,dram,pgn_prefetch,2500,50831.605469,69.337976784,0.000660,107367484,181401805,5152083481,2822512,31451,90344,479807,669320,2169466,3022167,183235765,486954522,185939780,147603237,100030661,1469,37,0,100353017,254388714563,553,269394339213,523196289990,341339,265110,0
membench,1,dram,rnd_prefetch,2500,46192.835938,69.559568951,0.000661,100991611,176306668,5156271426,2739272,36311,95053,356832,505433,2166133,2991024,172279944,176708873,80541245,147942479,100018926,1543,8782,0,100550590,254624683530,550,270259180336,525674852146,213099,140464,0
membench,1,pmem,seq,2500,51447.898438,70.758610928,0.000661,102587414,173136927,4640053034,3149072,3254,73199,163357,453613,24696,2972114,174717702,153690597,63958092,865560889,0,6141,6331,0,100442271,254219922070,86,275043475555,523299742084,146930,3998,0
membench,1,pmem,pgn,2500,2105.094971,116.300925176,0.000660,109104626,185159660,5069539126,105114255,44643,161155,175279,100533301,26248,2996649,183959425,178998850076,178833017821,882200019,6,9193,31,0,100718393,254486484407,150,452088585833,523291520476,98574274,6280,0
membench,1,pmem,rnd,2500,2096.090088,116.406824390,0.000661,100977290,178511922,5072155702,105912796,38678,145393,177976,100435113,25862,3005843,176651745,179046034811,178954798814,807145574,0,6100,0,0,100613370,254631855006,150,452464497778,525707573198,98391085,3430,0
membench,1,pmem,seq_prefetch,2500,50750.601562,70.759466298,0.000660,103377622,173316982,4737393833,2823917,2917,73200,158356,444955,20312,3012274,175341259,206479516,118973974,881904261,99960045,10447,6319,0,100482184,254218235999,92,275038346808,523454545662,144410,5965,0
membench,1,pmem,pgn_prefetch,2500,25933.953125,72.648202919,0.000660,107113443,180168797,5138596278,2950343,39333,75488,191110,532366,21532,2975806,182025995,7728216258,7642701696,880462587,99986901,7040,0,0,100639372,254457181249,94,282340495813,523377490279,273311,11773,0
membench,1,pmem,rnd_prefetch,2500,24763.558594,72.747494575,0.000661,100723849,174147700,5140509043,2881007,48258,75807,181234,400223,22856,2941484,174198290,7694534253,7542372176,809662865,100035371,11930,12,0,100605402,254625132473,134,282781929290,525855516438,156790,8185,0
membench,1,dram,seq,3000,51576.515625,82.417838860,0.000792,103017601,175366450,4649773861,3515307,5250,111371,1164179,1451571,2133691,2981460,174757722,191563819,86482502,149111602,0,1437,31,0,100420641,304136858436,576,320261546060,623164434647,213052,139444,0
membench,1,dram,pgn,3000,10493.087891,89.782430664,0.000789,107586694,182904116,5059789490,102003383,24425,132472,98753166,100689799,2219430,3041097,180595528,31500597996,31359781512,147739737,0,1474,62,0,100588969,304405035142,657,348838823676,623060077180,97764226,97680039,0
membench,1,dram,rnd,3000,10279.834961,90.000301609,0.000789,103164248,179401417,5074813260,102023998,27330,145341,98601873,100596316,2210937,3056237,174407906,31424157842,31310562332,148695132,0,1506,143,0,100438002,304546186822,666,349658353652,625546501569,96934163,96846634,0
membench,1,dram,seq_prefetch,3000,51373.441406,82.186488420,0.000789,105588134,175869561,4756763143,3171706,4305,101116,321774,565987,2162500,3004494,174486476,175670875,76948600,150165098,100016657,1424,93,0,100409332,304113287669,660,319347830990,623133069746,897543,826902,0
membench,1,dram,pgn_prefetch,3000,50786.765625,82.215946543,0.000789,107484676,183203640,5159796875,5024809,42492,135282,1322203,694973,2183615,3032498,181378794,236049377,133123982,148781833,100033028,1469,37,0,100431066,304431927144,647,319483160243,623256320324,349782,271704,0
membench,1,dram,rnd_prefetch,3000,46182.914062,82.435340781,0.000789,101119392,176997658,5159491344,3148999,47728,137694,388747,538021,2195642,3037620,177673521,467896086,92024039,149581114,100038870,1356,81,0,100668717,304613359991,684,320330305519,625689283992,229419,150622,0
membench,1,pmem,seq,3000,51561.781250,83.632640698,0.000789,102606481,174474792,4630669927,3491071,3515,86354,163933,866974,32569,3021394,178087780,391932111,73551919,879635680,6,16318,0,0,100498596,304239531193,107,325092734082,623326203621,158124,5692,0
membench,1,pmem,pgn,3000,2115.813721,128.936700890,0.000789,107295631,183295649,5057748938,105010853,39899,163630,184144,100531303,39278,3082578,189249114,178483994878,177974333207,876781941,0,6501,0,0,100811451,304439854981,167,501179898505,623230663448,98570993,6692,0
membench,1,pmem,rnd,3000,2107.493408,129.025789090,0.000789,100930022,177392074,5058013633,104734185,44317,160806,990969,101268887,30416,2972623,176288277,178015511326,177944937603,807607066,0,6082,0,0,100853523,304654416611,170,501563680614,625794585439,98413236,3700,0
membench,1,pmem,seq_prefetch,3000,51131.253906,83.620533156,0.000789,103253644,173640549,4735927880,3279893,4083,86400,969592,1240014,23279,3004444,175949039,180783706,88567315,882962299,100000591,7751,43,0,100666315,304242159894,172,325013922046,623416959996,144339,5911,0
membench,1,pmem,pgn_prefetch,3000,32318.501953,84.768137759,0.000789,107044752,181326383,5138804713,3413989,53276,87490,194072,565564,27687,3016978,181911535,4612937433,4522276842,871277028,100047518,6116,6730,0,100569767,304516124521,197,329491612054,623356451661,276890,12024,0
membench,1,pmem,rnd_prefetch,3000,30472.001953,84.860846155,0.000789,100743106,175206274,5150256296,3315624,52131,87695,180381,401264,24212,2956656,175118854,4537667106,4450947636,809026688,100035979,6185,5918,0,100585250,304652938090,190,329833380208,625806052623,154629,7415,0
membench,1,dram,seq,3500,51519.144531,95.090928334,0.000918,104948268,177776818,4655114743,3887226,5718,127091,371250,633595,2208928,3041918,174513147,198467780,90712805,148851952,0,1431,112,0,100490418,354133686850,719,369512964653,723218205313,451974,789548,0
membench,1,dram,pgn,3500,10478.962891,102.665409473,0.000918,107723458,182872884,5059209088,102279489,32825,152930,98776714,100755481,2219863,3075522,182513551,31551146044,31397894240,149222643,0,1574,8596,0,101191078,354302088937,817,398872419914,723041250830,97076393,97006938,0
membench,1,dram,rnd,3500,10248.584961,102.935350575,0.000919,101645760,178105567,5067226741,103812846,39425,183015,98894074,100731941,2198215,3135100,178713623,31803419346,31439916566,149600331,0,1375,112,0,101200055,354590790817,849,399819227919,725478835588,98766504,98700530,0
membench,1,dram,seq_prefetch,3500,51256.894531,95.070950002,0.000918,103764289,176117747,4756128134,3637901,4373,116940,352497,627780,2194873,3015470,174814675,205357762,91824112,147974270,100021463,1524,174,0,100470309,354069941259,811,369440924109,723216756689,618144,137287,0
membench,1,dram,pgn_prefetch,3500,50812.722656,95.092555872,0.000918,109295850,185548186,5161688162,3598099,54881,117780,523719,730000,2209386,3051622,179701290,259335424,144343347,147770953,99997136,1606,418,0,100538979,354425225115,795,369518046627,723274208185,494443,897322,0
membench,1,dram,rnd_prefetch,3500,46212.175781,95.316128996,0.000918,101123499,176594085,5158599277,4138544,47895,115936,1308733,1224313,2212531,3053568,175499916,219562253,105676900,148146721,100032449,1518,187,0,100542387,354634055247,819,370387295181,725808239835,243391,141210,0
membench,1,pmem,seq,3500,51490.921875,96.506546365,0.000918,102711327,177817898,4660072319,5706306,4068,99338,164766,460290,22600,3039171,176144065,162473497,73216039,865976557,0,11288,0,0,100544262,354231118332,118,375127372852,723275356263,149584,4365,0
membench,1,pmem,pgn,3500,2129.741455,141.499129836,0.000918,109127304,186517243,5070494211,105747504,35780,176715,187345,100564812,27610,3044853,186313246,176908546986,176756131367,888598302,0,9324,12,0,100834882,354463605615,181,550026537797,723279655193,98585962,9500,0
membench,1,pmem,rnd,3500,2121.227051,141.586513789,0.000918,102528526,178547548,5066278846,103617644,39127,175419,172112,100428111,35619,2991920,177954661,176811019438,176693692279,804639413,0,12486,0,0,100734579,354666753369,175,550403757302,725768145572,97518253,9592,0
membench,1,pmem,seq_prefetch,3500,51299.648438,96.493622122,0.000918,105090725,177089665,4747039987,3758675,8824,99180,168637,466621,32745,3020214,176569423,170138786,75877135,889948312,100000068,6968,0,0,100772503,354231883492,155,375083665668,723471761101,142359,9904,0
membench,1,pmem,pgn_prefetch,3500,39197.347656,97.093026740,0.000918,108962826,182584978,5144695632,3874002,65788,99997,196293,558558,22109,3030342,182934028,2503655594,2421359778,871020403,100035823,6205,0,0,100576446,354462806634,173,377371383540,723291958109,715810,22512,0
membench,1,pmem,rnd_prefetch,3500,36474.464844,97.196870645,0.000918,102573908,178566573,5161512894,3722643,57409,100164,181042,401839,25534,2913540,174901214,2471845306,2383184651,811469277,100026104,6106,12,0,100659833,354718219730,174,377834660525,726019506987,153348,11799,0
membench,1,dram,seq,4000,51486.941406,107.969249719,0.001047,103218969,178106422,4668687778,4413652,4086,134475,403158,684753,2218297,3020847,175233967,229316860,108871991,147958721,0,1543,7485,0,100559789,404079955760,887,419502784535,823089911821,238011,141054,0
membench,1,dram,pgn,4000,10444.250000,115.585819861,0.001047,109624250,184304965,5065367311,102742123,33315,184244,98888425,100839247,2275503,3121856,181827011,31711941332,31549008591,148079642,0,1518,156,0,100553185,404459155986,983,449151772004,823149203335,97801665,97693525,0
membench,1,dram,rnd,4000,10242.966797,115.792975133,0.001047,103241365,180211675,5065332163,104201730,32335,168992,98683853,100725925,2263566,3239681,174812657,31624163488,31492851786,148152427,0,1512,56,0,100542154,404637194757,991,449894072413,825558670893,98484045,98940134,0
