exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses,L1-dcache-loads,mem_load_retired.l1_miss,dTLB-load-misses,dTLB-store-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d.replacement,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,context-switches,cpu-cycles,instructions,mem_load_retired.l3_miss,mem_load_l3_miss_retired.local_dram,mem_load_retired.local_pmm
membench_data_init,2,pmem,,,,140.450776434,,2153889,56794704,587750873,4169715,5510,145124,216586,396389,43456,1802538,56232955,121293887,117597091,648965051,0,2219,62,0,135135479,537510333178,336,545951096932,2150335471619,138124,2100,0
membench_pregen_init,2,pmem,,,,244.793378113,,4839253,79362647,921985197,6265548,8387,252831,304029,593988,76331,2711726,78929088,250230165,94221628,900897481,0,3006,68,0,235833419,938047733203,806,951548303539,3752698428624,399244,109401,0
membench_base,3,dram,,,,0.000786638,,625,9475,135614,3825,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,3,dram,,,,139.450476563,,2905542,56784190,587752896,3888597,6035,146793,426539,580541,1600700,2189259,56230494,233298876,161986727,114446132,0,2281,712,0,135027053,537564246689,1180,541808607210,2150276934517,243136,105021,0
membench_pregen_init,3,dram,,,,243.419893152,,4466713,77789465,925132134,5713460,14626,258773,1534292,1798136,2298301,3252546,77998229,381976825,195609548,147377395,0,7356,6481,0,235734165,938093708329,2242,945864941626,3752761494678,394935,147907,0
membench_base,3,pmem,,,,0.000787640,,512,9652,137481,3933,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,3,pmem,,,,140.449746276,,2220458,56912163,587160584,3979641,4791,145004,168495,373728,45231,1844862,55941788,132320913,123296321,648290598,0,2006,50,0,135115446,537547631896,309,545904342620,2150286023667,163171,78884,0
membench_pregen_init,3,pmem,,,,244.786841048,,4843538,79624669,922115137,6581814,20104,251846,256419,414566,40970,2573324,78428513,192058711,91818331,889330924,0,3174,56,0,235840179,938277257306,668,951515359133,3752788289490,799109,10106,0
membench_base,4,dram,,,,0.001333253,,484,9612,136242,3924,177,0,,,,,,,,,,,,,,,,,,,,
membench_data_init,4,dram,,,,139.454004207,,2956967,56358654,589418899,3890136,6497,147109,430404,578345,1582977,2284047,56972295,231632176,113255248,109338739,0,3481,7076,0,135021924,537484561679,1195,541890251872,2150555278366,253820,103799,0
membench_pregen_init,4,dram,,,,243.420855503,,4383645,78891829,923985507,5732670,9659,256514,1559486,1783513,2350339,3163927,77819416,374736019,186241048,152271611,0,4850,662,0,235606274,937855364279,2096,945773791427,3752345482529,403953,145989,0
membench_base,4,pmem,,,,0.000779602,,642,9981,139989,4089,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,4,pmem,,,,140.451055309,,2262181,56656932,587792546,4126788,5972,145217,139393,300327,37560,1897398,56199266,133744240,120450007,649273152,0,2056,31,0,135112687,537615299604,353,545964352368,2150293041423,165654,52445,0
membench_pregen_init,4,pmem,,,,244.791779940,,4728857,80935455,921656651,6332403,10905,254631,343006,501267,44320,2559238,79129609,179533767,83025217,887655248,0,4418,12,0,235897986,938144134081,786,951547877036,3752445794603,436913,59600,0
membench_base,5,dram,,,,0.000770196,,603,9739,136986,3874,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,5,dram,,,,139.450712140,,3029307,56371036,588005203,3975756,4404,146061,425867,565429,1603240,2179109,56198872,227000338,158132499,111261585,0,1925,62,0,135081267,537563775803,1035,541859461928,2150387323763,252303,108421,0
membench_pregen_init,5,dram,,,,243.418037206,,4451606,79107216,922282849,5946941,17487,253561,1666530,1904139,2299225,3271290,77521428,378806008,187591554,150786674,0,3518,693,0,235623705,938108847482,2054,945915558526,3752888378693,400799,144101,0
membench_base,5,pmem,,,,0.000782140,,629,9689,135870,3978,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,5,pmem,,,,140.445377912,,2264106,55598994,587038983,3993778,5029,145129,196906,334159,32260,1822173,57045545,447627709,120485474,639802996,0,2019,0,0,135130210,537580201653,307,545920312696,2150376382645,164609,78097,0
membench_pregen_init,5,pmem,,,,244.787838264,,5022687,77574643,922789279,6550131,9555,252279,274637,440033,43594,2571012,78727776,187504411,85995208,894368054,0,3374,62,0,235813667,937919795876,775,951484976112,3752021371999,828682,61482,0
