run,node_kind,access_pattern,spinloop_iterations,throughput,cache_misses
2,pmem,pgn,200,1626,111792191
2,pmem,seq_prefetch,200,3609,107212388
2,pmem,rnd_prefetch,200,3042,105645996
2,pmem,pgn_prefetch,200,3145,111828895
2,dram,seq,250,2946,106973492
2,dram,rnd,250,2574,105313876
2,dram,pgn,250,2655,111480068
2,dram,seq_prefetch,250,2943,106968912
2,dram,rnd_prefetch,250,2931,105297411
2,dram,pgn_prefetch,250,2956,111494693
2,pmem,seq,250,2937,107284274
2,pmem,rnd,250,1449,105682724
2,pmem,pgn,250,1474,111805843
2,pmem,seq_prefetch,250,2939,107236612
2,pmem,rnd_prefetch,250,2753,105646545
2,pmem,pgn_prefetch,250,2830,111810232
2,dram,seq,300,2480,106942055
2,dram,rnd,300,2211,105507713
2,dram,pgn,300,2263,111716779
2,dram,seq_prefetch,300,2472,106953349
2,dram,rnd_prefetch,300,2468,105299305
2,dram,pgn_prefetch,300,2485,111482325
2,pmem,seq,300,2476,107303776
2,pmem,rnd,300,1327,105639550
2,pmem,pgn,300,1344,111840202
2,pmem,seq_prefetch,300,2472,107272751
2,pmem,rnd_prefetch,300,2445,105668371
2,pmem,pgn_prefetch,300,2476,111892720
2,dram,seq,350,2137,106985668
2,dram,rnd,350,1938,105329611
2,dram,pgn,350,1982,111524793
2,dram,seq_prefetch,350,2135,107274512
2,dram,rnd_prefetch,350,2131,105324677
2,dram,pgn_prefetch,350,2144,111492823
2,pmem,seq,350,2131,107323995
2,pmem,rnd,350,1221,105705064
2,pmem,pgn,350,1235,111846521
2,pmem,seq_prefetch,350,2136,107362358
2,pmem,rnd_prefetch,350,2121,105704423
2,pmem,pgn_prefetch,350,2143,111896973
2,dram,seq,400,1879,106954049
2,dram,rnd,400,1724,105320839
2,dram,pgn,400,1755,111516799
2,dram,seq_prefetch,400,1878,106963252
2,dram,rnd_prefetch,400,1874,105319150
2,dram,pgn_prefetch,400,1883,111510498
2,pmem,seq,400,1877,107362467
2,pmem,rnd,400,1133,105774161
2,pmem,pgn,400,1147,111901679
2,pmem,seq_prefetch,400,1878,107342127
2,pmem,rnd_prefetch,400,1872,105568195
2,pmem,pgn_prefetch,400,1861,111760125
2,dram,seq,450,1674,106974808
2,dram,rnd,450,1548,105353015
2,dram,pgn,450,1578,111540359
2,dram,seq_prefetch,450,1676,107002089
2,dram,rnd_prefetch,450,1673,105406439
2,dram,pgn_prefetch,450,1679,111537374
2,pmem,seq,450,1671,107407990
2,pmem,rnd,450,1055,105728575
2,pmem,pgn,450,1068,111972508
2,pmem,seq_prefetch,450,1676,107371004
2,pmem,rnd_prefetch,450,1672,105643177
2,pmem,pgn_prefetch,450,1667,111766139
2,dram,seq,500,1513,107008157
2,dram,rnd,500,1411,105386274
2,dram,pgn,500,1427,111563616
2,dram,seq_prefetch,500,1512,106968781
2,dram,rnd_prefetch,500,1510,105459374
2,dram,pgn_prefetch,500,1520,111660961
2,pmem,seq,500,1513,107423794
2,pmem,rnd,500,989,105745903
2,pmem,pgn,500,998,111949020
2,pmem,seq_prefetch,500,1513,107451118
2,pmem,rnd_prefetch,500,1511,105638352
2,pmem,pgn_prefetch,500,1514,111914946
