exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses,L1-dcache-loads,mem_load_retired.l1_miss,dTLB-load-misses,dTLB-store-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d.replacement,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,context-switches,cpu-cycles,instructions,mem_load_retired.l3_miss,mem_load_l3_miss_retired.local_dram,mem_load_retired.local_pmm
membench_data_init,2,pmem,,,,139.052491252,,88291,2305291,41576392,1724641,3879,139364,22929,130920,20916,59303,2566626,47079516,25170938,41030,0,100,62,0,135116227,537025522110,225,540547445274,1074373386539,17287,12860,0
membench_pregen_init,2,pmem,,,,242.658525960,,104430,4343178,75534136,3293884,7629,243119,30856,125937,24706,73697,4174594,55177593,39012303,55983,0,124,106,0,235707484,937097787683,430,943250501334,1874783314816,7226,25,0
membench_base,3,dram,,,,0.000741199,,517,9863,135869,3885,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,3,dram,,,,139.078628260,,914137,2880375,43086686,1800222,3649,139535,318888,344510,271683,283691,2931889,162175055,88576568,56,0,162,412,0,135044142,537056098445,1072,540480660997,1074436400554,138313,770,0
membench_pregen_init,3,dram,,,,242.698477466,,1543679,4333172,75256957,2669626,6912,243570,556025,597973,469850,488913,4387149,275204360,147599966,1124,0,93,149,0,235653787,937182167689,1856,943167826231,1874944674445,231007,975,0
membench_base,3,pmem,,,,0.000731263,,436,9888,139327,4051,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,3,pmem,,,,139.053950612,,76984,2523786,43721514,1722120,11065,139578,38543,130928,17568,42059,2313767,31743479,22069254,41504,0,81,50,0,135045980,537005426970,269,540511812491,1074342157704,3671,810,0
membench_pregen_init,3,pmem,,,,242.659850178,,96795,4125578,74781077,3073972,5898,243195,41830,199568,44427,123664,4640644,69203289,39604368,19840,0,49,12,0,235621198,937115862163,539,943286670741,1874789501877,9067,1530,0
membench_base,4,dram,,,,0.000723917,,770,9805,136349,3980,153,0,,,,,,,,,,,,,,,,,,,,
membench_data_init,4,dram,,,,139.069067879,,926018,3092403,45174815,1875024,4330,139766,289211,331440,254240,262883,2915851,145008378,81390765,18,0,93,37,0,135130457,537025182840,1106,540431108951,1074256889162,147463,1040,0
membench_pregen_init,4,dram,,,,242.720852689,,1584506,4657685,78506277,2813106,5417,243457,555656,603099,451491,466542,4445339,261117773,143644895,125,0,237,350,0,235627244,937163509400,1994,943177575409,1874933465736,245498,2200,0
membench_base,4,pmem,,,,0.000759976,,469,9864,138479,3989,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,4,pmem,,,,139.055120579,,69893,2453448,43504229,1793944,4254,139385,31145,48051,14581,43722,2434384,35056687,22034284,38963,0,50,431,0,135062537,537020106274,121,540557354910,1074416276270,3536,520,0
membench_pregen_init,4,pmem,,,,242.663935304,,128480,4088395,74578471,3061755,5180,243243,39043,196847,29506,80635,4234217,51121853,34158575,31,0,81,43,0,235591828,937075579634,237,943166722101,1874657333143,12683,1880,0
membench_base,5,dram,,,,0.000998961,,523,9692,137627,3911,82,0,,,,,,,,,,,,,,,,,,,,
membench_data_init,5,dram,,,,139.072044963,,880983,2900353,45032336,1811374,6036,141985,319788,347217,276185,286116,2970165,161449931,90088208,18,0,1587,3199,0,135018034,536964667729,1213,540391811660,1074320437901,123883,1250,0
membench_pregen_init,5,dram,,,,242.704387291,,1563066,4621794,80441012,2828869,11387,249820,549675,615365,479288,502152,4655490,274946129,151940418,1675,0,4650,9062,0,235664071,937085099232,2276,943092663156,1874770984430,230628,1940,0
membench_base,5,pmem,,,,0.001495923,,414,10289,140219,4182,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,5,pmem,,,,139.062212305,,95741,2484941,43429991,1769778,4392,139473,45624,186157,26591,46460,2345664,31997143,23977179,37477,0,12,12,0,135061360,536982822928,154,540509895279,1074336129703,5302,180,0
membench_pregen_init,5,pmem,,,,242.679909450,,135720,4278404,72853293,3329427,7893,243141,60263,307537,47993,100113,4396285,61918818,38331074,24,0,56,93,0,235683860,937120722533,338,943311742294,1874841015193,9756,980,0
