run,node_kind,access_pattern,spinloop_iterations,throughput,cache_misses
2,dram,pgn_prefetch,300,33211,168779994
2,pmem,seq,300,37119,162420482
2,pmem,rnd,300,2460,164120208
2,pmem,pgn,300,2464,170364600
2,pmem,seq_prefetch,300,33967,162521374
2,pmem,rnd_prefetch,300,27525,162715832
2,pmem,pgn_prefetch,300,25667,169084643
2,dram,seq,350,37397,162759990
2,dram,rnd,350,9421,163104312
2,dram,pgn,350,9511,169360588
2,dram,seq_prefetch,350,33990,162739822
2,dram,rnd_prefetch,350,30057,162741904
2,dram,pgn_prefetch,350,33557,169104384
2,pmem,seq,350,37243,162729441
2,pmem,rnd,350,2458,164404209
2,pmem,pgn,350,2467,170778506
2,pmem,seq_prefetch,350,34013,162825994
2,pmem,rnd_prefetch,350,28776,162883488
2,pmem,pgn_prefetch,350,26975,169286563
2,dram,seq,400,37481,162980505
2,dram,rnd,400,9502,163309442
2,dram,pgn,400,9636,169559248
2,dram,seq_prefetch,400,33967,162981750
2,dram,rnd_prefetch,400,30012,163154520
2,dram,pgn_prefetch,400,32851,169351717
2,pmem,seq,400,37257,162984344
2,pmem,rnd,400,2452,164676889
2,pmem,pgn,400,2462,171193320
2,pmem,seq_prefetch,400,33990,162971614
2,pmem,rnd_prefetch,400,29507,163046651
2,pmem,pgn_prefetch,400,27270,169346406
2,dram,seq,450,37299,163245352
2,dram,rnd,450,9596,163651851
2,dram,pgn,450,9664,170058019
2,dram,seq_prefetch,450,34106,163284278
2,dram,rnd_prefetch,450,29949,163327511
2,dram,pgn_prefetch,450,33467,169612897
2,pmem,seq,450,36886,163305822
2,pmem,rnd,450,2451,165117455
2,pmem,pgn,450,2475,171234910
2,pmem,seq_prefetch,450,34071,163350508
2,pmem,rnd_prefetch,450,29940,163269469
2,pmem,pgn_prefetch,450,27932,169726437
2,dram,seq,500,37230,163552494
2,dram,rnd,500,9414,163888285
2,dram,pgn,500,9697,170189233
2,dram,seq_prefetch,500,34106,163566210
2,dram,rnd_prefetch,500,30030,163496382
2,dram,pgn_prefetch,500,33123,169865582
2,pmem,seq,500,36576,163565017
2,pmem,rnd,500,2457,165269353
2,pmem,pgn,500,2462,171481581
2,pmem,seq_prefetch,500,34013,163671004
2,pmem,rnd_prefetch,500,29949,163728156
2,pmem,pgn_prefetch,500,27777,169930764
