exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds_time_elapsed,cache-misses,L1-dcache-load-misses,L1-dcache-loads,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d.replacement,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,cpu-cycles,instructions
membench,1,pmem,seq,0,37523.000000,6.120639452,103737962,169870920,7541721159,156058,506926,22410,2904719,564069786,503166665,170018567,150953102,0,1483,5846,0,56649,5241474886,23783429259,31680465269
membench,1,pmem,pgn,0,2473.000000,43.871839328,107383339,177987941,7765353683,247595,100404816,84847,2988203,149296453114,148967006632,180108339,147784699,0,6762,0,0,197939,5295676904,170547686017,31932531082
membench,1,pmem,rnd,0,2456.000000,44.147249803,102474524,173063948,8272090010,252802,100302659,79873,2999828,148882817414,148790516062,173862709,148617991,0,5233,9,0,219237,5802247668,171615403425,35252361708
membench,1,pmem,seq_prefetch,0,36023.000000,6.207987694,102922030,170367468,7754090252,161257,484389,20371,2969217,465571441,406259450,169777588,143302353,0,3009,100606234,0,66158,5224461186,24119916001,31990997235
membench,1,pmem,pgn_prefetch,0,5007.000000,23.398073325,108945319,179652669,7970016799,214041,725039,56685,2985367,70500272759,70417606461,176583477,145358257,0,1400,100140432,0,104657,5315865214,90931152195,32436232720
membench,1,pmem,rnd_prefetch,0,4840.000000,24.087418189,102592349,172956487,8471061556,417996,573483,56546,3050114,71510578739,71464079643,171911566,145560341,0,1818,100171004,0,122638,5802317303,93622519774,35637331979
membench,1,dram,seq,50,39572.000000,7.029012363,102997732,170472313,7555115433,163638,513385,1982561,2898107,187957787,130732493,171514767,146450773,0,3807,4,0,1339583,10246949922,27294344065,51597371215
membench,1,dram,pgn,50,9883.000000,14.621503227,107394118,176707646,7759826413,98326840,100349487,1997621,2943649,31559011067,31274641985,178990285,146672181,0,2255,0,0,2706944,10309367871,56782823259,51927969962
membench,1,dram,rnd,50,9569.000000,15.483707046,100992468,170583328,8264279999,98193653,100357934,2008988,2918805,31231673122,31158756251,170590833,146847983,0,2305,6628,0,101359,10815782658,60118102913,55266950862
membench,1,dram,seq_prefetch,50,37979.000000,7.133454196,104155999,172064796,7755905944,146868,498673,1976389,2888634,169396897,109134505,169552184,145858733,0,5287,100778697,0,1375314,10234694697,27704162037,51937354680
membench,1,dram,pgn_prefetch,50,23663.000000,8.723606529,107575209,176846927,7963990663,170930,636849,1991325,2914477,9221960508,9155789473,176356684,145908284,0,1365,100537247,0,1285158,10322301609,33862932589,52429089572
membench,1,dram,rnd_prefetch,50,20177.000000,9.791204368,102710071,170598227,8453398160,153607,635759,2008602,3006495,10329510122,10268975387,171169548,150453355,0,4662,100168955,0,71381,10815028337,38016663413,55672361794
membench,1,pmem,seq,50,38417.000000,7.316117357,102890719,170235934,7558061001,160303,1115574,29918,2915685,533483994,444081825,169897529,141582130,0,1366,0,0,1342379,10238495634,28430401392,51658827577
membench,1,pmem,pgn,50,2473.000000,45.171803720,107530881,178420279,7725174505,250700,100365617,80581,2964772,149398478107,149096880569,182523012,156204972,0,2704,0,0,777411,10329767587,175603085676,51861158048
membench,1,pmem,rnd,50,2452.000000,46.043195713,102537238,172048626,8231906058,252692,100329874,80465,2986155,149083687758,148999023725,173935111,155462269,0,12873,0,0,219010,10826308724,178984281881,55165277938
membench,1,pmem,seq_prefetch,50,36832.000000,7.464027470,103434717,170053012,7772265638,664992,1152107,23947,3075502,507787832,439252928,171945644,149846675,0,4973,99767410,0,3590386,10244621559,28999545711,51975273763
membench,1,pmem,pgn_prefetch,50,5172.000000,24.078883869,109071433,177306921,7932335572,214239,629870,54827,2992607,68036909965,67949008855,177919775,150699011,0,1433,99937540,0,1310730,10329226026,93583927044,52415523074
membench,1,pmem,rnd_prefetch,50,5025.000000,25.082403659,102648375,171295561,8434601824,712298,537203,55251,2929967,68629106817,68561392538,171443866,148488424,0,1662,99954849,0,124426,10831942403,97487622166,55750857477
membench,1,dram,seq,100,40096.000000,8.463181342,102880429,170269217,7558894726,169122,598544,1954782,2907732,474290087,183539012,171727197,147265863,0,2220,0,0,100782737,15247262437,32866552095,71618354590
membench,1,dram,pgn,100,9688.000000,16.289561967,107364974,176702398,7753686725,98332526,100414409,1977472,2933966,32065345469,31779266598,178263331,151143479,0,2530,0,0,100353956,15322749620,63266707278,71952016941
membench,1,dram,rnd,100,9688.000000,17.482892721,102310433,172180452,8264037870,98657759,100418328,1993740,2936635,30823103864,30775744757,170653058,144326938,0,1377,0,0,100304830,15817124688,67895705602,75272838569
membench,1,dram,seq_prefetch,100,38095.000000,8.594732548,103240816,171620518,7749194927,647319,1020244,1988393,2920895,192858202,127028531,170231947,150800044,0,6069,100430366,0,100718008,15270816953,33381581897,72061636659
membench,1,dram,pgn_prefetch,100,28522.000000,9.464626652,107756150,176507284,7949176324,177716,663924,2013116,2950106,6167718892,6098365726,177142688,145897690,0,2981,100303514,0,100722933,15355565654,36759263065,72513855327
membench,1,dram,rnd_prefetch,100,23786.000000,10.688691901,101468012,169999648,8428206208,148469,650730,1972106,2957503,6608551532,6532847401,171207024,152596385,0,4798,100683257,0,101168094,15890917709,41504234702,75843768884
membench,1,pmem,seq,100,38955.000000,8.757060098,102999666,169959870,7552491467,169743,1228645,35255,3018226,498071202,426321684,170408408,143134955,0,1427,0,0,100522092,15264883092,34029737205,71699578791
membench,1,pmem,pgn,100,2470.000000,46.679116807,107421890,178010852,7755561934,767190,100966198,81064,3140429,149151947084,149060738600,180194129,150722012,0,8524,0,0,100278429,15299517394,181462298338,71817277599
membench,1,pmem,rnd,100,2455.000000,48.165845069,101058901,170904048,8264574329,257768,100373251,81919,3105571,149046398248,148950000299,173680857,149248129,0,9315,23,0,100243805,15800537267,187233030352,75104390790
membench,1,pmem,seq_prefetch,100,36982.000000,8.914219239,103311011,170114162,7775557626,162600,777872,33528,3082075,697722451,474262575,172277406,149678818,0,8960,99713110,0,100293694,15243971325,34629538548,72005281289
membench,1,pmem,pgn_prefetch,100,5369.000000,24.828643493,107698991,176304176,7965837281,207672,607108,54749,3076123,65056440500,64967107657,178834679,147523204,0,3668,99878009,0,100344325,15302941988,96500415780,72278038290
membench,1,pmem,rnd_prefetch,100,5266.000000,25.867314048,101251753,172031889,8454929720,207777,509151,57740,3033456,65332706128,65024982366,175987875,154081954,0,5686,100108377,0,100307946,15810108336,100538049881,75580915199
membench,1,dram,seq,150,40160.000000,9.749544758,102862815,170077685,7551714510,177227,649118,2006139,2991231,404688136,117257546,170486804,144548454,0,2846,0,0,100465058,20262401809,37863992735,91679802349
membench,1,dram,pgn,150,9825.000000,17.451414870,107381397,176954645,7754748515,98363608,100404552,1984953,2921420,31287926970,31209238715,177571878,149789244,0,3199,6643,0,100328576,20337939458,67786997299,92038815211
membench,1,dram,rnd,150,9587.000000,18.888991190,101010947,170449025,8253111421,98323048,100436569,2005684,2922081,31259693763,31184877014,171814094,149400008,0,2557,3011,0,100307048,20816712083,73350440483,95264521082
membench,1,dram,seq_prefetch,150,37835.000000,9.899531955,102806559,170716955,7754648484,152652,1068846,1995072,2911140,228838042,96971837,170108424,144712339,0,1365,100399202,0,100480528,20267832549,38454926013,92079624372
membench,1,dram,pgn_prefetch,150,33101.000000,10.285938104,107772536,176862570,7952406145,344227,1391614,1989384,2960241,3978642396,3911832335,176898368,149522357,0,6013,100373287,0,100484927,20362150626,39899269167,92561985327
membench,1,dram,rnd_prefetch,150,25284.000000,11.726042018,101220365,170783828,8460182057,146949,634771,1973269,2956465,3849421365,3568298566,170396151,143529040,0,1356,100296396,0,100440770,20870138237,45533294500,95686708172
membench,1,pmem,seq,150,38624.000000,10.057122112,102779149,170477311,7555215860,174315,636299,30696,2916955,850714336,549628266,171519464,148201031,0,1399,0,0,100280007,20254624871,39084421148,91665954284
membench,1,pmem,pgn,150,2470.000000,48.129679100,107495142,179303033,7775881437,249146,100679017,87468,2919720,149335391147,149001035847,181524957,152095155,0,13695,0,0,100288404,20310313072,187104879160,91831075392
membench,1,pmem,rnd,150,2456.000000,49.394805148,102471707,174030810,8268039131,258736,100363256,84222,3080553,148913901173,148823001069,173826610,148160538,0,14561,9,0,100299436,20808983216,192024915598,95229805469
membench,1,pmem,seq_prefetch,150,36724.000000,10.219161187,103105298,169982985,7756373916,169605,630333,32110,3018228,538889526,479136211,173094686,148730244,0,7880,100010562,0,100533188,20279589326,39713863755,92190011082
membench,1,pmem,pgn_prefetch,150,5563.000000,25.450441325,109025289,178615846,7973767355,213671,603290,54798,2945683,62381736679,62293766314,177983988,146800410,0,7193,100161413,0,100275178,20325928080,98921876482,92378092452
membench,1,pmem,rnd_prefetch,150,5462.000000,26.500332950,101180334,170813689,8461982901,209530,487694,52711,3044100,62540849093,62442139642,172229743,146425336,0,3132,100125323,0,100165794,20815762102,103003276678,95583474077
membench,1,dram,seq,200,40209.000000,11.045908095,102947616,169871851,7548999565,201179,667746,2048641,2971640,445983416,149382568,172760594,152929748,0,2009,0,0,100560605,25294698637,42894156639,111732953400
membench,1,dram,pgn,200,9821.000000,18.722066805,107347533,177494638,7756339898,98363704,100431841,1980565,2916636,31539351892,31250925784,179095005,144121268,0,2549,0,0,100287327,25336192124,72712408140,112043263471
membench,1,dram,rnd,200,9475.000000,20.295316667,101516093,171895150,8247030754,98852423,100837795,1997109,2933999,31758092969,31687132709,171486958,148732439,0,4636,0,0,100312113,25833420796,78811490792,115261417362
membench,1,dram,seq_prefetch,200,38255.000000,11.149074743,102682094,170668929,7763221785,150902,642514,2001574,2964420,149356901,82615737,169882003,143571161,0,1412,100247386,0,100273315,25239253687,43290373748,112064690656
membench,1,dram,pgn_prefetch,200,34141.000000,11.462622393,109040035,176645204,7951037866,174799,696088,2005876,2985575,3187454293,3117075249,177208945,150573930,0,5948,100239510,0,100729607,25370078268,44508123391,112532748078
membench,1,dram,rnd_prefetch,200,25374.000000,13.026542025,101165286,170463460,8446019079,147626,626231,2009714,2987323,3243018856,2950634202,172743710,150000602,0,5193,100549296,0,100774063,25926873713,50583725484,115843398497
membench,1,pmem,seq,200,38819.000000,11.326502955,104111297,172402254,7570570545,679947,675502,30667,2895494,544912769,470205930,169830968,142997374,0,1396,0,0,100223938,25250359062,44016733624,111724295477
membench,1,pmem,pgn,200,2467.000000,49.310207567,108903960,179392588,7736355565,253661,100379782,84585,3080634,149293791217,149197445923,181508759,153998686,0,3062,0,0,100224099,25326635018,191683192770,111837557629
membench,1,pmem,rnd,200,2455.000000,50.733835866,101116238,171488844,8272569172,255893,100414103,87761,3144716,149090599003,148995587598,174429476,147830081,0,1420,4505,0,100267396,25799420574,197214698303,115161144874
membench,1,pmem,seq_prefetch,200,36900.000000,11.494514033,103177322,169580120,7755135177,171782,1213876,38954,3162330,632294236,501577696,172025015,149486771,0,3192,99784729,0,100189890,25259645769,44664882338,112120710707
membench,1,pmem,pgn_prefetch,200,5782.000000,26.042895969,107620177,177428282,7959425791,221698,571004,58155,3005296,59801545871,59707941456,178473172,148747274,0,5737,100110231,0,100192028,25329545472,101216581780,112420297819
membench,1,pmem,rnd_prefetch,200,5640.000000,27.164444664,101299268,172030548,8438547622,206201,472167,54826,2950678,60317454760,60128813223,175492127,155638122,0,14414,99991847,0,100253102,25837703278,105580669077,115690820099
membench,1,dram,seq,250,40144.000000,12.335018243,102752988,170180984,7546432076,180960,741641,2005914,2956391,445720902,152317123,171224404,149810180,0,1808,0,0,100479881,30303335692,47904678788,131774798134
membench,1,dram,pgn,250,9839.000000,20.007291818,107354526,177543106,7759074274,98323715,101024806,1994816,2918152,31258293039,31191508250,177176021,144935902,0,3171,0,0,100285804,30345728400,77714706543,132085890513
membench,1,dram,rnd,250,9592.000000,21.459945516,100978176,170683568,8250388639,98277857,100420119,2025543,2907317,31563330317,31278199822,172740075,144893562,0,1383,0,0,100245041,30832604415,83372213730,135296364673
membench,1,dram,seq_prefetch,250,38051.000000,12.714783335,102801316,169305631,7732869882,152434,710371,1984194,2981046,439552863,146693727,171468557,146998223,0,4082,99868621,0,100036823,30251850346,49377579103,132145327301
membench,1,dram,pgn_prefetch,250,35511.000000,12.643943897,107665883,176751350,7953308116,183366,699852,2002644,2945480,3141396667,2853315938,178745105,145587242,0,5193,100337409,0,100377960,30382991939,49097717597,132627464028
membench,1,dram,rnd_prefetch,250,26014.000000,14.241413082,101338409,170803454,8452187210,153182,653215,1979691,2855437,2996844622,2710967625,172788051,146469669,0,4288,100385902,0,100445156,30919869681,55317309330,136118144136
membench,1,pmem,seq,250,38699.000000,12.643245366,102899965,170245303,7560371775,178578,742814,33212,3061740,836164056,530181568,172102233,145329409,0,3284,0,0,100343570,30276596566,49133607714,131780737645
membench,1,pmem,pgn,250,2470.000000,50.538064767,108782963,180349059,7774136008,820619,100343570,87438,3007769,149054886840,148960935756,180270530,154212893,0,5367,0,0,100313216,30322917578,196460321146,131987909595
membench,1,pmem,rnd,250,2455.000000,52.004026677,101049069,172276526,8274666776,269064,100721652,99004,2963991,149079501750,148906997629,173716627,153233482,0,13561,0,0,100322599,30820107643,202155576513,135258543229
membench,1,pmem,seq_prefetch,250,36764.000000,12.808367356,103067794,169837900,7738203292,173627,714480,35066,2991978,560133768,466940885,172207114,153819001,0,5097,99803987,0,100439159,30274046602,49771817670,132258359445
membench,1,pmem,pgn_prefetch,250,5986.000000,26.755510127,107824295,178843858,7958814049,708225,1092905,55377,2967984,57544568969,57458447283,179019809,152858655,0,8028,100161269,0,100285116,30340718419,103988704976,132455129865
membench,1,pmem,rnd_prefetch,250,5850.000000,27.783388456,101128787,171326174,8467513804,218618,501946,59897,2999824,57710411843,57630354923,172391559,151644107,0,5234,100089626,0,100263269,30827880067,107992699170,135670152270
membench,1,dram,seq,300,39920.000000,13.633300140,102734403,170120787,7552534241,186142,770815,1999475,3021153,508120993,213075768,173119396,145840056,0,4269,4,0,100408752,35293346912,52928931174,151765379786
membench,1,dram,pgn,300,9773.000000,21.344311264,108704500,177983717,7750543294,98376883,100428826,2038381,2974384,31456107561,31377992282,177243218,146782352,0,1647,0,0,100279852,35343113226,82904225698,152044077987
membench,1,dram,rnd,300,9564.000000,22.768616329,101003669,170804338,8258331459,98308987,100348445,1991605,2907351,31378204427,31310769186,170850496,148201660,0,5176,8763,0,100282115,35846206324,88426720186,155354093064
membench,1,dram,seq_prefetch,300,38066.000000,13.755633772,104190076,171792591,7753721115,676112,735739,2010290,3053491,213349194,130737618,171101276,151254817,0,5072,100085056,0,100463672,35313255823,53421899889,152157173034
membench,1,dram,pgn_prefetch,300,35829.000000,13.910014806,109050838,178336974,7958958316,739181,694051,2015751,2978331,2648408422,2572957516,177792474,151344060,0,3268,100124219,0,101035134,35414688035,54014136664,152650613948
membench,1,dram,rnd_prefetch,300,26055.000000,15.521528175,101224475,170345567,8435710507,154888,1307703,1997306,2957315,2619719601,2549429569,171314899,149459375,0,5016,100229713,0,100453264,35913517508,60282944644,156131894518
membench,1,pmem,seq,300,38759.000000,13.949167845,102927124,169905163,7536934131,182024,767657,35503,3204840,559106406,479232211,171712410,145597098,0,7331,6080,0,103045472,35292129235,54209774489,151760633398
membench,1,pmem,pgn,300,2469.000000,51.817169051,108041298,179231056,7773566384,265251,100344980,86181,3008924,149020944746,148946598836,179992981,148677614,0,2341,0,0,100273842,35328497828,201431589711,152025754179
membench,1,pmem,rnd,300,2460.000000,51.966619916,101040059,173027941,8281023982,271975,100342879,92358,3012787,148550892219,148480943288,172901576,147560773,0,4563,2397,0,100283359,35824332830,202003481191,155324017717
membench,1,pmem,seq_prefetch,300,37023.000000,14.034674450,102744690,170602805,7763971979,175029,746516,32304,3071110,547207531,457108665,170231284,147160465,0,1431,100178293,0,100208841,35267401581,54535004820,152156726901
membench,1,pmem,pgn_prefetch,300,6221.000000,27.391183129,107545184,178001465,7977240242,222269,538415,59710,2903251,55287128123,55003503963,178854585,148356324,0,1383,100105699,0,100219401,35337560368,106466809899,152490957753
membench,1,pmem,rnd_prefetch,300,6055.000000,28.418142796,102603573,171265950,8469077157,384166,466654,58293,3090960,55385580723,55324084565,172255764,148391039,0,4444,99979887,0,100233244,35831394932,110457350852,155602145813
membench,1,dram,seq,350,40387.000000,14.889063412,104007907,172033839,7559364436,180227,694662,2004479,2921521,124607386,52630935,170506669,144548237,0,5487,0,0,100389418,40289350124,57831379131,171670745643
membench,1,dram,pgn,350,9709.000000,22.725311877,108715875,178289372,7753875888,98867385,100454186,1984725,2973994,31743676953,31669473787,178360579,152414895,0,3320,0,0,100327558,40364687566,88278675018,172093203474
membench,1,dram,rnd,350,9603.000000,24.023349212,100994297,171227905,8257281187,98805244,100895060,2013004,2923461,31213222880,31150107420,171578058,147245810,0,4751,0,0,100249226,40843827116,93290573856,175358295564
membench,1,dram,seq_prefetch,350,38255.000000,15.036925242,104042255,171547296,7752910879,148433,637039,2011202,2938457,125849776,51955412,170989192,151211810,0,3460,100186660,0,100413719,40284301181,58408750116,172097289418
membench,1,dram,pgn_prefetch,350,36697.000000,15.122819671,108907646,178356778,7962832611,714330,681709,2021893,2912574,2528753219,2462319475,177260616,147431505,0,4378,100297651,0,100367500,40395215917,58737771926,172564650042
membench,1,dram,rnd_prefetch,350,26434.000000,16.850042747,100844443,170418630,8433466691,152892,655158,1988219,2907054,2485105941,2420493642,171466594,150160966,0,3875,100422568,0,100393993,40844312650,65427269531,175339937184
membench,1,pmem,seq,350,39339.000000,15.178892223,102793499,170799332,7562798728,184349,711394,34385,3048062,422062459,338687378,170523071,144774029,0,4932,8777,0,100848158,40266326222,58991685768,171822083571
membench,1,pmem,pgn,350,2475.000000,53.023453372,107414626,179159738,7775217490,272986,100355991,90761,3028457,148663168118,148601001023,179847004,147671911,0,2516,4825,0,100291605,40330930920,206132077107,172024855774
membench,1,pmem,rnd,350,2456.000000,54.547828666,101125206,172366190,8246143298,267203,100436142,96429,3072994,148955838068,148865582714,175239884,151568561,0,7658,2122,0,100274074,40814276945,212053425871,175140957132
membench,1,pmem,seq_prefetch,350,37467.000000,15.305169104,102831952,170487540,7762212708,188746,665842,37160,3030069,687209743,375346730,173042606,149697854,0,1375,100251758,0,100328960,40295042019,59479490816,172200470633
membench,1,pmem,pgn_prefetch,350,6521.000000,27.944185359,107515058,178183435,7976616034,218648,543318,59461,2877225,52338017343,52249645852,177393577,144026164,0,1452,100042160,0,100153897,40324602020,108612466630,172504514133
membench,1,pmem,rnd_prefetch,350,6417.000000,29.278977485,101123754,171691357,8455725097,221865,758572,67461,3013842,51928884156,51771321858,171704324,148114083,0,1354,100157736,0,100287745,40853893138,113805376253,175730045285
membench,1,dram,seq,400,40306.000000,16.180399845,104031745,171782333,7559211344,173151,670747,2010888,2976201,151130024,82065331,171016330,145315791,0,4927,0,0,100340425,45295267364,62827719856,191672325500
membench,1,dram,pgn,400,9831.000000,23.854845586,108655274,179287525,7765602096,98311402,100365671,2004483,2902113,31301797824,31255351514,177415160,144222345,0,1386,0,0,100260799,45341975995,92683527890,192044587315
membench,1,dram,rnd,400,9599.000000,25.306065041,102300186,171974111,8262585264,98820098,100323454,2000945,2873497,31268783425,31204035492,171437186,146310132,0,5647,0,0,100290961,45855901306,98296820761,195302147773
membench,1,dram,seq_prefetch,400,38270.000000,16.306012123,102638895,171064680,7756218881,154213,649205,1952878,2884467,153888497,84424802,171355530,144522761,0,2890,100221097,0,101072513,45300726569,63344414449,192159766627
membench,1,dram,pgn_prefetch,400,36778.000000,16.395101720,107604229,176814159,7954407472,181360,707251,1953278,2933539,2418399487,2345087150,177892446,144643678,0,2922,100229518,0,100268452,45357502347,63659718817,192552512484
membench,1,dram,rnd_prefetch,400,26860.000000,17.977771919,101119701,170139658,8433957916,153625,690140,1970311,2894880,2180223964,2112717583,172048798,147950069,0,9906,99900747,0,100516257,45828696038,69819258592,195876434265
membench,1,pmem,seq,400,39635.000000,16.442193619,102875303,170207192,7558159561,198281,680636,43393,2991470,606841592,302433452,173234266,146493323,0,3263,0,0,100313520,45295983039,63902932793,191805619842
membench,1,pmem,pgn,400,2476.000000,54.285256284,107404731,179270876,7768884597,283693,100630470,103492,3053783,148812399088,148615676396,180054222,148236072,0,2518,0,0,100318358,45333576038,211029962815,192035418909
membench,1,pmem,rnd,400,2455.000000,55.870492466,101133386,172015697,8247119337,813405,101065651,94526,3010821,149033512813,148936371116,174285460,150931709,0,5026,9,0,100271338,45833922105,217197013615,195261184703
membench,1,pmem,seq_prefetch,400,37579.000000,16.561688337,104045756,172351700,7779938250,192692,666133,38456,2927772,345273787,261267006,169807988,147342666,0,1386,100182638,0,100292348,45265432552,64366031450,192045352990
membench,1,pmem,pgn_prefetch,400,6787.000000,28.619373984,107505913,178422550,7969352394,217682,517904,55752,2936555,49885762460,49809687078,177237312,144697257,0,1424,100042713,0,100201486,45341918696,111242695295,192483801024
membench,1,pmem,rnd_prefetch,400,6614.000000,29.697412385,101142134,171185225,8462031781,221091,471583,62143,3017135,50079527830,50023202382,172452993,148333614,0,1357,100139123,0,100252463,45851334729,115434555317,195672591235
membench,1,dram,seq,450,40128.000000,17.482832557,104006555,172049779,7559424219,682447,692827,1995033,2933691,159798992,88054973,171376017,149765566,0,4627,0,0,100360413,50321334037,67911130136,211843221832
membench,1,dram,pgn,450,9842.000000,25.145699600,108679040,178863158,7764599215,98368296,100322454,2001924,2939067,31171056733,31112637065,177435464,143013373,0,1367,0,0,100264711,50346820170,97692836464,212099166321
membench,1,dram,rnd,450,9509.000000,26.724864434,100919632,171210712,8252858261,98310064,100276566,1995211,2885711,31647381258,31583416197,171161830,150462725,0,5296,9029,0,100222606,50847216996,103831960896,215386182143
membench,1,dram,seq_prefetch,450,37807.000000,17.632923995,104037828,172369489,7762680413,681562,674945,2008884,2979267,193252595,119953994,170847709,145029483,0,2831,100261037,0,100328079,50302567086,68495780001,212184086602
membench,1,dram,pgn_prefetch,450,37850.000000,17.632015459,108952663,178672283,7954317988,689151,725914,1977204,2928320,2190313367,2116566159,178189471,152247116,0,6260,100100742,0,100507500,50427254515,68479482504,212641648836
membench,1,dram,rnd_prefetch,450,27329.000000,19.269434673,101124592,170601783,8459442109,153935,680266,1991661,2940137,1980874784,1912993486,172158348,146381990,0,1644,100229570,0,100592976,50974926350,74813956867,216009839845
membench,1,pmem,seq,450,39494.000000,17.768337120,103820324,169482498,7559223333,198593,700237,46560,3063621,342502705,249669144,171371219,147787856,0,3487,0,0,100129690,50254112171,69052406677,211797554733
membench,1,pmem,pgn,450,2477.000000,55.570515431,107398458,178894012,7767420479,641984,101017199,92305,3051018,148553432048,148493547055,179865009,144400670,0,2152,0,0,100297170,50331723478,216013403229,212064897996
membench,1,pmem,rnd,450,2457.000000,57.089018082,101119404,171515992,8280279795,783870,100998356,93494,3021141,148882912336,148787491366,174576078,148786367,0,8038,0,0,100296373,50827934776,221924795268,215140664759
membench,1,pmem,seq_prefetch,450,37397.000000,17.882254686,102838500,170516912,7757473357,196622,683047,49075,3046592,585353453,281833932,171276296,144881620,0,2149,100218931,0,100289835,50291130662,69489460566,212144188470
membench,1,pmem,pgn_prefetch,450,7061.000000,29.358185388,107621915,177339317,7957373325,220321,525139,66191,3064410,47837729308,47534191442,180099500,147887444,0,4938,100133324,0,100259308,50359752746,114116023106,212496856750
membench,1,pmem,rnd_prefetch,450,6874.000000,30.224159532,101151433,171472836,8465008578,220276,461535,58430,2973382,47565977617,47560895930,171875953,144427947,0,1438,100170662,0,100329090,50878247235,117474442918,215806339962
membench,1,dram,seq,500,40355.000000,18.757793312,104027132,170323991,7552471038,183196,714255,2011024,2978510,147326669,72831556,171353913,149645581,0,3455,0,0,100303823,55278951175,72863526919,231716106276
membench,1,dram,pgn,500,9839.000000,26.423968645,107300631,177657777,7755600034,98385139,100325645,2017233,2897596,31241045486,31176725268,177304317,145544872,0,5912,8740,0,100215668,55348495562,102656908205,232115615517
membench,1,dram,rnd,500,9615.000000,27.853041212,100860366,171224006,8263314129,98328251,100266977,2006429,2909780,31189058892,31145005333,173367385,146051808,0,1773,0,0,100246061,55853030662,108216557204,235342581166
membench,1,dram,seq_prefetch,500,38284.000000,18.880858404,102662169,170521157,7750872767,156930,688283,2000659,2916824,236310281,113623721,173558101,147892145,0,3354,100171691,0,100345165,55318306929,73318972331,232196666662
membench,1,dram,pgn_prefetch,500,38714.000000,18.829797279,107560903,177301264,7950913557,178645,711418,2029697,2939537,1875104194,1802741932,177595063,145033641,0,4868,100204708,0,100267409,55381617996,73149992712,232592500528
membench,1,dram,rnd_prefetch,500,27540.000000,20.428145698,101240242,171812260,8445381917,155570,659250,1948560,2931659,1799195547,1733010142,170646596,142316346,0,1366,100244012,0,100212764,55855830700,79370859636,235709580253
membench,1,pmem,seq,500,39666.000000,19.003592432,103479524,172833482,7580939160,733564,1050945,49242,2953025,336673367,253050632,170200284,142925280,0,1368,0,0,100247324,55287458335,73847842277,231729042346
membench,1,pmem,pgn,500,2468.000000,57.000974002,108866160,178695587,7781510659,760141,100414357,94442,3013884,149182621649,149079936859,179846940,148505521,0,4797,0,0,100298294,55332345123,221589812497,232033016670
