run,node_kind,access_pattern,spinloop_iterations,throughput,cache_misses
1,pmem,seq,500,1511,356235
1,pmem,rnd,500,989,484966
1,pmem,pgn,500,997,497093
1,pmem,seq_prefetch,500,1513,369442
1,pmem,rnd_prefetch,500,0,383337
1,pmem,pgn_prefetch,500,0,383582
2,dram,seq,0,87565,499438
2,dram,rnd,0,24813,98353140
2,dram,pgn,0,34855,98485502
2,dram,seq_prefetch,0,97181,324858
2,dram,rnd_prefetch,0,24685,1549701
2,dram,pgn_prefetch,0,34211,1831842
2,pmem,seq,0,47596,235821
2,pmem,rnd,0,7122,279333
2,pmem,pgn,0,9636,269727
2,pmem,seq_prefetch,0,47596,227886
2,pmem,rnd_prefetch,0,7114,287721
2,pmem,pgn_prefetch,0,9575,271966
2,dram,seq,50,16244,366704
2,dram,rnd,50,8888,98377376
2,dram,pgn,50,9637,98569241
2,dram,seq_prefetch,50,16178,239539
2,dram,rnd_prefetch,50,13642,231687
2,dram,pgn_prefetch,50,0,302624
2,pmem,seq,50,16126,233425
2,pmem,rnd,50,0,320561
2,pmem,pgn,50,2459,332505
2,pmem,seq_prefetch,50,0,246025
2,pmem,rnd_prefetch,50,4500,290972
2,pmem,pgn_prefetch,50,4717,295254
2,dram,seq,100,0,1657357
2,dram,rnd,100,5095,98384917
2,dram,pgn,100,5451,98599568
2,dram,seq_prefetch,100,6820,231484
2,dram,rnd_prefetch,100,0,242008
2,dram,pgn_prefetch,100,6791,389255
2,pmem,seq,100,6683,261323
2,pmem,rnd,100,2010,351286
2,pmem,pgn,100,2054,342099
2,pmem,seq_prefetch,100,6748,272893
2,pmem,rnd_prefetch,100,3803,295706
2,pmem,pgn_prefetch,100,0,296969
2,dram,seq,150,0,2139135
2,dram,rnd,150,3845,98405198
2,dram,pgn,150,4025,98589291
2,dram,seq_prefetch,150,4751,239887
2,dram,rnd_prefetch,150,4656,227092
2,dram,pgn_prefetch,150,4734,5841914
2,pmem,seq,150,4614,282020
2,pmem,rnd,150,1777,353334
2,pmem,pgn,150,1817,377835
2,pmem,seq_prefetch,150,0,305851
2,pmem,rnd_prefetch,150,3382,299759
2,pmem,pgn_prefetch,150,3500,293357
2,dram,seq,200,3615,669854
2,dram,rnd,200,0,98451035
2,dram,pgn,200,0,98626467
2,dram,seq_prefetch,200,3631,239808
2,dram,rnd_prefetch,200,3602,232600
2,dram,pgn_prefetch,200,3649,6074496
2,pmem,seq,200,3611,291095
2,pmem,rnd,200,1593,392580
2,pmem,pgn,200,1621,383410
2,pmem,seq_prefetch,200,3623,289048
2,pmem,rnd_prefetch,200,0,304434
2,pmem,pgn_prefetch,200,3134,307125
2,dram,seq,250,2931,470743
2,dram,rnd,250,0,98428268
2,dram,pgn,250,0,98617559
2,dram,seq_prefetch,250,2961,243377
2,dram,rnd_prefetch,250,2935,240318
2,dram,pgn_prefetch,250,0,6124147
2,pmem,seq,250,0,294348
2,pmem,rnd,250,0,396236
2,pmem,pgn,250,0,402727
2,pmem,seq_prefetch,250,0,296906
2,pmem,rnd_prefetch,250,0,313878
2,pmem,pgn_prefetch,250,0,316259
2,dram,seq,300,2474,450028
2,dram,rnd,300,0,98439942
2,dram,pgn,300,0,98640035
2,dram,seq_prefetch,300,2473,235649
2,dram,rnd_prefetch,300,0,241353
2,dram,pgn_prefetch,300,0,6159719
2,pmem,seq,300,0,320638
2,pmem,rnd,300,1321,417643
2,pmem,pgn,300,0,417902
2,pmem,seq_prefetch,300,0,312726
2,pmem,rnd_prefetch,300,0,328789
2,pmem,pgn_prefetch,300,2474,326595
2,dram,seq,350,0,449727
2,dram,rnd,350,0,98437935
2,dram,pgn,350,1975,98651566
2,dram,seq_prefetch,350,2142,234615
2,dram,rnd_prefetch,350,2132,368639
2,dram,pgn_prefetch,350,2147,6232244
2,pmem,seq,350,2128,315914
2,pmem,rnd,350,1220,431887
2,pmem,pgn,350,1239,434085
2,pmem,seq_prefetch,350,2142,325674
2,pmem,rnd_prefetch,350,2125,348781
2,pmem,pgn_prefetch,350,2148,354243
2,dram,seq,400,0,518175
2,dram,rnd,400,1713,98453030
2,dram,pgn,400,0,98658474
2,dram,seq_prefetch,400,0,250856
2,dram,rnd_prefetch,400,0,269244
2,dram,pgn_prefetch,400,1888,6235217
2,pmem,seq,400,1877,349139
2,pmem,rnd,400,1131,463186
2,pmem,pgn,400,0,457241
2,pmem,seq_prefetch,400,0,335525
2,pmem,rnd_prefetch,400,1874,364854
2,pmem,pgn_prefetch,400,0,375674
2,dram,seq,450,0,682968
2,dram,rnd,450,1544,98541931
2,dram,pgn,450,0,98720969
2,dram,seq_prefetch,450,1678,248640
2,dram,rnd_prefetch,450,0,252612
2,dram,pgn_prefetch,450,0,4452973
2,pmem,seq,450,1666,356136
2,pmem,rnd,450,0,473682
2,pmem,pgn,450,1068,483283
2,pmem,seq_prefetch,450,0,357356
2,pmem,rnd_prefetch,450,1673,378117
2,pmem,pgn_prefetch,450,1674,391791
2,dram,seq,500,1511,490166
2,dram,rnd,500,0,98533539
2,dram,pgn,500,0,98738268
2,dram,seq_prefetch,500,0,253346
2,dram,rnd_prefetch,500,0,250517
2,dram,pgn_prefetch,500,0,3699791
2,pmem,seq,500,0,365607
2,pmem,rnd,500,77101,481557
2,pmem,pgn,500,997,506324
2,pmem,seq_prefetch,500,0,366613
2,pmem,rnd_prefetch,500,0,402106
2,pmem,pgn_prefetch,500,0,406203
