exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses
membench,2,dram,rnd_prefetch,1000,30498.125000,4.625122895,0.000275,12818136,80322418
membench,2,pmem,seq,1000,42163.671875,5.981816235,0.000278,13002703,80346531
membench,2,pmem,pgn,1000,1999.050781,10.720664183,0.000275,13548587,81167894
membench,2,pmem,rnd,1000,1985.802246,10.743131774,0.000275,12948990,80598673
membench,2,pmem,seq_prefetch,1000,33626.218750,6.018257906,0.000275,13206416,80338447
membench,2,pmem,pgn_prefetch,1000,7118.172363,7.118143001,0.000275,13443760,81099944
membench,2,pmem,rnd_prefetch,1000,6835.041504,7.175291229,0.000275,12789383,80412561
membench,2,dram,seq,1500,43085.992188,5.813628168,0.000404,13040917,80340444
membench,2,dram,pgn,1500,9896.443359,6.589823170,0.000404,13594195,81062654
membench,2,dram,rnd,1500,9551.927734,6.630565475,0.000404,12990237,80376505
membench,2,dram,seq_prefetch,1500,39951.898438,5.837015994,0.000404,13049976,80414055
membench,2,dram,pgn_prefetch,1500,46517.687500,5.791650306,0.000404,13458080,81089068
membench,2,dram,rnd_prefetch,1500,31733.236328,5.898148567,0.000404,12795542,80456453
membench,2,pmem,seq,1500,42747.281250,7.232423758,0.000404,12981617,80502879
membench,2,pmem,pgn,1500,2032.519897,11.937689529,0.000405,13545711,81252518
membench,2,pmem,rnd,1500,2015.881226,11.953607154,0.000404,12932249,80637869
membench,2,pmem,seq_prefetch,1500,39635.667969,7.257285527,0.000404,13033508,80440818
membench,2,pmem,pgn_prefetch,1500,13023.258789,7.766516918,0.000404,13439554,81125720
membench,2,pmem,rnd_prefetch,1500,12079.191406,7.827673386,0.000404,12800186,80491685
membench,2,dram,seq,2000,43075.042969,7.099782124,0.000532,13029426,80438901
membench,2,dram,pgn,2000,9858.540039,7.880918034,0.000532,13611671,81053656
membench,2,dram,rnd,2000,9517.700195,7.918846839,0.000532,12961907,80481873
membench,2,dram,seq_prefetch,2000,39962.753906,7.116754248,0.000532,13142983,80449463
membench,2,dram,pgn_prefetch,2000,46560.789062,7.077654384,0.000532,13462145,81094795
membench,2,dram,rnd_prefetch,2000,31727.398438,7.183085197,0.000532,12848827,80475610
membench,2,pmem,seq,2000,42892.863281,8.517766767,0.000532,12984549,80432524
membench,2,pmem,pgn,2000,2046.574341,13.176228693,0.000532,13568522,81279177
membench,2,pmem,rnd,2000,2026.567383,13.205058000,0.000531,12928273,80687300
membench,2,pmem,seq_prefetch,2000,39645.253906,8.542448854,0.000532,13219296,80499239
membench,2,pmem,pgn_prefetch,2000,21084.591797,8.761884597,0.000532,13417767,81101229
membench,2,pmem,rnd_prefetch,2000,17630.806641,8.849079709,0.000532,12801817,80538057
membench,2,dram,seq,2500,43104.562500,8.386557728,0.000661,13035372,80442464
membench,2,dram,pgn,2500,9943.045898,9.158235552,0.000661,13605438,81168323
membench,2,dram,rnd,2500,9564.883789,9.197406530,0.000661,12976094,80533803
membench,2,dram,seq_prefetch,2500,39880.199219,8.406110951,0.000661,13080005,80445616
membench,2,dram,pgn_prefetch,2500,46619.394531,8.365281011,0.000661,13465184,81165384
membench,2,dram,rnd_prefetch,2500,31692.505859,8.469717036,0.000661,12829583,80520033
membench,2,pmem,seq,2500,42877.601562,9.802516112,0.000661,12987649,80544996
membench,2,pmem,pgn,2500,2059.907959,14.432633676,0.000661,13553805,81318276
membench,2,pmem,rnd,2500,2045.311401,14.457002263,0.000661,12929008,80741961
membench,2,pmem,seq_prefetch,2500,39757.796875,9.832128747,0.000661,13022975,80554471
membench,2,pmem,pgn_prefetch,2500,24744.574219,9.976842559,0.000661,13429704,81213891
membench,2,pmem,rnd_prefetch,2500,20035.462891,10.070779862,0.000661,12795461,80591263
membench,2,dram,seq,3000,43076.894531,9.679887216,0.000790,13067646,80525230
membench,2,dram,pgn,3000,9889.670898,10.448130498,0.000789,13602404,81223571
membench,2,dram,rnd,3000,9571.805664,10.488516380,0.000790,13000216,80594417
membench,2,dram,seq_prefetch,3000,39900.410156,9.691055825,0.000790,13222636,80556111
membench,2,dram,pgn_prefetch,3000,46615.050781,9.652643898,0.000790,13496927,81210439
membench,2,dram,rnd_prefetch,3000,31655.486328,9.758818888,0.000790,12845722,80583328
membench,2,pmem,seq,3000,42895.628906,11.086786511,0.000789,13007313,80602048
membench,2,pmem,pgn,3000,2071.466064,15.702849516,0.000791,13553307,81430365
membench,2,pmem,rnd,3000,2056.827637,15.714563200,0.000790,12934269,80802427
membench,2,pmem,seq_prefetch,3000,39847.464844,11.115148753,0.000789,13034034,80602097
membench,2,pmem,pgn_prefetch,3000,30481.486328,11.184971845,0.000789,13438011,81268692
membench,2,pmem,rnd_prefetch,3000,23449.681641,11.282720802,0.000790,12794326,80629968
membench,2,dram,seq,3500,43076.523438,10.961615829,0.000918,13060107,80598371
membench,2,dram,pgn,3500,9943.728516,11.732366750,0.000918,13636585,81287039
membench,2,dram,rnd,3500,9576.141602,11.787025267,0.000920,12983434,80655862
membench,2,dram,seq_prefetch,3500,40023.855469,10.979262812,0.000918,13244480,80553844
membench,2,dram,pgn_prefetch,3500,46653.324219,10.942895776,0.000918,13477806,81212765
membench,2,dram,rnd_prefetch,3500,31692.808594,11.041524918,0.000918,12877912,80637585
membench,2,pmem,seq,3500,42914.957031,12.376470174,0.000918,12985142,80591695
membench,2,pmem,pgn,3500,2084.776123,16.944118617,0.000918,13566330,81481647
membench,2,pmem,rnd,3500,2069.427734,16.973373668,0.000918,12930516,80865522
membench,2,pmem,seq_prefetch,3500,39902.636719,12.400816049,0.000918,13049401,80597331
membench,2,pmem,pgn_prefetch,3500,36786.343750,12.418223585,0.000918,13424790,81255287
membench,2,pmem,rnd_prefetch,3500,26851.404297,12.511695306,0.000918,12811294,80623767
membench,2,dram,seq,4000,43092.117188,12.245608922,0.001047,13068276,80684337
membench,2,dram,pgn,4000,9876.260742,13.026418656,0.001047,13623505,81349667
membench,2,dram,rnd,4000,9540.928711,13.064851526,0.001047,13000842,80718067
membench,2,dram,seq_prefetch,4000,39963.234375,12.263437880,0.001047,13114249,80617755
membench,2,dram,pgn_prefetch,4000,46512.277344,12.227354066,0.001047,13491317,81324532
membench,2,dram,rnd_prefetch,4000,31736.964844,12.327139476,0.001047,12855887,80634753
membench,2,pmem,seq,4000,35089.687500,13.710754788,0.001047,12995503,80711811
membench,2,pmem,pgn,4000,2096.662598,18.206728350,0.001047,13553512,81537271
membench,2,pmem,rnd,4000,2080.063232,18.230706572,0.001047,12929359,80902190
membench,2,pmem,seq_prefetch,4000,39923.347656,13.687372468,0.001047,13208786,80644798
membench,2,pmem,pgn_prefetch,4000,42867.308594,13.663687507,0.001047,13425836,81366384
membench,2,pmem,rnd_prefetch,4000,30164.638672,13.757320320,0.001047,12792660,80743240
membench,2,dram,seq,4500,42968.246094,13.544774164,0.001177,13096381,80666116
membench,2,dram,pgn,4500,9858.102539,14.328301129,0.001177,13631891,81510422
membench,2,dram,rnd,4500,9521.215820,14.362444544,0.001177,13024838,80783700
membench,2,dram,seq_prefetch,4500,39893.882812,13.568524201,0.001177,13189526,80797305
membench,2,dram,pgn_prefetch,4500,46690.789062,13.525828363,0.001177,13524214,81331773
membench,2,dram,rnd_prefetch,4500,31620.453125,13.627028521,0.001177,12872722,80693629
membench,2,pmem,seq,4500,42926.562500,14.958652465,0.001177,13008305,80780913
membench,2,pmem,pgn,4500,2104.965088,19.487808494,0.001177,13561179,81588800
membench,2,pmem,rnd,4500,2088.660400,19.503591631,0.001176,12939713,80944327
membench,2,pmem,seq_prefetch,4500,39692.777344,14.985617147,0.001177,13216148,80760743
membench,2,pmem,pgn_prefetch,4500,45881.449219,14.947921871,0.001177,13450464,81421698
membench,2,pmem,rnd_prefetch,4500,31300.863281,15.042328546,0.001176,12799421,80793524
membench,2,dram,seq,5000,42930.613281,14.845534385,0.001307,13082798,80787653
membench,2,dram,pgn,5000,9881.022461,15.623068114,0.001307,13651526,81473973
membench,2,dram,rnd,5000,9511.110352,15.664163980,0.001307,13001603,80816599
membench,2,dram,seq_prefetch,5000,39895.156250,14.863139855,0.001307,13272110,80795714
membench,2,dram,pgn_prefetch,5000,46533.921875,14.828510044,0.001307,13511705,81435940
membench,2,dram,rnd_prefetch,5000,31627.554688,14.929731493,0.001307,12906133,80824174
membench,2,pmem,seq,5000,42793.746094,16.262416774,0.001307,12996639,80812165
membench,2,pmem,pgn,5000,2110.478760,20.771182026,0.001307,13571570,81648391
membench,2,pmem,rnd,5000,2094.241699,20.800219948,0.001307,12928891,80999696
membench,2,pmem,seq_prefetch,5000,39788.167969,16.286877851,0.001307,13060332,80809080
membench,2,pmem,pgn_prefetch,5000,46418.359375,16.247945930,0.001307,13432576,81475691
membench,2,pmem,rnd_prefetch,5000,31530.224609,16.341621255,0.001307,12811487,80842181
membench,2,dram,seq,10000,42228.480469,27.802482673,0.002602,13177911,81347405
membench,2,dram,pgn,10000,9927.725586,28.572746237,0.002602,13703832,82013141
membench,2,dram,rnd,10000,9591.544922,28.609821088,0.002602,13073219,81332716
membench,2,dram,seq_prefetch,10000,39481.375000,27.818314487,0.002602,13338881,81289860
membench,2,dram,pgn_prefetch,10000,46169.968750,27.782783050,0.002602,13565748,81953219
membench,2,dram,rnd_prefetch,10000,31602.167969,27.879883660,0.002602,12948521,81376220
membench,2,pmem,seq,10000,42284.011719,29.213785822,0.002602,13001926,81332912
membench,2,pmem,pgn,10000,2112.399902,33.720790160,0.002602,13555514,82107788
membench,2,pmem,rnd,10000,2097.363281,33.737513021,0.002602,12931880,81518896
membench,2,pmem,seq_prefetch,10000,39533.660156,29.238873863,0.002602,13070984,81334080
membench,2,pmem,pgn_prefetch,10000,46072.972656,29.198234886,0.002602,13443421,81994984
membench,2,pmem,rnd_prefetch,10000,31353.664062,29.294784161,0.002602,12811104,81353576
membench,2,dram,seq,15000,42487.199219,40.665437155,0.003888,13287484,81937075
membench,2,dram,pgn,15000,9901.873047,41.441504885,0.003889,13757174,82551564
membench,2,dram,rnd,15000,9548.946289,41.474556672,0.003888,13157928,81953737
membench,2,dram,seq_prefetch,15000,39512.105469,40.682701171,0.003888,13340506,81843614
membench,2,dram,pgn_prefetch,15000,46135.886719,40.641351324,0.003889,13676523,82568772
