exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses,L1-dcache-loads,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d.replacement,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,context-switches,cpu-cycles,instructions,mem_load_retired.l3_miss,mem_load_l3_miss_retired.local_dram,mem_load_retired.local_pmm
membench,1,dram,pgn_prefetch,0,20604.380859,7.980425081,0.000016,107283010,175771124,7923403974,179226,328886,1959300,2793548,11938294662,11879096815,178272130,152464341,99936105,6165,0,0,61728,5503970994,7,31007216224,33402461556,542470,166455,0
membench,1,dram,rnd_prefetch,0,17762.302734,8.756606263,0.000016,100996060,169899146,8328241246,152669,302541,2020736,2839927,13283649683,13235736800,171629496,151348556,99401824,5772,10075,0,50756,5998809409,16,34015457095,36782843529,143178,139688,0
membench,1,pmem,seq,0,29670.693359,6.733821172,0.000016,102645457,170135871,7533346015,160386,473224,23255,2823575,4183490571,4121992886,170517422,148784458,0,1505,6362,0,51263,5411896141,14,26136494028,32552836332,159903,135645,13461
membench,1,pmem,pgn,0,2402.030762,44.993004188,0.000016,107374961,178137667,7759679849,259167,100283351,86190,2919855,154560866537,154235814980,181202555,146501736,0,1408,0,0,128143,5518888324,66,174901257355,32994123065,98315572,133315,98148731
membench,1,pmem,rnd,0,2384.984131,45.272650620,0.000016,101031668,170863740,8122436103,247240,100380245,82968,2915585,154013382069,153937328366,172597094,146040785,0,3206,5304,0,154169,6033015788,50,175986680093,36554076238,98253572,138841,98068664
membench,1,pmem,seq_prefetch,0,27808.134766,6.955210167,0.000016,105263686,173001056,7753112308,895998,480258,24305,2845732,4432083100,4342368525,169841599,146078155,100170291,1430,0,0,49779,5426173762,17,26998780160,33010631753,149555,135459,8
membench,1,pmem,pgn_prefetch,0,4498.152832,25.578018962,0.000016,107136354,176198971,7903685146,217441,398209,53590,2919494,79518668412,79449897258,178403075,145809031,100192391,5559,2103,0,95116,5549331637,22,99432645843,33701041300,193953,140709,26680
membench,1,pmem,rnd_prefetch,0,4363.290039,26.275259955,0.000016,100804674,171625674,8370638927,212304,362094,52370,2862178,80534322964,80474717237,171947582,146785174,100135708,1438,9074,0,128430,6017241102,36,102118520830,36955044380,165651,135842,802
membench,1,dram,seq,500,42926.875000,18.486818397,0.000146,102675577,171573814,7557060394,945208,1629815,2031545,2923478,155294115,67867163,172080009,149501545,0,2486,0,0,100313519,55502286835,19,71815288230,232815667617,149733,149335,0
membench,1,dram,pgn,500,9881.495117,26.283607695,0.000146,107235394,176517783,7738397999,98254003,100327959,1995621,2859224,31675271883,31607435403,179178491,151756058,0,5329,0,0,100212419,55542292931,38,102116937223,232991864789,98627017,98401251,0
membench,1,dram,rnd,500,9548.032227,26.668450951,0.000146,101686372,172124434,8136513538,98927641,100618305,1995974,2844201,31658828660,31596477710,172660837,153399638,0,3569,0,0,100528156,56074068889,41,103608406949,236505829505,98425087,98413002,0
membench,1,dram,seq_prefetch,500,39697.820312,18.702031267,0.000146,104167148,169970193,7731335751,154544,820164,1977384,2920074,182659563,94238530,172661275,153167251,99786184,5060,7338,0,100376628,55503358491,31,72634642721,233259117529,137810,136852,0
membench,1,dram,pgn_prefetch,500,38946.785156,18.731350152,0.000146,108689134,176005164,7937790878,174508,352604,1988524,2801846,1785366031,1731410914,179061323,152826316,99822093,6073,0,0,100329358,55617034058,16,72789951515,233671075994,743585,733218,0
membench,1,dram,rnd_prefetch,500,27925.316406,19.770430382,0.000146,100770166,170118519,8339164205,161262,330994,2015731,2805159,1861059122,1805745216,172653514,153574002,99836856,3888,0,0,100249856,56066107036,35,76834452939,237073550459,149888,143581,0
membench,1,pmem,seq,500,41958.523438,18.779273464,0.000146,102709269,169876485,7509959143,192999,847483,51002,2947776,373064450,309262306,173911365,146983010,0,5534,0,0,100079690,55422126815,23,72917533092,232692878663,181484,139999,15446
membench,1,pmem,pgn,500,2380.915039,58.762228199,0.000150,107423119,178390736,7770398494,284911,100414299,102552,2930988,155721503552,155598968128,179958987,146585034,0,1385,0,0,100226203,55523750202,83,228424097404,233029454750,98879521,725537,98126723
membench,1,pmem,rnd,500,2363.292236,58.725237130,0.000147,101084328,171718769,8098912922,278985,100415562,102201,2930829,155763354079,155432481500,176181662,147567509,0,5590,0,0,100141441,56032405376,75,228289924910,236533729207,98369581,133792,98210277
membench,1,pmem,seq_prefetch,500,35212.480469,19.274833238,0.000147,105894320,173106595,7745365610,204234,831898,51399,2968792,1438573570,1343607133,171330788,147380762,100023956,1412,0,0,100200263,55451916735,26,74802388907,233318388495,194160,703106,303
membench,1,pmem,pgn_prefetch,500,6306.855469,32.248806831,0.000146,107121323,176833591,7919807625,230425,402677,63197,2875979,54753319795,54680109832,179327497,146447446,99946508,5633,3132,0,100086244,55531712351,29,125366024610,233664302530,191136,140793,16758
membench,1,pmem,rnd_prefetch,500,6061.698730,32.908712913,0.000146,102475863,173689371,8376542731,224086,379078,63574,2876320,55430175362,55362859302,172010411,146124116,100055795,1418,0,0,100156033,56033080867,50,127921651836,237018558596,171287,581627,2156
membench,1,dram,seq,1000,43034.410156,31.344581670,0.000275,102561598,170650095,7546980897,534548,1210545,2000306,2872931,105306802,47536033,172451853,144482291,0,2063,0,0,100270622,105525237634,33,121803509404,432821998145,180087,177638,0
membench,1,dram,pgn,1000,9838.939453,39.202981561,0.000275,107175645,176835865,7732872145,98336925,100248973,1980949,2892632,31870876370,31815717126,179937238,153026764,0,6615,10432,0,100245104,105586932147,59,152333739594,433206755104,98396778,98403365,0
membench,1,dram,rnd,1000,9612.334961,39.463571674,0.000275,100878940,170461184,8138936174,98329825,100265757,1949380,2838867,31408820705,31353813021,175301185,156454930,0,3526,1398,0,100224247,106089065162,57,153331860004,436620650082,98378887,98386308,0
membench,1,dram,seq_prefetch,1000,39753.417969,31.562987839,0.000275,104081013,170274024,7738906857,157377,425596,1961049,2825729,110345643,50455602,173739486,153211486,99958816,6841,27,0,100241794,105485340932,49,122633446107,433187753670,154981,141770,0
membench,1,dram,pgn_prefetch,1000,43820.304688,31.316546104,0.000275,108606731,176228543,7931968434,186978,393226,1939748,2814188,661939578,601540426,179830274,154421039,99891181,3309,0,0,100222278,105633674923,45,121694829069,433779140256,771138,765297,0
membench,1,dram,rnd_prefetch,1000,30484.736328,32.347599077,0.000275,100679800,170752736,8328923702,152868,352467,2037991,2864123,656513821,596947208,172975702,152722432,99929868,3664,7667,0,100244776,106102594026,46,125673694523,437181343735,140109,135547,0
membench,1,pmem,seq,1000,42686.644531,31.608230684,0.000275,102772587,171883718,7575951635,924971,1226789,63019,2860892,196439350,127580230,171261956,150852050,0,1419,22,0,100198096,105475219602,29,122862259390,432790158010,189221,139429,14426
membench,1,pmem,pgn,1000,2399.671875,70.924807888,0.000275,109075563,181007344,7739041945,313465,100464742,123110,2948398,154407671404,154316054596,180229754,146087661,0,5560,0,0,100217842,105528168572,65,275713922212,433180585559,98313650,142010,98097342
membench,1,pmem,rnd,1000,2381.547607,71.268541946,0.000275,102765495,172938712,8140800037,310505,100471871,124930,2938383,154264069821,154174723977,173986001,146140027,0,5411,0,0,100182421,106033228337,63,277057157512,436537288391,98819724,688705,98061667
membench,1,pmem,seq_prefetch,1000,39175.710938,31.815619561,0.000275,103133677,170257549,7691623520,207853,448667,62845,2853489,317354014,250553745,172660502,148594305,99986835,11286,9061,0,100123776,105412901606,31,123670335591,433006726215,171170,139831,154
membench,1,pmem,pgn_prefetch,1000,10993.398438,38.357230577,0.000275,108770323,177273678,7917402407,243807,414393,71618,2898956,28462012147,28383489285,179116291,145365390,100006502,9017,0,0,100145271,105531934541,38,149110147485,433618838938,807008,749665,16507
membench,1,pmem,rnd_prefetch,1000,10320.125000,38.964020666,0.000275,100827915,171462352,8288610683,245012,398866,72743,2901103,28858366560,28784306148,173650348,148563427,100000433,5546,0,0,100134793,105978732614,38,151470311506,436826404871,741872,698503,3111
membench,1,dram,seq,1500,42964.128906,44.228408690,0.000404,102572436,171881287,7572252530,161097,422980,2054286,2861872,97227253,39981604,173128201,148337591,0,3703,7680,0,100270492,155498577841,41,171845454090,632803225021,142944,143291,0
membench,1,dram,pgn,1500,9858.360352,52.052076972,0.000404,107194330,177442726,7737559811,98389005,100318124,2026134,2879950,31794672419,31720683014,180490511,153801509,0,6983,10110,0,100246441,155600003318,74,202218947736,633129673530,98384231,98375965,0
membench,1,dram,rnd,1500,9482.206055,52.470889252,0.000404,100916878,170756755,8132207109,98352004,100297518,2017693,2900281,32262491686,31936781723,175920563,152511729,0,5755,0,0,100253040,156107514819,74,203848262906,636588050006,98363154,98347882,0
membench,1,dram,seq_prefetch,1500,39865.382812,44.430070390,0.000404,105910402,171098121,7735509902,150916,410664,2017342,2860329,98478948,37244397,173679726,153001525,99926086,2265,0,0,100259086,155526734843,61,172624728093,633359189199,553938,682402,0
membench,1,dram,pgn_prefetch,1500,46540.203125,44.060811144,0.000404,107023850,177227003,7955424561,184173,416412,1972811,2822987,125290363,58572082,180580724,152921127,99979375,5639,0,0,100800260,155574492215,65,171202003376,633761215714,244594,159030,0
membench,1,dram,rnd_prefetch,1500,31654.333984,45.105967212,0.000404,100695573,169733889,8337280187,162366,384073,1956891,2827183,114129140,50005940,175013271,155807666,99948853,6500,10445,0,100240465,156130639717,39,175258654578,637385968839,145992,142181,0
membench,1,pmem,seq,1500,39491.695312,44.664047755,0.000404,102820818,170967206,7511310578,234067,469388,79068,2877086,166801258,90133298,172720148,146609710,0,5640,5571,0,100114939,155425533615,36,173619585334,632615138526,221351,135671,36436
membench,1,pmem,pgn,1500,2416.086426,83.512867798,0.000404,109113674,182083208,7770268924,992504,100512375,150549,2950518,153349882887,153232269163,181278315,154111425,0,1792,0,0,100360050,155540113235,69,324650683622,633140749041,98432163,132764,98216748
membench,1,pmem,rnd,1500,2394.576660,83.901832648,0.000404,101176276,173495647,8148522692,334496,100502999,141024,2966119,153373398341,153258934585,176292651,153006212,0,1507,726,0,100254627,156026312226,80,326162961559,636540753727,98397208,133871,98192884
membench,1,pmem,seq_prefetch,1500,39001.406250,44.699179416,0.000404,106341834,173618744,7748205092,230961,441561,80604,2901512,361310292,279760158,172439879,152624230,100018192,6885,0,0,100226543,155431724561,44,173735571062,633129750892,202756,725522,264
membench,1,pmem,pgn_prefetch,1500,25949.470703,45.986751955,0.000404,107250390,178304484,7981752507,264203,441974,83493,2920274,6898490152,6814644682,178973348,144680867,100061450,1472,5592,0,100172552,155546591118,56,178773148721,633740756275,200033,135107,17337
membench,1,pmem,rnd_prefetch,1500,21076.099609,46.902232365,0.000404,102496109,174367159,8355461541,256250,411485,84922,2909587,6608274819,6533257005,172963425,151242160,100016719,3222,0,0,100208409,156035091460,63,182319694872,637113521136,186781,141602,4162
membench,1,dram,seq,2000,43081.000000,57.082321612,0.000532,102494230,169729818,7540983719,189154,491235,1926183,2831108,108749296,44803863,175162906,148693976,0,1819,0,0,100252087,205452478339,49,221795046113,832714793204,469387,137497,0
membench,1,dram,pgn,2000,9832.000977,64.968363471,0.000533,107182583,178000752,7740558441,98416390,100378619,2021269,2914902,32226716694,31902717384,183084501,153887189,0,5590,0,0,102815235,205619777943,95,252454162786,833316210958,98392117,98395206,0
membench,1,dram,rnd,2000,9597.792969,65.221589489,0.000533,100919643,171714940,8153905494,99142338,101143294,2009026,2890562,31487491676,31426086296,174833333,153701597,0,2420,0,0,100297347,206111039367,86,253413827353,836767898404,98343337,98349625,0
membench,1,dram,seq_prefetch,2000,39831.734375,57.302085673,0.000532,102903186,172508742,7760793025,915797,1215178,2027510,2890437,105262304,40643423,174338393,152068922,99971417,6436,0,0,100310251,205537140293,50,222656885304,833345828401,140116,135361,0
membench,1,dram,pgn_prefetch,2000,46564.753906,56.939377443,0.000532,107671028,179613815,7941582935,926971,891560,1970956,2928529,115075054,48808091,181543843,152233766,99943825,4196,27,0,100428248,205646873370,79,221201617539,833925882974,161821,157850,0
membench,1,dram,rnd_prefetch,2000,31681.132812,57.977003310,0.000533,102307481,171642178,8335968989,165097,419019,2010374,2859967,108403777,43782087,174873146,153945872,99942360,2408,0,0,100285002,206119332730,101,225243447904,836990687251,717256,713664,0
membench,1,pmem,seq,2000,42983.593750,57.326781440,0.000532,102936513,173150539,7590352102,266893,492903,104670,2880391,154450053,127069432,174843077,149950526,0,1430,0,0,100236689,205446044479,49,222827964136,832788916214,200455,133386,5763
membench,1,pmem,pgn,2000,2427.496338,96.191881961,0.000532,107538134,181421586,7739025829,1104841,101294441,162418,3002700,152636597098,152510780700,181895497,152361161,0,9460,27,0,100263183,205527811515,86,373937723735,833106025845,98339568,139907,98114280
membench,1,pmem,rnd,2000,2405.985107,96.577102663,0.000532,101277545,174051836,8150965627,372308,100555517,164349,2978256,152630849814,152520220812,175250563,152024421,0,1457,5561,0,100273184,206033321427,81,375430754288,836520265930,98319587,133274,98098384
membench,1,pmem,seq_prefetch,2000,39523.128906,57.533691136,0.000532,104447374,171666592,7722389649,266329,479512,103975,2915140,241069118,157452550,173346495,152182202,100005406,10292,0,0,100735124,205432076283,56,223658181687,832954405280,798659,744255,330
membench,1,pmem,pgn_prefetch,2000,28376.046875,58.512697701,0.000532,108937516,179779128,7995715110,299676,477707,110121,2920425,5579957640,5482194178,179309180,146102212,100030441,1418,0,0,100210423,205573606905,84,227459899848,833766680512,651122,688895,9957
membench,1,pmem,rnd_prefetch,2000,22140.687500,59.537926053,0.000533,100888546,172463885,8332845612,286382,441012,107997,2907419,5558358972,5473871942,173780634,152002857,100011140,5375,7400,0,100205090,206004265847,61,231446408292,836993996361,195845,135684,5064
membench,1,dram,seq,2500,43070.683594,69.977046997,0.000661,102482710,172745975,7553229539,264170,1255069,2026265,2904889,117075533,49004197,174750024,152430265,0,4819,0,0,100305094,255525037923,68,271852696180,1032783165524,142844,142566,0
membench,1,dram,pgn,2500,9906.959961,77.761290538,0.000661,107168044,179616001,7749844805,98437799,100425716,1999432,2986145,31652607030,31571270644,181928765,151660251,0,6575,4898,0,100313942,255585900531,111,302093994058,1033100555858,98403199,98381176,0
membench,1,dram,rnd,2500,9555.478516,78.129813804,0.000661,102517647,172495505,8134331203,98386787,100408145,2010441,2992970,31667382783,31592724412,175859872,150524258,0,2430,0,0,100346732,256125740296,105,303592158527,1036527845723,98932431,98919292,0
membench,1,dram,seq_prefetch,2500,39962.707031,70.163454305,0.000661,102912064,171745827,7745955635,160951,491329,2040432,2942259,433813546,104455915,177499610,155216632,99978898,3818,0,0,100336166,255527323087,59,272623075824,1033270123034,138882,138057,0
membench,1,dram,pgn_prefetch,2500,46647.035156,69.800783115,0.000661,106995599,177778984,7934153018,191954,1271792,1992229,2874335,125599775,55047180,181688573,154253997,99957705,2497,0,0,100297285,255622852607,90,271192038924,1033756389870,161671,156750,0
membench,1,dram,rnd_prefetch,2500,31628.703125,70.864190960,0.000662,100698652,172695940,8357453467,170526,443971,1980877,2901691,444191408,109236248,175876638,152153831,99984074,2805,0,0,100324268,256129884890,61,275288448118,1037367540534,144345,140123,0
membench,1,pmem,seq,2500,43088.386719,70.179376867,0.000661,103004328,173449502,7585578997,289843,519941,119893,2924710,157798487,67898375,173520209,148083363,0,1517,7453,0,100261270,255446505950,67,272822940124,1032753666369,205841,132779,4640
membench,1,pmem,pgn,2500,2436.453369,108.901287484,0.000661,107620508,180977449,7753357594,395715,100609000,185595,3026134,152023041651,151893801303,182373485,152120831,0,5538,5940,0,100326761,255537305453,85,423355384647,1033141886373,98367851,137903,98130530
membench,1,pmem,rnd,2500,2415.286133,109.272155535,0.000661,101313123,175201701,8170132576,396775,100577551,189444,3031276,152012246685,151886420988,175509702,151363330,0,1462,49,0,100318145,256004849136,79,424786930682,1036431817343,98975010,686434,98194349
membench,1,pmem,seq_prefetch,2500,39896.906250,70.385483963,0.000661,105505532,173026556,7774813805,286361,512474,119383,2930885,184663309,93198645,173357545,145359953,100024736,1429,0,0,100297385,255460093449,97,273616114200,1033025701611,756532,688243,316
membench,1,pmem,pgn_prefetch,2500,34059.839844,70.794932449,0.000661,107305036,179653037,7945575794,323140,504704,126454,2958043,3260364235,3163530436,180311803,149592041,99998146,5604,8742,0,100265550,255524468684,64,275215116368,1033610145610,226418,138912,18729
membench,1,pmem,rnd_prefetch,2500,25446.937500,71.815460608,0.000661,100938055,174875324,8328892683,1038146,1200082,125459,2940486,3235187995,3143917728,174701117,151907078,100005920,5577,0,0,100280850,256052304296,60,279193281920,1037060063599,205005,134238,6200
membench,1,dram,seq,3000,43068.027344,82.845090974,0.000790,102510272,172826256,7557645578,167002,526968,1976962,2905518,133289645,77348959,178465147,152844062,0,5094,38,0,100416537,305540055965,112,321874029901,1233014235142,146396,140724,0
membench,1,dram,pgn,3000,9876.804688,90.657728976,0.000790,107237436,179240261,7743948525,98502564,101118805,2024983,2929153,31829137376,31697447230,182351125,154567211,0,2965,0,0,100411375,305623877705,120,352239446132,1233209174952,98439724,98427136,0
membench,1,dram,rnd,3000,9644.216797,90.913675108,0.000790,100943253,175339280,8179501284,99145803,101213141,2037399,2981386,31310108253,31247129253,176421733,152652232,0,4625,0,0,100345989,306120763926,118,353233670259,1236849472409,98340126,98353154,0
membench,1,dram,seq_prefetch,3000,39978.972656,83.045788429,0.000790,102952812,172641577,7748763878,160317,530493,1999450,2918383,125370071,51355110,175305847,152488716,99979119,4332,0,0,100371916,305473164863,147,322618207487,1233202594846,634026,138512,0
membench,1,dram,pgn_prefetch,3000,46622.199219,82.672391945,0.000790,107036370,179894461,7961474665,204676,533024,2012264,2920788,137349772,63390909,184680252,152860442,99956956,6893,0,0,100376757,305625867076,148,321204699884,1233777189840,169517,161483,0
membench,1,dram,rnd_prefetch,3000,31667.205078,83.708663488,0.000790,100633646,173129011,8348117974,173608,794573,1996120,2912093,307194279,84412241,175956239,153408940,99971237,5237,44,0,100394441,306169076948,99,325313628738,1237440263469,148246,141163,0
membench,1,pmem,seq,3000,43084.859375,83.029618315,0.000789,103055483,172984848,7502761675,312356,563361,139014,2998635,173802457,76538011,174760960,146948399,0,5647,7475,0,100312361,305396192296,75,322778689151,1232605971502,214589,136178,5498
membench,1,pmem,pgn,3000,2447.848145,121.576105631,0.000790,107652976,181548193,7737944896,429731,100650074,203124,3065815,151289322990,151152465810,182592517,150531782,0,5653,5263,0,100425845,305536992036,95,472633304167,1233172332315,98366131,134946,98123338
membench,1,pmem,rnd,3000,2426.907715,121.957902443,0.000790,103006325,175498401,8176143294,429504,100635318,211191,3062385,151276647474,151140787063,176036883,151394042,0,1418,0,0,100385027,306046672430,101,474110636072,1236581721147,98878354,705753,98079598
membench,1,pmem,seq_prefetch,3000,39878.531250,83.244523027,0.000790,105143972,176219454,7779801722,316571,617696,138452,3011513,195174604,92651849,174480139,145251524,100012483,1418,32,0,100353063,305442128529,80,323618646702,1233182980954,215759,135432,259
membench,1,pmem,pgn_prefetch,3000,38380.601562,83.337872665,0.000790,108982297,182869634,7996348218,1078574,555233,143840,2987696,1988849916,1882954795,180927920,147267184,100025273,1408,0,0,100362009,305560089051,80,323991711998,1233705919544,237216,138821,20315
membench,1,pmem,rnd_prefetch,3000,27711.001953,84.364955002,0.000790,100999958,173440524,8330685558,344721,505324,147322,2988059,1978680770,1878812936,174895322,151815998,100008575,8291,0,0,100316323,305965122512,69,327971930145,1236862241715,791027,137685,7375
membench,1,dram,seq,3500,43056.531250,95.715171447,0.000918,102530820,172946304,7543992986,163341,557991,1990120,2932197,133650881,57949461,176466834,152934218,0,5410,0,0,100337575,355484509834,124,371907284606,1432876070714,480297,136120,0
membench,1,dram,pgn,3500,9872.611328,103.532518361,0.000919,107223661,180376031,7748262131,98513626,100528152,2046038,3006978,31798302357,31722379945,182964521,153595739,0,5218,7320,0,100576648,355628878619,80,402274746914,1433408659622,98430424,98434396,0
membench,1,dram,rnd,3500,9631.878906,103.793786930,0.000919,100912119,173980871,8159207781,98421118,100505661,2033319,2987085,31392043624,31309994975,177012581,155211286,0,3470,7333,0,100456430,356122388803,138,403302522718,1436609681977,98367568,98349672,0
membench,1,dram,seq_prefetch,3500,39977.484375,95.898119749,0.000919,102933639,172878546,7742642915,155613,558777,1991333,2939826,134638399,57056893,176539231,153233872,99966376,2573,0,0,100362904,355489064108,145,372660590040,1433282324539,695531,691403,0
membench,1,dram,pgn_prefetch,3500,46649.359375,95.524667972,0.000918,107045054,180159719,7959529575,199139,547085,2080593,3014874,144526943,66973460,182534589,153679659,99969997,2766,7332,0,100450777,355607551415,70,371207564520,1433925320298,165155,160990,0
membench,1,dram,rnd_prefetch,3500,31721.087891,96.565029120,0.000919,100692325,174320758,8346777420,170563,505881,2068786,3057580,463091079,120844797,179119824,151515912,99981436,6601,0,0,100442621,356129514092,171,375237218600,1437296269888,149755,148829,0
membench,1,pmem,seq,3500,43108.371094,95.902344984,0.000918,103087755,173911322,7542016481,336274,589486,153664,2956409,191186484,83810402,175202629,152604854,0,7225,0,0,100356086,355413930258,76,372821182741,1432458862877,798239,698291,5573
membench,1,pmem,pgn,3500,2455.658203,134.320580559,0.000918,107733669,182186940,7742182025,461305,100689639,222733,3080041,150902426450,150718309372,185842621,152848539,0,4379,27,0,100883894,355523171164,103,522191681424,1433110643670,98394034,138825,98133513
membench,1,pmem,rnd,3500,2442.918213,134.561496659,0.000919,101469425,178171310,8219483307,1250253,101535798,229869,3106190,150272326491,150130037413,177034486,145693923,0,1408,11,0,100440826,356081392561,173,523128541158,1436719667088,98458603,138516,98198089
membench,1,pmem,seq_prefetch,3500,39991.457031,96.108760182,0.000918,104618482,173691907,7742862604,1050099,1314109,153647,2976204,193516167,85252987,175237490,151781779,100007946,5539,0,0,100801825,355417986359,85,373627142142,1433108701066,223806,133062,140
membench,1,pmem,pgn_prefetch,3500,42563.117188,95.940511037,0.000918,107364381,180753677,7955486830,371538,588291,173250,2987103,1346099848,965942133,181672768,152454151,100004523,1446,0,0,100356465,355525570905,77,372981720268,1433702156713,243739,134134,21498
membench,1,pmem,rnd_prefetch,3500,29822.455078,96.990808117,0.000919,101138734,175563824,8386119814,1112354,1339558,170912,3007073,1005539392,888265970,174947906,144899209,100018292,1441,0,0,100363051,356069050280,79,377056582639,1437102332273,235728,131367,8942
membench,1,dram,seq,4000,43001.964844,108.591662353,0.001047,104086299,176777957,7554733284,912277,616598,2058483,3099463,141628689,63670009,176884031,144779314,0,1825,0,0,100446694,405513883837,187,421871521819,1632711215930,149836,145180,0
membench,1,dram,pgn,4000,9943.675781,116.354954011,0.001048,107208247,180621343,7754146360,98499098,101285082,1985977,3005370,31577776360,31459486501,183974327,153464920,0,4301,71,0,100460279,405621667672,157,452017109734,1633145619686,98443166,98421852,0
membench,1,dram,rnd,4000,9574.052734,116.741027095,0.001048,100954742,174775515,8172282261,98415307,100558436,2008008,3021366,31632444059,31537621550,177467083,154373609,0,6422,10068,0,100695090,406119366170,117,453561993897,1636648854901,98363561,98346875,0
membench,1,dram,seq_prefetch,4000,39976.527344,108.786248491,0.001047,104195107,174566609,7764242079,443999,1353047,1992617,2957996,141053387,58643304,176996461,152388387,99978883,4356,0,0,100447597,405544605767,138,422678611078,1633455584467,138720,135787,0
membench,1,dram,pgn_prefetch,4000,46581.480469,108.450124695,0.001048,106985510,180067405,7946079423,206710,574318,1989836,3000964,152023128,117071050,185944447,154009440,99965171,2486,38,0,100415901,405626370834,143,421273125754,1633724977363,170615,169104,0
membench,1,dram,rnd_prefetch,4000,31654.884766,109.454403371,0.001048,100723870,174462731,8358747865,179179,542753,2093819,3018446,147436134,66345325,176888175,154483319,99996512,2243,0,0,100669756,406140441426,88,425279487327,1637005433332,708537,701905,0
membench,1,pmem,seq,4000,43074.187500,108.771784532,0.001047,103419406,176777779,7554305589,1110184,1295937,181715,3011804,209111840,93422523,175523432,146463075,0,3597,0,0,100420441,405406782754,146,422849085921,1632665650733,248233,139334,6023
membench,1,pmem,pgn,4000,2464.820312,147.048996206,0.001047,109455453,185391602,7804592793,1162991,100714099,243043,3135001,150268590629,150113150956,183401062,149009847,0,1385,16,0,100491029,405560645095,133,571676216080,1633131957895,98424403,142273,98156463
membench,1,pmem,rnd,4000,2450.693604,147.278675651,0.001047,101503582,175689427,8123355056,487167,100724710,247232,3111812,149726065412,149580889701,177813590,148570779,0,5575,5311,0,100809795,405977734659,131,572541068517,1636520327888,98379768,134904,98120229
membench,1,pmem,seq_prefetch,4000,40021.867188,108.968942192,0.001047,103635278,174558892,7751924133,370908,623341,185353,3016852,533573908,152973826,176926930,151614587,100006440,3069,0,0,100408340,405429530305,104,423632486921,1633178757771,240842,137463,0
membench,1,pmem,pgn_prefetch,4000,45334.265625,108.687801447,0.001047,107473197,184536757,8002728904,1111903,1412544,185221,3000906,484873744,357784164,181707347,150245220,100022102,1430,0,0,100393902,405578009679,88,422543935353,1633790589756,329002,136060,94198
membench,1,pmem,rnd_prefetch,4000,31179.396484,109.685937944,0.001047,101127333,173997348,8326029595,398645,562126,190389,3036341,425591394,305209403,178140995,146228062,99980900,11232,0,0,100640514,406011084735,119,426414149915,1637068369348,246699,131775,10009
