exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds_time_elapsed,cache-misses,L1-dcache-load-misses,L1-dcache-loads,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d.replacement,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,cpu-cycles,instructions
membench,1,pmem,seq_prefetch,300,36483.000000,14.097856078,103452255,170617095,7721064439,185227,735669,43832,3020323,721360517,629176388,173349129,156086304,99728998,7080,1823,0,100242889,35305502049,54784313189,152319770124
membench,1,pmem,pgn_prefetch,300,6162.000000,27.568555902,109298612,177738088,7943830882,209272,436199,53044,3174709,55678125418,55593245966,179514645,150149928,99974748,5477,4200,0,100253988,35329274578,107164669653,152432427827
membench,1,pmem,rnd_prefetch,300,6052.000000,28.492350687,104110178,173408973,8477898227,205039,414222,54644,2936153,55662902750,55615562194,171150272,146000109,100130020,1372,0,0,100239348,35826756563,110767349582,155717967458
membench,1,dram,seq,350,40387.000000,14.884285750,104031764,171809359,7556698801,179891,677160,2016534,2922448,120736937,52048612,170265262,144120835,0,2776,0,0,100339001,40259132739,57803384490,171618877805
membench,1,dram,pgn,350,9794.000000,22.621980755,107357465,176609561,7748399133,98414456,100439324,2010230,2927553,31391580854,31317067032,178238331,149013772,0,2073,6295,0,100233807,40350279293,87871992228,172093239959
membench,1,dram,rnd,350,9607.000000,24.022553058,100901973,172152621,8259283615,98745991,100907482,1990065,2944624,31204949584,31146489678,171949584,149482514,0,1586,0,0,100310672,40853425734,93333459818,175308694956
membench,1,dram,seq_prefetch,350,38138.000000,15.038153548,104416325,171647269,7755433213,152959,618797,2005494,2964662,129930355,61373055,171279490,149276274,100010042,2164,0,0,100394942,40286973905,58406625310,172081731835
membench,1,dram,pgn_prefetch,350,36603.000000,15.128796156,109925637,178186475,7959889937,708385,743038,2020749,2864431,2543929580,2491473319,177850695,148569599,100043580,2470,0,0,100359133,40399864707,58775503695,172706879904
membench,1,dram,rnd_prefetch,350,26378.000000,16.743149112,102802530,170829351,8454940265,146936,360258,2004740,2870851,2785331299,2508037313,171186203,149750931,99901384,5693,0,0,100213268,40813378961,65046111958,175771450584
membench,1,pmem,seq,350,39416.000000,15.169750280,102744328,170278393,7566292694,192622,691511,36790,3025486,381427918,300739948,170426448,143327016,0,1444,5146,0,100305974,40281078871,58946258101,171768898685
membench,1,pmem,pgn,350,2477.000000,52.988188441,107391303,179435696,7785840268,401268,100931640,88347,2919702,148823430009,148727353034,178477009,147243076,0,1382,0,0,100266353,40328494189,205983530991,172091697002
membench,1,pmem,rnd,350,2462.000000,54.421627697,101032312,174030541,8274947360,804503,101011270,92931,3020632,148519393062,148463687771,173678774,148444803,0,2517,0,0,100245637,40821377762,211567002469,175285239734
membench,1,pmem,seq_prefetch,350,36764.000000,15.467897697,103053619,171422315,7777838482,192674,669684,38778,2894464,556855998,476472680,171936910,147945010,100023687,1427,0,0,100199725,40248758375,60109304629,172089344807
membench,1,pmem,pgn_prefetch,350,6433.000000,28.188035056,110692206,177601924,7972717192,202241,442064,56352,3027000,53102742438,53023515747,177831899,145170185,99961739,4924,0,0,100197817,40330313190,109577759574,172484173457
membench,1,pmem,rnd_prefetch,350,6302.000000,29.151157696,102734086,172164015,8488477003,216570,424220,55364,2890243,53098635385,53042707699,171419574,147102444,100068062,1449,7554,0,100161626,40818772173,113316906476,175691019849
membench,1,dram,seq,400,40273.000000,16.177876687,103981503,172174451,7572335372,178407,666946,1980723,2977806,159554825,86104309,169806375,145173659,0,1386,0,0,100274661,45248399160,62827643716,191550629714
membench,1,dram,pgn,400,9847.000000,23.847634553,107931053,177343744,7765351816,98378123,100384437,2000184,2926387,31277546404,31209919618,177647811,146066883,0,3170,0,0,100219448,45329551232,92635661568,192020672708
membench,1,dram,rnd,400,9607.000000,25.295576639,102332008,172039897,8256885735,98288494,100278440,1978218,2956938,31237327015,31175871521,171961987,144929054,0,2753,0,0,100260418,45823924563,98275957360,195347596138
membench,1,dram,seq_prefetch,400,38226.000000,16.300718787,103085757,170388492,7754285466,153923,652246,1989584,2904966,159298442,95389526,172221545,144687330,100018007,1983,19,0,100302159,45285719280,63317871333,192148981495
membench,1,dram,pgn_prefetch,400,36589.000000,16.403803409,110575537,177790260,7958844239,173310,396401,2001325,2832520,2426443378,2370882131,177247360,145042052,100131240,1813,0,0,100267435,45371411698,63741421344,192564671781
membench,1,dram,rnd_prefetch,400,26831.000000,17.975400562,102722537,170912618,8461755173,144422,359503,1983920,2886541,2222380188,2159840920,172743079,148758146,99852869,4274,1518,0,100153956,45805417195,69846633911,195850847009
membench,1,pmem,seq,400,39556.000000,16.446743177,102790379,170601983,7562472882,197570,673533,42864,3015344,637152327,329720267,172425759,146415416,0,1375,0,0,100287511,45287087455,63916672592,191851893022
membench,1,pmem,pgn,400,2470.000000,54.383623362,107429865,179261863,7776829527,272652,100351912,94366,3095544,149107855388,149053756742,180030297,144770878,0,3719,4799,0,100294675,45326856848,211416679552,192118020118
membench,1,pmem,rnd,400,2455.000000,55.845359250,101802443,171918868,8262712394,280044,100398053,98738,3033172,149035069967,148948151378,174413928,149130491,0,5223,0,0,100309521,45828944082,217102713720,195225564755
membench,1,pmem,seq_prefetch,400,37050.000000,16.621936208,103298295,170588243,7753722584,190133,654102,41816,3002103,498833645,416509464,171810092,148845741,99891341,7342,4541,0,100306625,45293959416,64599686183,192325057420
membench,1,pmem,pgn_prefetch,400,6696.000000,28.838595302,109282238,177672532,7946542158,205420,437639,54541,3062739,50693368664,50619899885,181121923,148267045,99961710,8510,0,0,100255398,45357420152,112100722756,192531212382
membench,1,pmem,rnd_prefetch,400,6538.000000,29.850649470,102801678,171699970,8460248711,208734,408673,53981,3050699,50717897434,50677127922,171949144,145697922,100161210,1357,2102,0,100220944,45846338773,116046827131,195660928020
membench,1,dram,seq,450,36656.000000,17.959299331,102717638,169757823,7534954324,1733804,2271397,1949258,2894034,1334236880,1042574524,172896197,148775803,0,4998,0,0,100210533,50303911766,69764232330,211893544087
membench,1,dram,pgn,450,9932.000000,25.046886971,107347839,177935686,7755468606,98376272,100324730,1951858,2941861,30814350552,30766858709,177218807,142709944,0,1443,8745,0,100325150,50352652212,97300100056,212105009685
membench,1,dram,rnd,450,9688.000000,26.499886267,100884519,171045862,8258669608,98287521,100274414,2014974,2926363,30876950319,30821935581,171488709,144936847,0,2591,6325,0,100193636,50848584227,102946813736,215337970443
membench,1,dram,seq_prefetch,450,37678.000000,17.659114058,103132421,169761412,7729910092,147674,672091,1918827,2902348,491731266,195718924,173800879,148636095,99861347,2497,0,0,100230285,50312833810,68582824663,212277799100
membench,1,dram,pgn_prefetch,450,37850.000000,17.612106852,109232373,177188459,7965114997,187750,408414,1996332,2923622,2176977376,2122690470,177628062,144361674,100091863,3112,3615,0,100253434,50357778337,68416496027,212621857601
membench,1,dram,rnd_prefetch,450,27367.000000,19.207008962,102719095,170813783,8461488125,149978,373740,1991917,2929570,1993636138,1937075702,171530006,145340442,99953141,4194,3605,0,100199734,50820263393,74620530208,215681438430
membench,1,pmem,seq,450,39401.000000,17.738363516,102766972,170522475,7567654011,192360,705745,45524,2975595,635141987,323500965,172455525,144469969,0,1379,0,0,100283521,50290870911,68931031226,211785890946
membench,1,pmem,pgn,450,2473.000000,55.627300489,108800176,180693068,7782357187,726823,100351944,95679,3048978,148812405639,148750440326,179454879,144398444,0,1386,33,0,100271344,50328799109,216240531408,212045102325
membench,1,pmem,rnd,450,2459.000000,57.073703612,102440928,174298904,8286979508,798944,100367049,93735,2974669,148726230590,148662228184,173053829,148429556,0,1391,9,0,100266171,50828655188,221862130101,215307848589
membench,1,pmem,seq_prefetch,450,36563.000000,17.942865084,103221741,171847338,7769345771,693200,1337728,40195,3005699,547174169,463452684,171232510,145232122,100171084,1377,0,0,100317175,50312323300,69733574663,212261833977
membench,1,pmem,pgn_prefetch,450,7025.000000,29.433639308,109243379,177607595,7959271350,211728,465033,63675,3073772,48147149609,47872061052,178692648,145061729,100115572,1364,0,0,100253441,50355787470,114421254512,212493975933
membench,1,pmem,rnd_prefetch,450,6828.000000,30.485970986,102751153,172849323,8475831283,731364,1075564,57830,3006394,48238332149,48210503448,171797512,147554300,100202554,1373,0,0,100284065,50853841986,118503581419,215672270449
membench,1,dram,seq,500,40322.000000,18.751794792,102708799,170360118,7565506493,177731,735833,1990325,2964755,147372224,74466810,171122273,145274883,0,1394,5707,0,100224672,55259126875,72831721471,231719296861
membench,1,dram,pgn,500,9822.000000,26.430233275,107277821,178024685,7768651173,98359106,100288183,1997231,2914684,31262629617,31222978555,177008327,143377328,0,1376,0,0,100202320,55332328593,102684654969,232047813313
membench,1,dram,rnd,500,9530.000000,27.968900770,102293183,172506565,8256662391,98792206,100301716,2000057,2932161,31519793696,31457537304,172234497,152221142,0,3467,0,0,100266340,55853887471,108642226676,235345224286
membench,1,dram,seq_prefetch,500,38270.000000,18.879877036,103007542,170373707,7751406890,157831,708886,2039060,2959715,217494439,118222479,172938275,145981568,99914759,4572,0,0,100315261,55304809192,73323060063,232172966160
membench,1,dram,pgn_prefetch,500,38535.000000,18.832746369,110493907,177392193,7958842122,171100,398656,1957218,2864688,1886781391,1833999292,177080477,144838906,100073485,4323,0,0,100255163,55363266285,73163327888,232552654103
membench,1,dram,rnd_prefetch,500,27540.000000,20.447018117,103316687,171965282,8469380642,704499,706813,1982580,2904413,1808480301,1751882396,171850080,145027954,100099135,1363,0,0,100116662,55806698909,79430738743,235630797254
membench,1,pmem,seq,500,39510.000000,19.036226623,102968536,171565701,7548469797,200210,732569,47718,3127053,400273463,337432484,175079462,153222682,4,13502,0,0,100359665,55325532305,73981560824,231831767372
