run,node_kind,access_pattern,spinloop_iterations,throughput,cache_misses
2,dram,rnd,50,8762,98365780
2,dram,pgn,50,9616,98578449
2,dram,seq_prefetch,50,16178,220825
2,dram,rnd_prefetch,50,13766,231766
2,dram,pgn_prefetch,50,15583,300841
2,pmem,seq,50,16113,241628
2,pmem,rnd,50,2407,324481
2,pmem,pgn,50,2457,321121
2,pmem,seq_prefetch,50,16072,242633
2,pmem,rnd_prefetch,50,4512,284114
2,pmem,pgn_prefetch,50,4710,289202
2,dram,seq,100,6771,1863739
2,dram,rnd,100,5129,98381089
2,dram,pgn,100,5441,98602887
2,dram,seq_prefetch,100,6775,274189
2,dram,rnd_prefetch,100,6528,287540
2,dram,pgn_prefetch,100,6765,380118
2,pmem,seq,100,6668,267979
2,pmem,rnd,100,2010,332800
2,pmem,pgn,100,2051,339152
2,pmem,seq_prefetch,100,6679,269509
2,pmem,rnd_prefetch,100,3794,289925
2,pmem,pgn_prefetch,100,3967,302127
2,dram,seq,150,4712,2213511
2,dram,rnd,150,3852,98472596
2,dram,pgn,150,4028,98604576
2,dram,seq_prefetch,150,4727,237636
2,dram,rnd_prefetch,150,4644,293522
2,dram,pgn_prefetch,150,4722,5916122
2,pmem,seq,150,4654,273737
2,pmem,rnd,150,1780,347112
2,pmem,pgn,150,1816,370016
2,pmem,seq_prefetch,150,4697,283561
2,pmem,rnd_prefetch,150,3379,306516
2,pmem,pgn_prefetch,150,3511,301702
2,dram,seq,200,3625,1130193
2,dram,rnd,200,3086,98560516
2,dram,pgn,200,3206,98665671
2,dram,seq_prefetch,200,3625,245152
2,dram,rnd_prefetch,200,3599,242076
2,dram,pgn_prefetch,200,3641,6094516
2,pmem,seq,200,3611,289847
2,pmem,rnd,200,1597,384184
2,pmem,pgn,200,1627,373754
2,pmem,seq_prefetch,200,3613,286485
2,pmem,rnd_prefetch,200,3040,307543
2,pmem,pgn_prefetch,200,3134,311098
2,dram,seq,250,2947,662652
2,dram,rnd,250,2569,98430284
2,dram,pgn,250,2646,98675999
2,dram,seq_prefetch,250,2942,320489
2,dram,rnd_prefetch,250,2929,235929
2,dram,pgn_prefetch,250,2956,6134675
2,pmem,seq,250,2936,297826
2,pmem,rnd,250,1448,405033
2,pmem,pgn,250,1470,415235
2,pmem,seq_prefetch,250,2941,309351
2,pmem,rnd_prefetch,250,2754,314728
2,pmem,pgn_prefetch,250,2830,303766
2,dram,seq,300,2479,811986
2,dram,rnd,300,2213,98458620
2,dram,pgn,300,2271,98639083
2,dram,seq_prefetch,300,2473,240587
2,dram,rnd_prefetch,300,2469,242337
2,dram,pgn_prefetch,300,2485,6179572
2,pmem,seq,300,2473,311815
2,pmem,rnd,300,1322,428481
2,pmem,pgn,300,1343,410455
2,pmem,seq_prefetch,300,2473,304533
2,pmem,rnd_prefetch,300,2445,321453
2,pmem,pgn_prefetch,300,2476,322539
2,dram,seq,350,2135,633096
2,dram,rnd,350,1932,98469023
2,dram,pgn,350,1978,98661954
2,dram,seq_prefetch,350,2136,262362
2,dram,rnd_prefetch,350,2131,240911
2,dram,pgn_prefetch,350,2144,6233054
2,pmem,seq,350,2131,330139
2,pmem,rnd,350,1222,439619
2,pmem,pgn,350,1240,458951
2,pmem,seq_prefetch,350,2136,324970
2,pmem,rnd_prefetch,350,2122,347103
2,pmem,pgn_prefetch,350,2143,336385
2,dram,seq,400,1880,674657
2,dram,rnd,400,1723,98483614
2,dram,pgn,400,1757,98654598
2,dram,seq_prefetch,400,1878,240856
2,dram,rnd_prefetch,400,1874,249005
2,dram,pgn_prefetch,400,1883,6232159
2,pmem,seq,400,1876,333667
2,pmem,rnd,400,1132,451293
2,pmem,pgn,400,1148,458897
2,pmem,seq_prefetch,400,1877,333471
2,pmem,rnd_prefetch,400,1872,359444
2,pmem,pgn_prefetch,400,1861,357163
2,dram,seq,450,1675,953059
2,dram,rnd,450,1549,98500650
2,dram,pgn,450,1572,98693179
2,dram,seq_prefetch,450,1675,257906
2,dram,rnd_prefetch,450,1673,249219
2,dram,pgn_prefetch,450,1682,4045193
2,pmem,seq,450,1671,347901
2,pmem,rnd,450,1054,459651
2,pmem,pgn,450,1066,466435
2,pmem,seq_prefetch,450,1675,350790
2,pmem,rnd_prefetch,450,1672,366932
2,pmem,pgn_prefetch,450,1678,377978
2,dram,seq,500,1512,777810
2,dram,rnd,500,1410,98497288
2,dram,pgn,500,1428,98683358
2,dram,seq_prefetch,500,1512,378996
2,dram,rnd_prefetch,500,1510,249231
2,dram,pgn_prefetch,500,1515,6254245
2,pmem,seq,500,1512,367973
2,pmem,rnd,500,990,475853
2,pmem,pgn,500,999,477017
2,pmem,seq_prefetch,500,1513,379104
2,pmem,rnd_prefetch,500,1510,380762
2,pmem,pgn_prefetch,500,1506,394905
