exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses,mem_load_retired.l3_miss,mem_load_l3_miss_retired.local_dram,mem_load_retired.local_pmm
membench,1,dram,rnd,2500,10276.145508,76.683694771,0.000661,100965182,157840191,98595240,98530085,0
membench,1,dram,seq_prefetch,2500,51330.351562,68.856047659,0.000660,103107227,157184584,302321,110982,0
membench,1,dram,pgn_prefetch,2500,,7.669140104,,12811435,63847580,217693,236715,0
membench,1,dram,rnd_prefetch,2500,46218.109375,69.090469875,0.000661,100758950,157186834,282549,240867,0
membench,1,pmem,seq,2500,51481.214844,69.942707995,0.000661,102053844,157138031,243133,4238,0
membench,1,pmem,pgn,2500,,13.352255822,,12720991,64453251,10072629,4116,0
membench,1,pmem,rnd,2500,2095.241211,115.720081991,0.000661,100688097,159534060,98520160,4038,0
membench,1,pmem,seq_prefetch,2500,50893.460938,69.932646593,0.000660,102708001,156779927,172584,5544,0
membench,1,pmem,pgn_prefetch,2500,,8.935147689,,12785675,64167762,126914,3256,0
membench,1,pmem,rnd_prefetch,2500,24718.652344,72.042886210,0.000661,100416073,157187678,236442,7931,0
membench,1,dram,seq,5000,51521.164062,133.470831599,0.001307,103006982,160939606,241587,247412,0
membench,1,dram,pgn,5000,,14.902903815,,12806263,64585969,10190207,10173676,0
membench,1,dram,rnd,5000,10202.591797,141.364563227,0.001307,101260898,161285585,98616440,98482694,0
membench,1,dram,seq_prefetch,5000,51523.710938,133.450044098,0.001306,103551680,160275194,346067,236148,0
membench,1,dram,pgn_prefetch,5000,,14.132171146,,12838941,64486392,127512,230009,0
membench,1,dram,rnd_prefetch,5000,46215.140625,133.705751800,0.001307,100752833,161309798,359643,240463,0
membench,1,pmem,seq,5000,51444.218750,134.525591962,0.001306,101905095,160731410,239249,4776,0
membench,1,pmem,pgn,5000,,19.692256031,,12743465,64444552,9988889,3437,0
membench,1,pmem,rnd,5000,2146.096436,179.214886841,0.001307,100861775,163515057,98410366,6457,0
membench,1,pmem,seq_prefetch,5000,51436.386719,134.520428543,0.001306,102918095,160573784,234646,5557,0
membench,1,pmem,pgn_prefetch,5000,,15.209659301,,12775094,64231150,235078,4593,0
membench,1,pmem,rnd_prefetch,5000,45896.046875,134.773917429,0.001307,100467931,160698233,122436,8386,0
membench,1,dram,seq,20000,47916.261719,520.589780502,0.005176,105452350,175672102,782951,346092,0
membench,1,dram,pgn,20000,,53.599401334,,12997839,66208811,7942711,7789329,0
membench,1,dram,rnd,20000,10241.057617,528.293416803,0.005177,103231904,176781881,76993412,76671178,0
membench,1,dram,seq_prefetch,20000,47989.183594,520.595562354,0.005176,108756038,176927048,613543,221346,0
membench,1,dram,pgn_prefetch,20000,,52.856862583,,13025621,66261946,263162,138853,0
membench,1,dram,rnd_prefetch,20000,40639.039062,521.021923502,0.005177,103047188,178580678,704794,237274,0
membench,1,pmem,seq,20000,47737.023438,521.639283923,0.005176,102458250,175686341,279432,6438,0
membench,1,pmem,pgn,20000,,58.392292604,,12793112,65917251,7918438,3928,0
membench,1,pmem,rnd,20000,2145.443359,566.186981691,0.005176,100893193,176848045,76010062,7343,0
membench,1,pmem,seq_prefetch,20000,47949.351562,521.631814903,0.005176,105536663,175502311,246002,8748,0
membench,1,pmem,pgn_prefetch,20000,,53.916972858,,12802387,66097420,204762,3544,0
membench,1,pmem,rnd_prefetch,20000,40351.496094,522.019783876,0.005176,100659807,176689339,274530,10492,0
membench_base,2,dram,,,,0.000704474,,385,9536,22,9,
membench_data_init,2,dram,,,,0.817230584,,2235405,51154975,212635,98827,0
membench_pregen_init,2,dram,,,,0.866333614,,1967393,53056221,240079,239956,0
membench_base,2,pmem,,,,0.000875785,,528,9686,24,6,
membench_data_init,2,pmem,,,,1.847667608,,2241290,51110860,219568,2440,0
membench_pregen_init,2,pmem,,,,1.944380617,,2312492,53126801,234227,2437,0
membench,2,dram,seq,0,51688.960938,4.287636761,0.000015,102343541,152838983,238402,232702,0
membench,2,dram,pgn,0,,1.976005080,,12709994,63808309,10052649,10157818,0
membench,2,dram,rnd,0,10302.969727,12.040678022,0.000015,100599745,153952622,98361477,98345239,0
membench,2,dram,seq_prefetch,0,50992.753906,4.301451255,0.000015,102833017,153309778,241095,234175,0
membench,2,dram,pgn_prefetch,0,,1.489061675,,12791312,63425763,225353,223568,0
membench,2,dram,rnd_prefetch,0,19928.414062,7.359373131,0.000015,100414977,153656487,234580,146217,0
membench,2,pmem,seq,0,24015.005859,7.600831408,0.000015,102239529,153497047,282382,3442,0
membench,2,pmem,pgn,0,,7.115220500,,12719881,64087162,10042315,3189,0
membench,2,pmem,rnd,0,2011.447144,53.119384178,0.000015,100586870,156141647,98442602,3091,0
membench,2,pmem,seq_prefetch,0,24489.695312,7.499723679,0.000015,102402259,153379155,229144,2033,0
membench,2,pmem,pgn_prefetch,0,,4.857856785,,12760490,64016732,236945,2378,0
membench,2,pmem,rnd_prefetch,0,3598.896484,31.191946089,0.000015,100396429,154715601,199354,8780,0
membench,2,dram,seq,2500,51539.007812,68.874067306,0.000661,102614707,157149067,175466,226900,0
membench,2,dram,pgn,2500,,8.432504129,,12742851,64024544,9954258,10012655,0
membench,2,dram,rnd,2500,10289.920898,76.655593848,0.000661,100924425,157785304,98394011,98427518,0
membench,2,dram,seq_prefetch,2500,51353.628906,68.847548756,0.000660,102826877,157114396,291246,228018,0
membench,2,dram,pgn_prefetch,2500,,7.670011944,,12812865,63930123,178645,241468,0
membench,2,dram,rnd_prefetch,2500,46212.320312,69.091752659,0.000661,100763839,157321926,180196,246402,0
membench,2,pmem,seq,2500,51571.378906,69.933989361,0.000661,102236067,157043819,175439,4452,0
membench,2,pmem,pgn,2500,,13.352956301,,12724459,64373878,10057459,3170,0
membench,2,pmem,rnd,2500,2096.399414,115.685233298,0.000660,100377977,159553598,98466569,4391,0
membench,2,pmem,seq_prefetch,2500,51167.960938,69.926703273,0.000660,102438302,156928642,229292,4797,0
membench,2,pmem,pgn_prefetch,2500,,8.929681634,,12570251,64028318,237297,3685,0
membench,2,pmem,rnd_prefetch,2500,24710.894531,72.038468952,0.000661,100400134,157415849,231126,4785,0
membench,2,dram,seq,5000,51411.687500,133.458199429,0.001306,102991771,161165444,354019,116750,0
membench,2,dram,pgn,5000,,14.902823103,,12460350,64532177,10179606,10163611,0
membench,2,dram,rnd,5000,10198.563477,141.355748101,0.001307,101288548,161729879,98623231,98371860,0
membench,2,dram,seq_prefetch,5000,51489.089844,133.459636792,0.001306,103608726,161144790,346725,115588,0
membench,2,dram,pgn_prefetch,5000,,14.136706140,,12848668,64590702,251717,117492,0
membench,2,dram,rnd_prefetch,5000,46200.984375,133.712951928,0.001307,101054108,160927049,324756,233616,0
membench,2,pmem,seq,5000,51411.953125,134.506133732,0.001306,102019648,160641799,245239,3859,0
membench,2,pmem,pgn,5000,,19.694977669,,12744365,64789247,10090848,2758,0
membench,2,pmem,rnd,5000,2145.768311,179.208330271,0.001307,100401863,163294264,98540616,4784,0
membench,2,pmem,seq_prefetch,5000,51500.042969,134.507717156,0.001306,102757403,160443323,237429,5677,0
membench,2,pmem,pgn_prefetch,5000,,15.208023226,,12563962,64317092,238076,3270,0
membench,2,pmem,rnd_prefetch,5000,45929.878906,134.778173752,0.001307,100470515,160817530,242338,6203,0
membench,2,dram,seq,20000,47828.648438,520.592123295,0.005176,105461423,176431738,712600,360895,0
membench,2,dram,pgn,20000,,53.648017146,,12794884,66125736,8009467,7948272,0
membench,2,dram,rnd,20000,10239.982422,528.289600743,0.005177,103241278,177223584,76975484,76524492,0
membench,2,dram,seq_prefetch,20000,48020.847656,520.582522029,0.005176,108601383,176189072,759912,235386,0
membench,2,dram,pgn_prefetch,20000,,52.849483378,,13027409,65795405,284409,232207,0
membench,2,dram,rnd_prefetch,20000,40649.578125,520.968036131,0.005176,102964112,176967742,748904,255876,0
membench,2,pmem,seq,20000,51302.597656,521.443116386,0.005176,102206831,176361139,265757,8086,0
membench,2,pmem,pgn,20000,,58.383035803,,12657093,66223812,7980462,4637,0
membench,2,pmem,rnd,20000,2146.949219,566.072706561,0.005176,100895633,177250529,78096899,6246,0
membench,2,pmem,seq_prefetch,20000,47975.574219,521.580610998,0.005175,105507680,176151652,260262,9246,0
membench,2,pmem,pgn_prefetch,20000,,53.922360056,,12773759,66254870,245214,4126,0
membench,2,pmem,rnd_prefetch,20000,40413.398438,521.964996837,0.005176,100539200,176314373,274364,11724,0
membench_base,3,dram,,,,0.001064354,,467,9749,18,6,
membench_data_init,3,dram,,,,0.817127894,,2236472,51158958,198560,119633,0
membench_pregen_init,3,dram,,,,0.867390042,,2258155,52725901,219882,218471,0
membench_base,3,pmem,,,,0.000872959,,557,9702,28,8,
membench_data_init,3,pmem,,,,1.848388345,,2242680,50962392,224216,2318,0
membench_pregen_init,3,pmem,,,,1.943885097,,2009465,53278983,231057,2546,0
membench,3,dram,seq,0,51760.210938,4.292182018,0.000015,102350437,153074125,192414,231527,0
membench,3,dram,pgn,0,,1.974728627,,12707113,63761338,10079834,10135091,0
membench,3,dram,rnd,0,10307.717773,12.038856377,0.000015,100569032,153752355,96798679,96734616,0
membench,3,dram,seq_prefetch,0,51162.355469,4.296067404,0.000015,102903514,153282598,228581,107757,0
membench,3,dram,pgn_prefetch,0,,1.487765281,,12461522,63647214,231640,229541,0
membench,3,dram,rnd_prefetch,0,19921.044922,7.358825554,0.000015,100404997,153663008,236893,107525,0
membench,3,pmem,seq,0,24326.675781,7.544829118,0.000015,102171040,153461370,285026,2974,0
membench,3,pmem,pgn,0,,7.109818850,,12716685,63648361,10161590,3126,0
membench,3,pmem,rnd,0,2011.868408,53.110441794,0.000015,100569926,155830913,98342194,4411,0
membench,3,pmem,seq_prefetch,0,23931.847656,7.595388490,0.000015,102435589,153478917,112104,3345,0
membench,3,pmem,pgn_prefetch,0,,4.857921367,,12760811,64002953,225056,2885,0
membench,3,pmem,rnd_prefetch,0,3598.280029,31.194504131,0.000015,100393570,154961124,114912,5388,0
membench,3,dram,seq,2500,51492.433594,68.874671286,0.000661,102651869,157264250,242999,181503,0
membench,3,dram,pgn,2500,,8.432975935,,12748580,63899240,10147713,10169720,0
membench,3,dram,rnd,2500,10282.310547,76.652388043,0.000661,100925172,157409858,98476201,98423729,0
membench,3,dram,seq_prefetch,2500,51301.308594,68.846189950,0.000660,102926245,157001008,291046,222636,0
membench,3,dram,pgn_prefetch,2500,,7.669812630,,12730421,63890641,250469,241069,0
membench,3,dram,rnd_prefetch,2500,46231.953125,69.088745849,0.000661,100515611,157222433,288539,224106,0
membench,3,pmem,seq,2500,51585.960938,69.934702055,0.000661,102240038,156990732,117438,4579,0
membench,3,pmem,pgn,2500,,13.349450883,,12509519,64352432,10019063,3749,0
membench,3,pmem,rnd,2500,2095.747803,115.699720033,0.000660,100677788,159686784,98500712,4297,0
membench,3,pmem,seq_prefetch,2500,50807.433594,70.270066795,0.000664,102744790,156686324,229601,6548,0
membench,3,pmem,pgn_prefetch,2500,,8.929512745,,12778904,63795478,236490,3119,0
membench,3,pmem,rnd_prefetch,2500,24714.425781,72.037845816,0.000661,100411992,157489399,232853,6073,0
membench,3,dram,seq,5000,51305.675781,133.458712675,0.001306,103072017,161172230,352084,115240,0
membench,3,dram,pgn,5000,,14.901432941,,12789502,64623948,10028781,10016774,0
membench,3,dram,rnd,5000,10197.883789,141.378169177,0.001307,101324163,161896883,98592451,98289469,0
membench,3,dram,seq_prefetch,5000,51501.527344,133.463661724,0.001307,103273732,161358219,339052,228356,0
membench,3,dram,pgn_prefetch,5000,,14.134425918,,12849590,64611765,130072,234763,0
membench,3,dram,rnd_prefetch,5000,46192.640625,133.727469306,0.001307,101053978,161553728,356941,237007,0
membench,3,pmem,seq,5000,51435.117188,134.532324482,0.001306,102237216,160307632,248652,5499,0
membench,3,pmem,pgn,5000,,19.694313405,,12734084,64562303,9957849,3653,0
membench,3,pmem,rnd,5000,2146.205078,179.201303401,0.001307,100691541,163191075,98507771,4280,0
membench,3,pmem,seq_prefetch,5000,51497.785156,134.512826422,0.001306,102866585,160696301,115826,6703,0
membench,3,pmem,pgn_prefetch,5000,,15.206409317,,12429312,64580325,242173,2942,0
membench,3,pmem,rnd_prefetch,5000,45900.363281,134.775766144,0.001307,100469682,160851461,121504,7569,0
membench,3,dram,seq,20000,49279.535156,520.579351765,0.005177,105458025,177140662,823039,243530,0
membench,3,dram,pgn,20000,,53.604149989,,12722476,66430881,8011292,7950240,0
membench,3,dram,rnd,20000,10232.797852,528.327666317,0.005177,103310699,177364337,75015326,74499331,0
membench,3,dram,seq_prefetch,20000,48043.820312,520.593205225,0.005176,108523763,176287156,629040,230197,0
membench,3,dram,pgn_prefetch,20000,,52.853444004,,13025521,66135454,172638,226953,0
membench,3,dram,rnd_prefetch,20000,40601.539062,520.977120561,0.005176,102999565,177369883,705415,131904,0
membench,3,pmem,seq,20000,47702.183594,521.597693383,0.005176,102409733,176336532,221384,11141,0
membench,3,pmem,pgn,20000,,58.378205131,,12779891,66356359,7826966,3153,0
membench,3,pmem,rnd,20000,2147.536133,566.064820830,0.005176,100529286,177143318,76072899,6227,0
membench,3,pmem,seq_prefetch,20000,47973.046875,521.588114715,0.005176,105594278,175370100,246200,9287,0
membench,3,pmem,pgn_prefetch,20000,,53.912537507,,12805253,65796919,205474,4062,0
membench,3,pmem,rnd_prefetch,20000,40338.863281,521.972925468,0.005176,100611846,176132626,153436,11128,0
membench_base,4,dram,,,,0.000990970,,412,9412,22,7,
membench_data_init,4,dram,,,,0.817150483,,2239206,51210415,223843,101525,0
membench_pregen_init,4,dram,,,,0.866872728,,1967470,52919839,219957,219008,0
membench_base,4,pmem,,,,0.000737098,,494,9764,27,9,
membench_data_init,4,pmem,,,,1.847395154,,2190400,50952991,228535,2354,0
membench_pregen_init,4,pmem,,,,1.946202417,,1972531,53194315,230793,2497,0
membench,4,dram,seq,0,51706.628906,4.291852505,0.000015,102369532,153253146,120113,246348,0
membench,4,dram,pgn,0,,1.975612495,,12717118,63856156,10088520,10116993,0
membench,4,dram,rnd,0,10304.648438,12.039155787,0.000015,100583106,153823869,96841073,96783581,0
membench,4,dram,seq_prefetch,0,51135.726562,4.294921827,0.000015,102873092,153264493,198630,142118,0
membench,4,dram,pgn_prefetch,0,,1.489192011,,12782933,63555118,222615,229805,0
membench,4,dram,rnd_prefetch,0,19921.253906,7.358663016,0.000015,100406951,153755029,234393,106346,0
membench,4,pmem,seq,0,24593.857422,7.504772868,0.000015,102088842,153362362,300992,3229,0
membench,4,pmem,pgn,0,,7.113432402,,12707980,64155605,10054213,3291,0
membench,4,pmem,rnd,0,2011.945557,53.111412409,0.000015,100563636,156023466,98282095,4599,0
membench,4,pmem,seq_prefetch,0,24319.138672,7.529876249,0.000015,102433706,153141327,199131,3318,0
membench,4,pmem,pgn_prefetch,0,,4.854928488,,12755012,63965300,160371,2511,0
membench,4,pmem,rnd_prefetch,0,3598.477295,31.193652018,0.000015,100403952,154931399,116016,8651,0
membench,4,dram,seq,2500,51515.562500,68.870900269,0.000661,102659673,156675908,289045,223926,0
membench,4,dram,pgn,2500,,8.434175171,,12745802,64218513,9905634,10021548,0
membench,4,dram,rnd,2500,10291.895508,76.654227921,0.000661,100924531,157525463,96855788,96902415,0
membench,4,dram,seq_prefetch,2500,51398.609375,68.846595533,0.000660,102824176,157098869,292111,230324,0
membench,4,dram,pgn_prefetch,2500,,7.670152782,,12725043,63773062,242775,235342,0
membench,4,dram,rnd_prefetch,2500,46200.300781,69.087003878,0.000661,100349287,157303773,285058,223820,0
membench,4,pmem,seq,2500,51517.765625,69.932397192,0.000661,102236281,156859944,195490,9884,0
membench,4,pmem,pgn,2500,,13.351430976,,12721261,64286167,10076757,3190,0
membench,4,pmem,rnd,2500,2096.668213,115.674818484,0.000660,100622902,159610575,98425143,4507,0
membench,4,pmem,seq_prefetch,2500,50956.683594,69.927700953,0.000660,102409337,157117793,230122,4888,0
membench,4,pmem,pgn_prefetch,2500,,8.931822149,,12769679,63984808,201037,3450,0
membench,4,pmem,rnd_prefetch,2500,24723.193359,72.033802047,0.000661,100414363,157222493,116992,7109,0
membench,4,dram,seq,5000,51453.539062,133.460751327,0.001306,103008664,160865588,345192,186212,0
membench,4,dram,pgn,5000,,14.903338859,,12785421,64564749,10183011,10166576,0
membench,4,dram,rnd,5000,10202.265625,141.353651055,0.001307,101263762,161228463,98544981,98465475,0
membench,4,dram,seq_prefetch,5000,51423.558594,133.447932942,0.001306,111908658,160533564,342916,226793,0
membench,4,dram,pgn_prefetch,5000,,14.131825311,,12832767,64341410,193870,242483,0
membench,4,dram,rnd_prefetch,5000,46256.378906,133.700748903,0.001307,101030276,161121340,337470,122361,0
membench,4,pmem,seq,5000,51380.386719,134.501491795,0.001306,102253173,160539172,241943,5383,0
membench,4,pmem,pgn,5000,,19.694778829,,12745082,64749700,10107822,3184,0
membench,4,pmem,rnd,5000,2146.783691,179.173126170,0.001307,100666350,163092327,98367180,4642,0
membench,4,pmem,seq_prefetch,5000,51564.492188,134.500640371,0.001306,102843773,160690674,227759,5533,0
membench,4,pmem,pgn_prefetch,5000,,15.203836879,,12445280,64500623,234916,3791,0
membench,4,pmem,rnd_prefetch,5000,45929.812500,134.769787413,0.001307,100285586,160544194,251590,6612,0
membench,4,dram,seq,20000,47799.589844,520.593727957,0.005176,105443082,175763116,753666,318514,0
membench,4,dram,pgn,20000,,53.599214337,,12999113,66162446,7842638,7672903,0
membench,4,dram,rnd,20000,10236.701172,528.305578366,0.005177,102903818,177724071,76918596,76418767,0
membench,4,dram,seq_prefetch,20000,48053.867188,520.580169311,0.005176,108544750,176140571,710441,221571,0
membench,4,dram,pgn_prefetch,20000,,52.851143827,,13030129,65753901,288108,236358,0
membench,4,dram,rnd_prefetch,20000,40610.113281,520.972141492,0.005176,102943532,176732800,721826,264078,0
membench,4,pmem,seq,20000,47678.328125,521.616021309,0.005176,102351309,176238042,273454,6776,0
membench,4,pmem,pgn,20000,,58.380464962,,12791280,66249122,7932196,2892,0
membench,4,pmem,rnd,20000,2147.399414,566.076993457,0.005176,100885786,177292344,76837958,5377,0
membench,4,pmem,seq_prefetch,20000,48032.839844,521.588682333,0.005176,105706464,175490488,243446,9971,0
membench,4,pmem,pgn_prefetch,20000,,53.916650902,,12787605,66318599,137953,3634,0
membench,4,pmem,rnd_prefetch,20000,40466.546875,521.964849771,0.005176,100291726,176252660,269280,10692,0
membench_base,5,dram,,,,0.000685915,,468,9380,23,8,
membench_data_init,5,dram,,,,0.817208616,,2237012,51185544,218102,99296,0
membench_pregen_init,5,dram,,,,0.866862371,,1962459,53000300,233680,232600,0
membench_base,5,pmem,,,,0.000757921,,513,9661,31,7,
membench_data_init,5,pmem,,,,1.850323474,,2154513,51035950,226919,2389,0
membench_pregen_init,5,pmem,,,,1.941470599,,2311387,53085976,222520,1369,0
membench,5,dram,seq,0,51753.996094,4.288401162,0.000015,102362205,152945147,244099,237169,0
membench,5,dram,pgn,0,,1.975858499,,12700861,63724834,9916683,9997050,0
membench,5,dram,rnd,0,10306.471680,12.039170968,0.000015,100593704,153748802,98380155,98307822,0
membench,5,dram,seq_prefetch,0,51134.964844,4.294953332,0.000015,102870486,153300256,146162,193512,0
membench,5,dram,pgn_prefetch,0,,1.492731022,,12799154,63833044,109051,221371,0
membench,5,dram,rnd_prefetch,0,19919.470703,7.359427663,0.000015,100399247,153677781,245475,127656,0
membench,5,pmem,seq,0,24104.343750,7.583056651,0.000015,102213875,153487478,281896,2776,0
membench,5,pmem,pgn,0,,7.114672185,,12708719,64035108,10064168,2768,0
membench,5,pmem,rnd,0,2011.439575,53.116913065,0.000015,100574777,156015055,98377489,3676,0
membench,5,pmem,seq_prefetch,0,24314.435547,7.533864580,0.000015,102434823,153508494,158065,3197,0
membench,5,pmem,pgn_prefetch,0,,4.851749768,,12774823,63984224,122396,3456,0
membench,5,pmem,rnd_prefetch,0,3598.921875,31.194368301,0.000015,100394102,154830763,160741,5663,0
membench,5,dram,seq,2500,51484.925781,68.873575200,0.000661,102636089,157186402,177397,226080,0
membench,5,dram,pgn,2500,,8.446298168,,12389464,64109652,10022430,10013708,0
membench,5,dram,rnd,2500,10282.208008,76.652096175,0.000661,100924586,157341273,98493017,98406995,0
membench,5,dram,seq_prefetch,2500,51352.761719,68.846939441,0.000660,103179792,156568996,287791,223259,0
membench,5,dram,pgn_prefetch,2500,,7.669488305,,12801700,63674862,245158,235893,0
membench,5,dram,rnd_prefetch,2500,46225.632812,69.088625193,0.000661,100532593,157101918,283067,223125,0
membench,5,pmem,seq,2500,51550.511719,69.934220062,0.000661,102182205,156922996,117138,4804,0
membench,5,pmem,pgn,2500,,13.349561329,,12613840,64184528,10176126,3171,0
membench,5,pmem,rnd,2500,2096.347656,115.692714764,0.000661,100634851,159364796,98356655,4764,0
membench,5,pmem,seq_prefetch,2500,50675.222656,70.275109368,0.000664,102711718,157173437,118032,5900,0
membench,5,pmem,pgn_prefetch,2500,,8.930194647,,12764706,63908833,216142,3277,0
membench,5,pmem,rnd_prefetch,2500,24725.308594,72.034821909,0.000661,100416660,157017803,143577,6337,0
membench,5,dram,seq,5000,51445.410156,133.454501104,0.001306,102982299,160761920,241417,232701,0
membench,5,dram,pgn,5000,,14.902880907,,12787024,64538651,10187088,10169100,0
membench,5,dram,rnd,5000,10205.089844,141.348329350,0.001307,101264282,161025340,98607869,98463508,0
membench,5,dram,seq_prefetch,5000,51465.609375,133.473106078,0.001307,103609620,160764986,239568,227954,0
membench,5,dram,pgn_prefetch,5000,,14.131543578,,12840563,64250795,230662,249393,0
membench,5,dram,rnd_prefetch,5000,46193.449219,133.710588842,0.001307,101038127,160758292,332675,229856,0
membench,5,pmem,seq,5000,51455.312500,134.513896076,0.001306,102268549,160652282,123302,6723,0
membench,5,pmem,pgn,5000,,19.697042439,,12730305,64756083,10093879,4236,0
membench,5,pmem,rnd,5000,2146.948242,179.167104916,0.001307,100442969,162939204,96948211,5177,0
membench,5,pmem,seq_prefetch,5000,51510.097656,134.516992898,0.001306,102785424,160584698,235664,6590,0
membench,5,pmem,pgn_prefetch,5000,,15.201269272,,12782225,64531563,234665,2162,0
membench,5,pmem,rnd_prefetch,5000,45930.535156,134.774135035,0.001307,100457713,160867231,119114,6428,0
